book_location_id,objective_id,book_title,book_category,source_content,skill_or_school,worldspace,region,hold,location,location_detail,ownership_or_crime_notes,quest_or_state_dependency,cell_entry_lock_risk,missability,bug_risk,survival_mode_relevance,route_candidate_status,citations,notes
BOOKLOC-000485,OBJ-000910,Spell Tome: Candlelight,spell_tome,base_game,Alteration,Skyrim,,,Random spell tome loot,Generic novice spell tome random loot source from boss chests and safes.,Random/container source; reliability and ownership not route-ready,Character level 1+ for novice random spell tome loot; route should prefer deterministic sources unless later validated.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Generic random loot source from UESP spell tome location rules; not a deterministic route choice.
BOOKLOC-000486,OBJ-000911,Spell Tome: Oakflesh,spell_tome,base_game,Alteration,Skyrim,,The Reach,Understone Keep,"Purchase from Calcelmo in Markarth. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Riverwood Trader, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",provisional_objective_representative,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000487,OBJ-000911,Spell Tome: Oakflesh,spell_tome,base_game,Alteration,Skyrim,,Hjaalmarch,Morthal,"Purchase from Falion in Morthal. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Riverwood Trader, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000488,OBJ-000911,Spell Tome: Oakflesh,spell_tome,base_game,Alteration,Skyrim,,Whiterun Hold,Dragonsreach,"Purchase from Farengar Secret-Fire in Whiterun. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Riverwood Trader, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000489,OBJ-000911,Spell Tome: Oakflesh,spell_tome,base_game,Alteration,Skyrim,,The Pale,The White Hall,"Purchase from Madena in Dawnstar. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Riverwood Trader, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000490,OBJ-000911,Spell Tome: Oakflesh,spell_tome,base_game,Alteration,Skyrim,,Winterhold,The Frozen Hearth,"Purchase from Nelacar in Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Riverwood Trader, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000491,OBJ-000911,Spell Tome: Oakflesh,spell_tome,base_game,Alteration,Skyrim,,Whiterun Hold,Riverwood Trader,"Purchase from the Riverwood Trader. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Riverwood Trader, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000492,OBJ-000911,Spell Tome: Oakflesh,spell_tome,base_game,Alteration,Skyrim,,Haafingar,Blue Palace,"Purchase from Sybille Stentor in Solitude. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Riverwood Trader, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000493,OBJ-000911,Spell Tome: Oakflesh,spell_tome,base_game,Alteration,Skyrim,,Winterhold,College of Winterhold,"Purchase from Tolfdir at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Riverwood Trader, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000494,OBJ-000911,Spell Tome: Oakflesh,spell_tome,base_game,Alteration,Skyrim,,Eastmarch,Palace of the Kings,"Purchase from Wuunferth the Unliving in Windhelm. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Riverwood Trader, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000495,OBJ-000911,Spell Tome: Oakflesh,spell_tome,base_game,Alteration,Skyrim,,The Rift,Mistveil Keep,"Purchase from Wylandriah in Riften. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Riverwood Trader, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000496,OBJ-000911,Spell Tome: Oakflesh,spell_tome,base_game,Alteration,Skyrim,,,Shroud Hearth Barrow,Can be found in Shroud Hearth Barrow.,Loot/access status needs route validation,,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000497,OBJ-000911,Spell Tome: Oakflesh,spell_tome,base_game,Alteration,Skyrim,,,Random spell tome loot,Generic novice spell tome random loot source from boss chests and safes.,Random/container source; reliability and ownership not route-ready,Character level 1+ for novice random spell tome loot; route should prefer deterministic sources unless later validated.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Generic random loot source from UESP spell tome location rules; not a deterministic route choice.
BOOKLOC-000498,OBJ-000912,Spell Tome: Teleport Pet Mudcrab,spell_tome,ae_creation,Alteration,Skyrim,,,Dwarven Armored Mudcrab,Learned when receiving Dwarven Armored Mudcrab as a pet.,,,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",provisional_objective_representative,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000499,OBJ-000913,Spell Tome: Teleport Pet Nix-Hound,spell_tome,ae_creation,Alteration,Skyrim,,,Nix-Hound,Learned when receiving Nix-Hound as a pet.,,,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",provisional_objective_representative,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000500,OBJ-000914,Spell Tome: Magelight,spell_tome,base_game,Alteration,Skyrim,,The Reach,Understone Keep,"Purchase from Calcelmo in Markarth. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",provisional_objective_representative,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000501,OBJ-000914,Spell Tome: Magelight,spell_tome,base_game,Alteration,Skyrim,,Hjaalmarch,Morthal,"Purchase from Falion in Morthal. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000502,OBJ-000914,Spell Tome: Magelight,spell_tome,base_game,Alteration,Skyrim,,Whiterun Hold,Dragonsreach,"Purchase from Farengar Secret-Fire in Whiterun. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000503,OBJ-000914,Spell Tome: Magelight,spell_tome,base_game,Alteration,Skyrim,,The Pale,The White Hall,"Purchase from Madena in Dawnstar. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000504,OBJ-000914,Spell Tome: Magelight,spell_tome,base_game,Alteration,Skyrim,,Haafingar,Blue Palace,"Purchase from Sybille Stentor in Solitude. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000505,OBJ-000914,Spell Tome: Magelight,spell_tome,base_game,Alteration,Skyrim,,Winterhold,College of Winterhold,"Purchase from Tolfdir at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000506,OBJ-000914,Spell Tome: Magelight,spell_tome,base_game,Alteration,Skyrim,,Eastmarch,Palace of the Kings,"Purchase from Wuunferth the Unliving in Windhelm. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000507,OBJ-000914,Spell Tome: Magelight,spell_tome,base_game,Alteration,Skyrim,,The Rift,Mistveil Keep,"Purchase from Wylandriah in Riften. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000508,OBJ-000914,Spell Tome: Magelight,spell_tome,base_game,Alteration,Skyrim,,,Random spell tome loot,Generic apprentice spell tome random loot source from boss chests and safes.,Random/container source; reliability and ownership not route-ready,Character level 11+ for apprentice random spell tome loot; route should prefer deterministic sources unless later validated.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Generic random loot source from UESP spell tome location rules; not a deterministic route choice.
BOOKLOC-000509,OBJ-000915,Spell Tome: Stoneflesh,spell_tome,base_game,Alteration,Skyrim,,The Reach,Understone Keep,"Purchase from Calcelmo in Markarth. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",provisional_objective_representative,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000510,OBJ-000915,Spell Tome: Stoneflesh,spell_tome,base_game,Alteration,Skyrim,,Hjaalmarch,Morthal,"Purchase from Falion in Morthal. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000511,OBJ-000915,Spell Tome: Stoneflesh,spell_tome,base_game,Alteration,Skyrim,,Whiterun Hold,Dragonsreach,"Purchase from Farengar Secret-Fire in Whiterun. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000512,OBJ-000915,Spell Tome: Stoneflesh,spell_tome,base_game,Alteration,Skyrim,,The Pale,The White Hall,"Purchase from Madena in Dawnstar. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000513,OBJ-000915,Spell Tome: Stoneflesh,spell_tome,base_game,Alteration,Skyrim,,Haafingar,Blue Palace,"Purchase from Sybille Stentor in Solitude. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000514,OBJ-000915,Spell Tome: Stoneflesh,spell_tome,base_game,Alteration,Skyrim,,Winterhold,College of Winterhold,"Purchase from Tolfdir at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000515,OBJ-000915,Spell Tome: Stoneflesh,spell_tome,base_game,Alteration,Skyrim,,Eastmarch,Palace of the Kings,"Purchase from Wuunferth the Unliving in Windhelm. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000516,OBJ-000915,Spell Tome: Stoneflesh,spell_tome,base_game,Alteration,Skyrim,,The Rift,Mistveil Keep,"Purchase from Wylandriah in Riften. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000517,OBJ-000915,Spell Tome: Stoneflesh,spell_tome,base_game,Alteration,Skyrim,,,Random spell tome loot,Generic apprentice spell tome random loot source from boss chests and safes.,Random/container source; reliability and ownership not route-ready,Character level 11+ for apprentice random spell tome loot; route should prefer deterministic sources unless later validated.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Generic random loot source from UESP spell tome location rules; not a deterministic route choice.
BOOKLOC-000518,OBJ-000916,Spell Tome: Ash Shell,spell_tome,dragonborn,Alteration,Solstheim,,,Tel Mithryn,Purchase from Talvas Fathryon at Tel Mithryn. Source note: Can be purchased from Talvas Fathryon after completing the quest From the Ashes.,"Merchant transaction; price, stock, and barter setup need route validation",Can be purchased from Talvas Fathryon after completing the quest From the Ashes | Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",provisional_objective_representative,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000519,OBJ-000917,Spell Tome: Detect Life,spell_tome,base_game,Alteration,Skyrim,,Winterhold,College of Winterhold,"Purchase from Tolfdir at the College of Winterhold. Source note: Can be purchased from: Tolfdir, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Adept vendor stock generally requires school skill 40 and inventory reset; validate per merchant later.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",provisional_objective_representative,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000520,OBJ-000917,Spell Tome: Detect Life,spell_tome,base_game,Alteration,Skyrim,,The Rift,Mistveil Keep,"Purchase from Wylandriah in Riften. Source note: Can be purchased from: Tolfdir, Wylandriah.","Merchant transaction; price, stock, and barter setup need route validation",Adept vendor stock generally requires school skill 40 and inventory reset; validate per merchant later.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000521,OBJ-000917,Spell Tome: Detect Life,spell_tome,base_game,Alteration,Skyrim,,,Infiltration,Reward for quest Infiltration.,,Reward for quest Infiltration,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000522,OBJ-000917,Spell Tome: Detect Life,spell_tome,base_game,Alteration,Skyrim,,,Random spell tome loot,Generic adept spell tome random loot source from boss chests and safes.,Random/container source; reliability and ownership not route-ready,Character level 23+ for adept random spell tome loot; route should prefer deterministic sources unless later validated.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Generic random loot source from UESP spell tome location rules; not a deterministic route choice.
