book_location_id,objective_id,book_title,book_category,source_content,skill_or_school,worldspace,region,hold,location,location_detail,ownership_or_crime_notes,quest_or_state_dependency,cell_entry_lock_risk,missability,bug_risk,survival_mode_relevance,route_candidate_status,citations,notes
BOOKLOC-000011,OBJ-000820,De Rerum Dirennis,skill_book,dawnguard,Alchemy,Skyrim,,,Valerica's Study,"Valerica's Study (Dawnguard) (Castle Volkihar), on a bookshelf north of the portal with alchemy ingredients",,Add-on or AE content access required for this copy,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000012,OBJ-000820,De Rerum Dirennis,skill_book,base_game,Alchemy,Skyrim,,,On the body of a dead alchemist at Clearpine Pond (respawn infinitely),On the body of a dead alchemist at Clearpine Pond (respawn infinitely),Carried/body source; loot access needs route validation,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000013,OBJ-000821,Herbalist's Guide to Skyrim,skill_book,base_game,Alchemy,Skyrim,,Whiterun Hold,Arcadia's Cauldron,Arcadia's Cauldron (Whiterun),,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",provisional_objective_representative,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000014,OBJ-000821,Herbalist's Guide to Skyrim,skill_book,base_game,Alchemy,Skyrim,,The Rift,Boulderfall Cave,Boulderfall Cave (The Rift),,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000015,OBJ-000821,Herbalist's Guide to Skyrim,skill_book,base_game,Alchemy,Skyrim,,Winterhold,Journeyman's Nook,Journeyman's Nook (Winterhold),,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000016,OBJ-000821,Herbalist's Guide to Skyrim,skill_book,base_game,Alchemy,Skyrim,,The Reach,The Hag's Cure,"The Hag's Cure (Markarth), on the shelf under the counter",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000017,OBJ-000822,"Mannimarco, King of Worms",skill_book,base_game,Alchemy,Skyrim,,Falkreath Hold,Evergreen Grove,"Evergreen Grove (Falkreath Hold), on an altar",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",provisional_objective_representative,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000018,OBJ-000822,"Mannimarco, King of Worms",skill_book,base_game,Alchemy,Skyrim,,,470 ft S of Haafingar Stormcloak Camp,470 ft S of Haafingar Stormcloak Camp,,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000019,OBJ-000822,"Mannimarco, King of Worms",skill_book,base_game,Alchemy,Skyrim,,The Pale,Nightcaller Temple,"Nightcaller Temple (The Pale), in the Alchemy Lab room",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000020,OBJ-000822,"Mannimarco, King of Worms",skill_book,base_game,Alchemy,Skyrim,,,750 ft ESE of Winterhold,"750 ft ESE of Winterhold, next to the corpse of Rundi",Carried/body source; loot access needs route validation,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000021,OBJ-000822,"Mannimarco, King of Worms",skill_book,base_game,Alchemy,Skyrim,,,ESE of Winterhold,"ESE of Winterhold, in an Apothecary's Satchel next to two skeletons (respawn infinitely)",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000022,OBJ-000823,Song of the Alchemists,skill_book,base_game,Alchemy,Skyrim,,Falkreath Hold,Anise's Cabin,"Anise's Cabin (Falkreath Hold), on a table at the foot of the bed",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",provisional_objective_representative,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000023,OBJ-000823,Song of the Alchemists,skill_book,base_game,Alchemy,Skyrim,,,Bards College on the library counter,Bards College on the library counter (after accepting Lami's request in Rare Gifts),,Quest/state dependency possible; validate before route placement,unknown,possible,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000024,OBJ-000823,Song of the Alchemists,skill_book,dragonborn,Alchemy,Skyrim,,,Apocrypha,"Apocrypha (Dragonborn), Waking Dreams, Chapter III",,Add-on or AE content access required for this copy,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000025,OBJ-000823,Song of the Alchemists,skill_book,base_game,Alchemy,Skyrim,,,Goldenhills Plantation,"Goldenhills Plantation, on the bookshelf in Jonquil's secret lab",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000026,OBJ-000824,Breathing Water,skill_book,base_game,Alteration,Skyrim,,Falkreath Hold,Ilinalta's Deep,"Ilinalta's Deep (Falkreath Hold), underwater room, next to a submerged chest",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",provisional_objective_representative,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000027,OBJ-000824,Breathing Water,skill_book,base_game,Alteration,Skyrim,,Winterhold,Kraldar's House,"Kraldar's House (Winterhold), in a basket on the bookshelf next to the fireplace",Interior ownership/theft status needs validation,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000028,OBJ-000824,Breathing Water,skill_book,base_game,Alteration,Skyrim,,Eastmarch,Snapleg Cave,"Snapleg Cave (Eastmarch), in one of the tents, sitting on a barrel",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000029,OBJ-000824,Breathing Water,skill_book,base_game,Alteration,Skyrim,,Eastmarch,600 ft SSE of Steamcrag Camp,"600 ft SSE of Steamcrag Camp (Eastmarch), at the unmarked Shrine of Akatosh",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000030,OBJ-000824,Breathing Water,skill_book,base_game,Alteration,Skyrim,,Winterhold,460 ft NNE of Ysgramor's Tomb,"460 ft NNE of Ysgramor's Tomb (Winterhold), on a barrel near Ilas-Tei's corpse",Carried/body source; loot access needs route validation,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000031,OBJ-000824,Breathing Water,skill_book,dragonborn,Alteration,Skyrim,,,Apocrypha,"Apocrypha (Dragonborn), The Hidden Twilight, Chapter V",,Add-on or AE content access required for this copy,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000032,OBJ-000825,Daughter of the Niben,skill_book,base_game,Alteration,Skyrim,,Eastmarch,Brandy-Mug Farm,"Brandy-Mug Farm (Eastmarch), on top of the fireplace",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",provisional_objective_representative,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000033,OBJ-000825,Daughter of the Niben,skill_book,base_game,Alteration,Skyrim,,Falkreath Hold,390 ft E of Haemar's Shame by a Quicksilver vein,390 ft E of Haemar's Shame (Falkreath Hold) by a Quicksilver vein,,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000034,OBJ-000825,Daughter of the Niben,skill_book,base_game,Alteration,Skyrim,,,530 ft NE of Pale Imperial Camp,"530 ft NE of Pale Imperial Camp, under an overturned skiff",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000035,OBJ-000825,Daughter of the Niben,skill_book,base_game,Alteration,Skyrim,,The Reach,Understone Keep,"Understone Keep (Markarth), on a table near the throne",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000036,OBJ-000825,Daughter of the Niben,skill_book,base_game,Alteration,Skyrim,,,Urag gro-Shub,"Urag gro-Shub (College of Winterhold), Hitting the Books quest reward",,Quest/state dependency possible; validate before route placement,unknown,possible,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000037,OBJ-000826,Reality & Other Falsehoods,skill_book,base_game,Alteration,Skyrim,,The Reach,Bthardamz Arcanex,Bthardamz Arcanex (The Reach) carried by Orchendor (only as part of quest The Only Cure),Carried/body source; loot access needs route validation,Only as part of quest The Only Cure,unknown,possible,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",provisional_objective_representative,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000038,OBJ-000826,Reality & Other Falsehoods,skill_book,base_game,Alteration,Skyrim,,The Rift,Marise Aravel's House,"Marise Aravel's House (Riften), in a basket on the top shelf of a bookcase",Interior ownership/theft status needs validation,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000039,OBJ-000826,Reality & Other Falsehoods,skill_book,base_game,Alteration,Skyrim,,The Rift,Snow-Shod Farm,"Snow-Shod Farm (The Rift), basement",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000040,OBJ-000826,Reality & Other Falsehoods,skill_book,base_game,Alteration,Skyrim,,,Solitude Sewers,"Solitude Sewers, next to Thoron's cot (accessable after starting Restoring Order)",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000041,OBJ-000826,Reality & Other Falsehoods,skill_book,base_game,Alteration,Skyrim,,,320 ft WSW of Sundered Towers,320 ft WSW of Sundered Towers,,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000042,OBJ-000826,Reality & Other Falsehoods,skill_book,base_game,Alteration,Skyrim,,Winterhold,Yngvild Throne Room,"Yngvild Throne Room (Winterhold), next to the throne",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000043,OBJ-000827,Sithis,skill_book,base_game,Alteration,Skyrim,,,Cradle Stone Tower,Cradle Stone Tower,,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",provisional_objective_representative,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000044,OBJ-000827,Sithis,skill_book,base_game,Alteration,Skyrim,,Falkreath Hold,Dark Brotherhood Sanctuary,"Dark Brotherhood Sanctuary, (Falkreath Hold)",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000045,OBJ-000827,Sithis,skill_book,base_game,Alteration,Skyrim,,The Pale,Dawnstar Sanctuary,"Dawnstar Sanctuary, (The Pale)",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000046,OBJ-000827,Sithis,skill_book,base_game,Alteration,Skyrim,,The Reach,Nchuand-Zel,"Nchuand-Zel, (The Reach); central cavern, on a bench next to Krag's Corpse",Carried/body source; loot access needs route validation,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000047,OBJ-000827,Sithis,skill_book,base_game,Alteration,Skyrim,,,NNW of the Wreck Of The Brinehammer,"NNW of the Wreck Of The Brinehammer, in a locked chest underwater (respawn infinitely)",Locked access noted; key/lockpicking route needs validation,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000048,OBJ-000828,The Lunar Lorkhan,skill_book,base_game,Alteration,Skyrim,,Eastmarch,Cragwallow Slope,"Cragwallow Slope (Eastmarch), central chamber",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",provisional_objective_representative,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000049,OBJ-000828,The Lunar Lorkhan,skill_book,base_game,Alteration,Skyrim,,The Rift,Faldar's Tooth,"Faldar's Tooth (The Rift), on a shelf at the top of one of the outer towers",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000050,OBJ-000828,The Lunar Lorkhan,skill_book,base_game,Alteration,Skyrim,,Eastmarch,Mzulft Boilery,"Mzulft Boilery (Eastmarch), on a table next to a skeleton behind a locked door",Locked access noted; key/lockpicking route needs validation,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000051,OBJ-000828,The Lunar Lorkhan,skill_book,base_game,Alteration,Skyrim,,Falkreath Hold,440 ft SSE of Pinewatch,"440 ft SSE of Pinewatch (Falkreath Hold), inside a tent",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000052,OBJ-000828,The Lunar Lorkhan,skill_book,base_game,Alteration,Skyrim,,Haafingar,Solitude Lighthouse,"Solitude Lighthouse (Solitude), Mazoka's quarters",Interior ownership/theft status needs validation,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000053,OBJ-000829,Father Of The Niben,skill_book,base_game,Archery,Skyrim,,Falkreath Hold,Hunter's Rest,"Hunter's Rest (Falkreath Hold), between two bedrolls",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",provisional_objective_representative,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000054,OBJ-000829,Father Of The Niben,skill_book,base_game,Archery,Skyrim,,Eastmarch,460 ft SW of Kagrenzel,460 ft SW of Kagrenzel (Eastmarch),,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000055,OBJ-000829,Father Of The Niben,skill_book,base_game,Archery,Skyrim,,Falkreath Hold,190 ft NNE of Twilight Sepulcher,190 ft NNE of Twilight Sepulcher (Falkreath Hold),,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000056,OBJ-000829,Father Of The Niben,skill_book,base_game,Archery,Skyrim,,The Pale,Wreck Of The Brinehammer,"Wreck Of The Brinehammer (The Pale), lower cargo hold",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000057,OBJ-000829,Father Of The Niben,skill_book,base_game,Archery,Skyrim,,,Autumnshade Clearing,"Autumnshade Clearing, on the corpse of a hunter (respawn infinitely)",Carried/body source; loot access needs route validation,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000058,OBJ-000830,"The Black Arrow, v2",skill_book,base_game,Archery,Skyrim,,Hjaalmarch,Brood Cavern,"Brood Cavern (Hjaalmarch), on the body of a dead hunter",Carried/body source; loot access needs route validation,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",provisional_objective_representative,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000059,OBJ-000830,"The Black Arrow, v2",skill_book,base_game,Archery,Skyrim,,Whiterun Hold,The Drunken Huntsman,"The Drunken Huntsman (Whiterun), under the counter",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000060,OBJ-000830,"The Black Arrow, v2",skill_book,base_game,Archery,Skyrim,,Falkreath Hold,Helgen Keep,"Helgen Keep (Falkreath Hold), on the counter in the torture chamber, where the torturer is encountered during Unbound",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000061,OBJ-000830,"The Black Arrow, v2",skill_book,base_game,Archery,Skyrim,,Hjaalmarch,Robber's Gorge,"Robber's Gorge (Hjaalmarch), on the table in the cabin at the top of the hill",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000062,OBJ-000830,"The Black Arrow, v2",skill_book,base_game,Archery,Skyrim,,Whiterun Hold,Valtheim Towers,"Valtheim Towers (Whiterun Hold), top of the north tower",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000063,OBJ-000831,The Gold Ribbon of Merit,skill_book,base_game,Archery,Skyrim,,Falkreath Hold,Angi's Camp,"Angi's Camp (Falkreath Hold), inside the shack, on the end table by the bed",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",provisional_objective_representative,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000064,OBJ-000831,The Gold Ribbon of Merit,skill_book,base_game,Archery,Skyrim,,,300 ft SE of Autumnshade Clearing,"300 ft SE of Autumnshade Clearing, in an unmarked hunter encampment, under a tent",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000065,OBJ-000831,The Gold Ribbon of Merit,skill_book,base_game,Archery,Skyrim,,Haafingar,Fletcher,"Fletcher (Solitude), on the low table immediately to your left upon entering",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000066,OBJ-000831,The Gold Ribbon of Merit,skill_book,base_game,Archery,Skyrim,,Haafingar,Fort Hraggstad,"Fort Hraggstad (Haafingar), over the table in the west room",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000067,OBJ-000831,The Gold Ribbon of Merit,skill_book,base_game,Archery,Skyrim,,,290 ft N of North Cold Rock Pass,"290 ft N of North Cold Rock Pass, in an unmarked hunter encampment, under the tent",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000068,OBJ-000831,The Gold Ribbon of Merit,skill_book,dragonborn,Archery,Skyrim,,,Apocrypha,"Apocrypha (Dragonborn), Untold Legends, Chapter IV",,Add-on or AE content access required for this copy,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000069,OBJ-000832,The Marksmanship Lesson,skill_book,base_game,Archery,Skyrim,,The Reach,Cliffside Retreat,"Cliffside Retreat (The Reach), on a table",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",provisional_objective_representative,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000070,OBJ-000832,The Marksmanship Lesson,skill_book,base_game,Archery,Skyrim,,The Pale,Dawnstar Sanctuary,"Dawnstar Sanctuary (Dawnstar), on the table with the map",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
BOOKLOC-000071,OBJ-000832,The Marksmanship Lesson,skill_book,base_game,Archery,Skyrim,,The Rift,Faldar's Tooth,"Faldar's Tooth (The Rift), kitchen area",,,unknown,unknown,unknown,"Travel, cold, carry, theft, and dungeon endurance implications deferred",source_listed_candidate,SN-000051-skill-books-and-reader.md,Source-listed skill book copy; final route copy selection pending.
