location_record_id,objective_id,location_name,location_category,source_content,worldspace,region,hold,source_page,source_id,uesp_categories,discoverable_status,clearable_status,delver_count_status,quest_or_state_dependency,cell_entry_lock_risk,missability,bug_risk,survival_mode_relevance,route_status,citations,notes
LOC-000011,OBJ-001968,Autumnwatch Tower,clearable_location,base_game,Skyrim,,The Rift,https://en.uesp.net/wiki/Skyrim:Autumnwatch_Tower,SRC-000264,Skyrim-Places | Skyrim-Places-Clearable | Skyrim-Places-Cooking Pots | Skyrim-Places-Discoverable | Skyrim-Places-Dragon Lairs | Skyrim-Places-Silver Veins | Skyrim-Places-Tanning Racks | Skyrim-Places-The Rift | Skyrim-Places-Word Walls,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000012,OBJ-001969,Avanchnzel,clearable_location,base_game,Skyrim,,The Rift,https://en.uesp.net/wiki/Skyrim:Avanchnzel,SRC-000264,Skyrim-Places | Skyrim-Places-Alchemy Labs | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Dwarven Automaton Sites | Skyrim-Places-Dwarven Ruins | Skyrim-Places-Iron Veins | Skyrim-Places-Safe | Skyrim-Places-The Rift,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000013,OBJ-001970,Bannermist Tower,clearable_location,base_game,Skyrim,,Falkreath Hold,https://en.uesp.net/wiki/Skyrim:Bannermist_Tower,SRC-000264,Skyrim-Places | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Falkreath Hold | Skyrim-Places-Nordic Towers | Skyrim-Places-Tanning Racks,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000014,OBJ-001971,Beast Stone,clearable_location,base_game,Solstheim,Solstheim,,https://en.uesp.net/wiki/Skyrim:Beast_Stone,SRC-000264,Skyrim-Places | Skyrim-Places-All-Maker Stones | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Solstheim,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000015,OBJ-001972,Benkongerike,clearable_location,dragonborn,Solstheim,Solstheim,,https://en.uesp.net/wiki/Skyrim:Benkongerike,SRC-000264,Skyrim-Dragonborn-Places-Ice Caves | Skyrim-Dragonborn-Places-Riekling Camps | Skyrim-Places | Skyrim-Places-Caves | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Silver Veins | Skyrim-Places-Solstheim | Skyrim-Places-Stalhrim Deposits | Skyrim-Places-Word Walls,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000016,OBJ-001973,Bilegulch Mine,clearable_location,base_game,Skyrim,,Falkreath Hold,https://en.uesp.net/wiki/Skyrim:Bilegulch_Mine,SRC-000264,Skyrim-Places | Skyrim-Places-Bandit Camps | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Falkreath Hold | Skyrim-Places-Forges | Skyrim-Places-Mines | Skyrim-Places-Orichalcum Veins | Skyrim-Places-Smelters | Skyrim-Places-Stone Quarries | Skyrim-Places-Workbenches,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000017,OBJ-001974,Bleak Falls Barrow,clearable_location,base_game,Skyrim,,Falkreath Hold,https://en.uesp.net/wiki/Skyrim:Bleak_Falls_Barrow_(place),SRC-000264,Skyrim-Places | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Draugr Crypts | Skyrim-Places-Falkreath Hold | Skyrim-Places-Iron Veins | Skyrim-Places-Nordic Ruins | Skyrim-Places-Word Walls,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000018,OBJ-001975,Bleakcoast Cave,clearable_location,base_game,Skyrim,,Winterhold,https://en.uesp.net/wiki/Skyrim:Bleakcoast_Cave,SRC-000264,Skyrim-Places | Skyrim-Places-Animal Dens | Skyrim-Places-Caves | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Ice Caves | Skyrim-Places-Iron Veins | Skyrim-Places-Winterhold (region),source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000019,OBJ-001976,Bleakwind Basin,clearable_location,base_game,Skyrim,,Whiterun Hold,https://en.uesp.net/wiki/Skyrim:Bleakwind_Basin,SRC-000264,Skyrim-Places | Skyrim-Places-Clay Deposits | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Giant Camps | Skyrim-Places-Whiterun Hold,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000020,OBJ-001977,Bleakwind Bluff,clearable_location,base_game,Skyrim,,The Reach,https://en.uesp.net/wiki/Skyrim:Bleakwind_Bluff,SRC-000264,Skyrim-Places | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Hagraven Nests | Skyrim-Places-Nordic Towers | Skyrim-Places-The Reach,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000021,OBJ-001978,Blind Cliff Cave,clearable_location,base_game,Skyrim,,The Reach,https://en.uesp.net/wiki/Skyrim:Blind_Cliff_Cave,SRC-000264,Skyrim-Places | Skyrim-Places-Alchemy Labs | Skyrim-Places-Caves | Skyrim-Places-Clearable | Skyrim-Places-Cooking Pots | Skyrim-Places-Discoverable | Skyrim-Places-Hagraven Nests | Skyrim-Places-Iron Veins | Skyrim-Places-Nordic Ruins | Skyrim-Places-Quicksilver Veins | Skyrim-Places-Safe | Skyrim-Places-The Reach,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000022,OBJ-001979,Blizzard Rest,clearable_location,base_game,Skyrim,,The Pale,https://en.uesp.net/wiki/Skyrim:Blizzard_Rest,SRC-000264,Skyrim-Places | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Giant Camps | Skyrim-Places-The Pale,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000023,OBJ-001980,Bloated Man's Grotto,clearable_location,base_game,Skyrim,,Falkreath Hold,https://en.uesp.net/wiki/Skyrim:Bloated_Man's_Grotto,SRC-000264,Skyrim-Places | Skyrim-Places-Caves | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Falkreath Hold | Skyrim-Places-Gold Veins | Skyrim-Places-Werewolf Lairs,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000024,OBJ-001981,Bloodlet Throne,clearable_location,base_game,Skyrim,,Falkreath Hold,https://en.uesp.net/wiki/Skyrim:Bloodlet_Throne,SRC-000264,Skyrim-Places | Skyrim-Places-Alchemy Labs | Skyrim-Places-Arcane Enchanters | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Falkreath Hold | Skyrim-Places-Iron Veins | Skyrim-Places-Military Forts | Skyrim-Places-Quicksilver Veins | Skyrim-Places-Silver Veins | Skyrim-Places-Vampire Lairs,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000025,OBJ-001982,Bloodskal Barrow,clearable_location,dragonborn,Skyrim,,,https://en.uesp.net/wiki/Skyrim:Bloodskal_Barrow,SRC-000264,Skyrim-Dragonborn-Places-Nordic Ruins | Skyrim-Dragonborn-Places-Reaver Camps | Skyrim-Places | Skyrim-Places-Alchemy Labs | Skyrim-Places-Clearable,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md | SN-000078-discoverable-non-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation. TB-008B discoverable category membership confirmed."
LOC-000026,OBJ-001983,Bonechill Passage,clearable_location,base_game,Skyrim,,Falkreath Hold,https://en.uesp.net/wiki/Skyrim:Bonechill_Passage,SRC-000264,Skyrim-Places | Skyrim-Places-Animal Dens | Skyrim-Places-Caves | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Falkreath Hold | Skyrim-Places-Ice Caves | Skyrim-Places-Silver Veins,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000027,OBJ-001984,Bonestrewn Crest,clearable_location,base_game,Skyrim,,Eastmarch,https://en.uesp.net/wiki/Skyrim:Bonestrewn_Crest,SRC-000264,Skyrim-Places | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Dragon Lairs | Skyrim-Places-Eastmarch | Skyrim-Places-Iron Veins | Skyrim-Places-Orichalcum Veins | Skyrim-Places-Word Walls,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000028,OBJ-001985,Boulderfall Cave,clearable_location,base_game,Skyrim,,The Rift,https://en.uesp.net/wiki/Skyrim:Boulderfall_Cave,SRC-000264,Skyrim-Places | Skyrim-Places-Alchemy Labs | Skyrim-Places-Caves | Skyrim-Places-Clearable | Skyrim-Places-Corundum Veins | Skyrim-Places-Discoverable | Skyrim-Places-The Rift | Skyrim-Places-Warlock Lairs,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000029,OBJ-001986,Bristleback Cave,clearable_location,dragonborn,Solstheim,Solstheim,,https://en.uesp.net/wiki/Skyrim:Bristleback_Cave,SRC-000264,Skyrim-Dragonborn-Places-Ice Caves | Skyrim-Dragonborn-Places-Riekling Camps | Skyrim-Places | Skyrim-Places-Caves | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Solstheim,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000030,OBJ-001987,Brittleshin Pass,clearable_location,base_game,Skyrim,,Falkreath Hold,https://en.uesp.net/wiki/Skyrim:Brittleshin_Pass,SRC-000264,Skyrim-Places | Skyrim-Places-Arcane Enchanters | Skyrim-Places-Caves | Skyrim-Places-Clearable | Skyrim-Places-Corundum Veins | Skyrim-Places-Falkreath Hold | Skyrim-Places-Iron Veins | Skyrim-Places-Warlock Lairs | Skyrim-Places-Whiterun Hold,source_lists_not_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md | SN-000079-location-marker-gap-reconciliation.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation. TB-008C records duplicate marker coverage through North/South Brittleshin Pass; this row remains the primary clearable completion unit."
LOC-000031,OBJ-001988,Brodir Grove,clearable_location,dragonborn,Solstheim,Solstheim,,https://en.uesp.net/wiki/Skyrim:Brodir_Grove,SRC-000264,Skyrim-Dragonborn-Places-Reaver Camps | Skyrim-Places | Skyrim-Places-Clearable | Skyrim-Places-Cooking Pots | Skyrim-Places-Discoverable | Skyrim-Places-Grindstones | Skyrim-Places-Heart Stone Deposits | Skyrim-Places-Landmarks | Skyrim-Places-Solstheim,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000032,OBJ-001989,Broken Fang Cave,clearable_location,base_game,Skyrim,,Whiterun Hold,https://en.uesp.net/wiki/Skyrim:Broken_Fang_Cave,SRC-000264,Skyrim-Places | Skyrim-Places-Alchemy Labs | Skyrim-Places-Arcane Enchanters | Skyrim-Places-Caves | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Iron Veins | Skyrim-Places-Military Forts | Skyrim-Places-Vampire Lairs | Skyrim-Places-Whiterun Hold,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000033,OBJ-001990,Broken Helm Hollow,clearable_location,base_game,Skyrim,,The Rift,https://en.uesp.net/wiki/Skyrim:Broken_Helm_Hollow,SRC-000264,Skyrim-Places | Skyrim-Places-Bandit Camps | Skyrim-Places-Caves | Skyrim-Places-Clearable | Skyrim-Places-Cooking Pots | Skyrim-Places-Corundum Veins | Skyrim-Places-Discoverable | Skyrim-Places-Tanning Racks | Skyrim-Places-The Rift,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000034,OBJ-001991,Broken Limb Camp,clearable_location,base_game,Skyrim,,Eastmarch,https://en.uesp.net/wiki/Skyrim:Broken_Limb_Camp,SRC-000264,Skyrim-Places | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Eastmarch | Skyrim-Places-Giant Camps,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
