row_kind,record_id,name,objective_id,category,subcategory,route_placement,checklist_id,checklist_tab,mapping_type,exact_internal_coverage_rows,mapped_internal_coverage_rows,internal_coverage_statuses,internal_completion_statuses,internal_guide_locations,internal_guide_cues,guide_name_match,target_treatment,assignment_treatment,counter_treatment,boundary_treatment,fishing_treatment,work_action_treatment,trophy_treatment,no_reroll_treatment,hold_or_stage_treatment,route_resolution_treatment,exclusion_treatment,branch_treatment,audit_status,recommended_action,notes
radiant_counter_objective,OBJ-000134,The Numbers Job,OBJ-000134,radiant,thieves_guild_job_type,main_route,,,,2,0,ledger_type_listed_zero_jobs | placed_in_guide,complete | staged_for_post_nightingale_city_job_blocks,"Goldenglow Honningbrew Solitude And Snow Veil | Whispers, Solitude Jobs, And The Wedding Assassination",Job type - Numbers uncompleted | [CHECKLIST: Thieves Job Type - Numbers Job completed],Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000135,The Fishing Job,OBJ-000135,radiant,thieves_guild_job_type,main_route,,,,3,0,ledger_type_listed_zero_jobs | not_routed_here | placed_in_guide,complete | staged_for_late_thieves_job_type_coverage | staged_for_post_nightingale_city_job_blocks,"Goldenglow Honningbrew Solitude And Snow Veil | Guild Restoration And Amulet Of Articulation | Whispers, Solitude Jobs, And The Wedding Assassination",Fishing Job completed during Markarth restoration | Fishing Job later | Job type - Fishing uncompleted,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000136,The Bedlam Job,OBJ-000136,radiant,thieves_guild_job_type,main_route,,,,3,0,ledger_type_listed_zero_jobs | not_routed_here | placed_in_guide,complete | staged_for_late_thieves_job_type_coverage | staged_for_post_nightingale_city_job_blocks,"Goldenglow Honningbrew Solitude And Snow Veil | Guild Restoration And Amulet Of Articulation | Whispers, Solitude Jobs, And The Wedding Assassination",Bedlam Job completed during Markarth restoration | Bedlam Job later | Job type - Bedlam uncompleted,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000137,The Burglary Job,OBJ-000137,radiant,thieves_guild_job_type,main_route,,,,2,0,ledger_type_listed_zero_jobs | placed_in_guide,complete | staged_for_post_nightingale_city_job_blocks,"Goldenglow Honningbrew Solitude And Snow Veil | Whispers, Solitude Jobs, And The Wedding Assassination",Job type - Burglary uncompleted | [CHECKLIST: Thieves Job Type - Burglary Job completed],Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000138,The Shill Job,OBJ-000138,radiant,thieves_guild_job_type,main_route,,,,2,0,ledger_type_listed_zero_jobs | placed_in_guide,complete | staged_for_post_nightingale_city_job_blocks,"Goldenglow Honningbrew Solitude And Snow Veil | Whispers, Solitude Jobs, And The Wedding Assassination",Job type - Shill uncompleted | [CHECKLIST: Thieves Job Type - Shill Job completed],Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000139,The Sweep Job,OBJ-000139,radiant,thieves_guild_job_type,main_route,,,,2,0,ledger_type_listed_zero_jobs | placed_in_guide,complete | staged_for_post_nightingale_city_job_blocks,"Goldenglow Honningbrew Solitude And Snow Veil | Whispers, Solitude Jobs, And The Wedding Assassination",Job type - Sweep uncompleted | [CHECKLIST: Thieves Job Type - Sweep Job completed],Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000140,The Heist Job,OBJ-000140,radiant,thieves_guild_job_type,main_route,,,,2,0,ledger_type_listed_zero_jobs | placed_in_guide,complete | staged_for_post_nightingale_city_job_blocks,"Goldenglow Honningbrew Solitude And Snow Veil | Whispers, Solitude Jobs, And The Wedding Assassination",Job type - Heist uncompleted | [CHECKLIST: Thieves Job Type - Heist Job completed],Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000161,Honor Thy Family,OBJ-000161,radiant,dark_brotherhood_radiant,excluded,,,,1,0,explicit_exclusion_reaffirmed,excluded,Internal exclusion coverage,Excluded from intentional route,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,N,radiant_counter_objective_excluded,none,
radiant_counter_objective,OBJ-000162,The Dark Brotherhood Forever,OBJ-000162,radiant,dark_brotherhood_radiant,main_route,,,,1,0,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",[CHECKLIST: Radiant - The Dark Brotherhood Forever representative completed],Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000181,Daedric Artifact Trophy Set,OBJ-000181,trophy,daedric_artifact_trophy,main_route,,,,5,0,completed_in_guide | counter_advanced | counter_started | tb044_closed,complete | in_progress,Blades Research Blackreach And The Fallen | Hircine And Bloated Man's Grotto | Markarth Prison Daedric Rites And Reach Redoubts | Peryite's Shrine And Bthardamz,Oblivion Walker 15 of 15 verified at Oghma | Oblivion Walker progress 4 of 15 | Oblivion Walker progress 7 of 15 | Resolved by TB-044 final artifact counter closeout | Trophy - Daedric Influence; Oblivion Walker 1 of 15,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000219,Sideways Trophy Set,OBJ-000219,trophy,side_quest_trophy,main_route,,,,14,0,counter_advanced | counter_extra_if_needed | counter_started | needs_route_resolution_added,NEEDS ROUTE RESOLUTION | already_secured_or_in_progress | in_progress | in_progress_or_already_complete,"Bards College Lost Library And Instrument Roads | Blades Research Blackreach And The Fallen | Bleak Falls Barrow And First Dragon | Cicero Aventus And The Sanctuary Door | Dawnstar, Pale Blade, And Heljarchen | Gauldur Legend Finale | ... (13 total)",A Return To Your Roots added to Sideways tracking if still open | A Scroll For Anska and The Pale Lady added to Sideways if still open | Forbidden Legend added to Sideways tracking if still open | NEEDS ROUTE RESOLUTION: OBJ-000219 Sideways Trophy Set | Repairing the Phial added to Sideways tracking if still open | Sideways counter 1 of 10 | ... (14 total),Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-000220,Hero of the People Trophy Set,OBJ-000220,trophy,misc_objective_trophy,main_route,,,,19,0,counter_advanced | counter_advanced_conditionally | counter_started | needs_route_resolution_added,NEEDS ROUTE RESOLUTION | in_progress,"Dawnstar, Pale Blade, And Heljarchen | Falkreath Land Lakeview Foundation And Glenmoril Coven | First Day In Whiterun | First Riften Visit And Guild Doorway | Goldenglow Honningbrew Solitude And Snow Veil | Goldenhills Farm And Rorikstead | ... (19 total)",Hero of the People 11 of 50 or 12 of 50 if Amren completed | Hero of the People 12 of 50 or 13 of 50 if Amren completed | Hero of the People Rift count plus eleven or twelve | Hero of the People Riften count plus five | Hero of the People Solitude count plus six | Hero of the People conditional Falkreath count 13-15 of 50 | ... (19 total),Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-000317,The Words of Power,OBJ-000317,radiant,word_wall_radiant,appendix,,,,2,0,not_started_here | preserved_on_main,main_continuity_preserved | staged_for_all_word_wall_route,Main Quest Staging Before Sky Haven | Paarthurnax And Blades Branch,Arngeir word-wall guidance preserved after reload | The Words of Power later,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-000332,Bounty: Bandit Boss,OBJ-000332,radiant,bounty_quest_type,main_route,,,,1,0,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,NEEDS ROUTE RESOLUTION: OBJ-000332 Bounty: Bandit Boss,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-000333,Bounty: Dragon,OBJ-000333,radiant,bounty_quest_type,main_route,,,,1,0,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,NEEDS ROUTE RESOLUTION: OBJ-000333 Bounty: Dragon,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-000334,Bounty: Forsworn,OBJ-000334,radiant,bounty_quest_type,main_route,,,,1,0,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,NEEDS ROUTE RESOLUTION: OBJ-000334 Bounty: Forsworn,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-000335,Bounty: Giant,OBJ-000335,radiant,bounty_quest_type,main_route,,,,1,0,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,NEEDS ROUTE RESOLUTION: OBJ-000335 Bounty: Giant,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-000365,Ancient Technology,OBJ-000365,radiant,dawnguard_faction_finite,main_route,,,,1,0,placed_in_guide,complete,Fort Dawnguard Recruits Prophet And Lost Relics,Ancient Technology six schematics,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000367,Cleansing Light,OBJ-000367,radiant,dawnguard_faction_radiant,main_route,,,,1,0,placed_in_guide,complete_representative,Fort Dawnguard Recruits Prophet And Lost Relics,Cleansing Light representative completed,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000368,Hide and Seek,OBJ-000368,radiant,dawnguard_faction_radiant,main_route,,,,1,0,placed_in_guide,complete_representative,Fort Dawnguard Recruits Prophet And Lost Relics,Hide and Seek representative completed,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000369,Hunting the Monster,OBJ-000369,radiant,dawnguard_faction_radiant,main_route,,,,1,0,placed_in_guide,complete_representative,Fort Dawnguard Recruits Prophet And Lost Relics,Hunting the Monster representative completed,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000370,A Jarl's Justice,OBJ-000370,radiant,dawnguard_faction_radiant,main_route,,,,1,0,placed_in_guide,complete_representative,Fort Dawnguard Recruits Prophet And Lost Relics,A Jarls Justice representative completed,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000371,Lost Relic,OBJ-000371,radiant,dawnguard_faction_finite,main_route,,,,1,0,placed_in_guide,complete_all_three_versions,Fort Dawnguard Recruits Prophet And Lost Relics,Lost Relic all three artifacts,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000372,Preemptive Strike,OBJ-000372,radiant,dawnguard_faction_radiant,main_route,,,,1,0,placed_in_guide,complete_representative,Fort Dawnguard Recruits Prophet And Lost Relics,Preemptive Strike representative completed,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000373,Rescue,OBJ-000373,radiant,dawnguard_faction_radiant,main_route,,,,1,0,placed_in_guide,complete_representative,Fort Dawnguard Recruits Prophet And Lost Relics,Rescue representative completed,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000374,Amulets of Night Power,OBJ-000374,radiant,volkihar_branch_radiant,branch_route,,,,1,0,placed_in_branch_guide,branch_complete_reloaded,Dawnguard Fork And Volkihar Branch,Amulets of Night Power completed,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000375,Ancient Power,OBJ-000375,radiant,volkihar_branch_radiant,branch_route,,,,1,0,placed_in_branch_guide,branch_complete_reloaded,Dawnguard Fork And Volkihar Branch,Ancient Power four turn-ins completed,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000376,Culling the Beast,OBJ-000376,radiant,volkihar_branch_radiant,branch_route,,,,1,0,placed_in_branch_guide,branch_complete_reloaded,Dawnguard Fork And Volkihar Branch,Culling the Beast representative completed,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000377,Deceiving the Herd,OBJ-000377,radiant,volkihar_branch_radiant,branch_route,,,,1,0,placed_in_branch_guide,branch_complete_reloaded,Dawnguard Fork And Volkihar Branch,Deceiving the Herd representative completed,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000378,Destroying the Dawnguard,OBJ-000378,radiant,volkihar_branch_other,branch_route,,,,2,0,placed_in_guide | staged_branch_continuation,branch_complete | staged_for_volkihar_finale_branch_continuation,Dawnguard Fork And Volkihar Branch | Volkihar Finale Branch Continuation,Destroying the Dawnguard completed on branch | Destroying the Dawnguard requires Volkihar-side Kindred Judgment,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000379,The Gift,OBJ-000379,quest,volkihar_branch_other,branch_route,,,,1,0,placed_in_branch_guide,branch_complete_reloaded,Dawnguard Fork And Volkihar Branch,The Gift completed with Ysolda,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000380,The Hunt,OBJ-000380,radiant,volkihar_branch_radiant,branch_route,,,,1,0,placed_in_branch_guide,branch_complete_reloaded,Dawnguard Fork And Volkihar Branch,The Hunt representative completed,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000381,New Allegiances,OBJ-000381,radiant,volkihar_branch_radiant,branch_route,,,,1,0,placed_in_branch_guide,branch_complete_reloaded,Dawnguard Fork And Volkihar Branch,New Allegiances one conversion completed,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000382,Protecting the Bloodline,OBJ-000382,radiant,volkihar_branch_radiant,branch_route,,,,1,0,placed_in_branch_guide,branch_complete_reloaded,Dawnguard Fork And Volkihar Branch,Protecting the Bloodline representative completed,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000383,Rings of Blood Magic,OBJ-000383,radiant,volkihar_branch_radiant,branch_route,,,,1,0,placed_in_branch_guide,branch_complete_reloaded,Dawnguard Fork And Volkihar Branch,Rings of Blood Magic completed,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,Y,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000403,Hearthfire Landowner Trophy Set,OBJ-000403,trophy,hearthfire_trophy,main_route,,,,1,0,duplicate_covered_by_existing_route,complete_or_conditional_complete,Falkreath/Morthal Hearthfire land route,Landowner trophy condition met by first Hearthfire plot,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,radiant_counter_objective_covered,none,
