row_kind,row_id,objective_id,checklist_id,display_name,checklist_entry,category,subcategory,checklist_tab,mapping_type,route_placement,source_content,support_table_rows,support_tables,support_names,guide_name_match,coverage_source,internal_coverage_row_count,learn_or_discover_treatment,craft_action_treatment,investment_treatment,skill_or_perk_treatment,storage_treatment,hold_or_stage_treatment,route_resolution_treatment,exclusion_treatment,branch_treatment,audit_status,coverage_statuses,completion_statuses,guide_locations,guide_cues,recommended_action,notes
progression_objective,OBJ-000704,OBJ-000704,,Adventurer's Backpack Equipment Set,,crafting_unlock,ae_equipment_crafting_set,,,main_route,ae_creation,0,,,Y,objective,1,N,Y,N,Y,N,Y,Y,Y,N,progression_objective_route_resolution_recorded,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,NEEDS ROUTE RESOLUTION: OBJ-000704 Adventurer's Backpack Equipment Set,none_existing_route_resolution,
progression_objective,OBJ-000705,OBJ-000705,,Camping Supplies Crafting System,,crafting_unlock,ae_survival_crafting_system,,,main_route,ae_creation,0,,,Y,objective,2,Y,Y,N,N,N,Y,N,N,N,progression_objective_covered,placed_in_guide | staged_for_later_craft,complete | staged_for_later_completion,"Dawnstar, Vaermina, And Cold-Weather Setup | MR-001",Camping Supplies crafted | [CHECKLIST: Survival - Camping Supplies crafted],none,
progression_objective,OBJ-000706,OBJ-000706,,"Arcane Archer Ammunition, Spell Tome, and Miscellaneous Item Set",,crafting_unlock,ae_ammunition_set,,,main_route,ae_creation,0,,,Y,objective,1,N,Y,N,Y,N,Y,Y,Y,N,progression_objective_route_resolution_recorded,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,"NEEDS ROUTE RESOLUTION: OBJ-000706 Arcane Archer Ammunition, Spell Tome, and Miscellaneous Item Set",none_existing_route_resolution,
progression_objective,OBJ-000707,OBJ-000707,,Expanded Crossbow Pack Weapon and Crafting Set,,crafting_unlock,ae_weapon_crafting_set,,,main_route,ae_creation,0,,,Y,objective,2,Y,Y,N,Y,N,Y,Y,N,N,progression_objective_route_resolution_recorded,audited_not_routed_here | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | staged_for_crossbow_crafting_equipment_pass,Final Reconciliation route-resolution list | Potema Shield Of Solitude And Bone Wolf,Expanded Crossbow Pack later | Expanded Crossbow Pack member route unresolved,none_existing_route_resolution,
progression_objective,OBJ-000708,OBJ-000708,,Elite Crossbows Weapon and Crafting Set,,crafting_unlock,ae_weapon_crafting_set,,,main_route,ae_creation,0,,,Y,objective,2,N,Y,N,N,N,Y,Y,N,N,progression_objective_route_resolution_recorded,needs_route_resolution_reaffirmed | partially_placed_in_guide,NEEDS ROUTE RESOLUTION | progressed,Final Reconciliation route-resolution list | Haafingar Caves Volskygge And Night Hunter,Elite Crossbows enhanced-variant route unresolved | [CHECKLIST: Crafting Unlock - Elite Crossbows],none_existing_route_resolution,
progression_objective,OBJ-000709,OBJ-000709,,Nordic Jewelry Equipment and Crafting Set,,crafting_unlock,ae_equipment_crafting_set,,,main_route,ae_creation,0,,,Y,objective,3,N,Y,N,N,N,Y,N,N,Y,progression_objective_covered,held_for_later_crafting_route | routed_crafting_unlock | tb038r_delayed_task_closed,complete | complete_or_accounted_for | staged_for_later_crafting_route,"First Day In Whiterun | Solstheim Entry, Raven Rock Core, and Frostmoon Rings | TB-038R order and delayed-task repair register",Nordic Jewelry crafting set deferred | Nordic Jewelry crafting unlocked and one item crafted | TB-038R closeout: Nordic Jewelry Equipment and Crafting Set,none,
progression_objective,OBJ-000710,OBJ-000710,,Fearsome Fists Brawler Gauntlet Set,,crafting_unlock,ae_equipment_crafting_set,,,main_route,ae_creation,0,,,Y,objective,1,N,Y,N,Y,N,Y,Y,Y,N,progression_objective_route_resolution_recorded,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,NEEDS ROUTE RESOLUTION: OBJ-000710 Fearsome Fists Brawler Gauntlet Set,none_existing_route_resolution,
progression_objective,OBJ-000711,OBJ-000711,,Gallows Hall Necromancy Crafting Systems,,crafting_unlock,ae_home_crafting_system,,,main_route,ae_creation,1,practical-crafting-system-catalog.csv,Bone Forge,Y,objective,1,N,Y,N,N,N,Y,N,N,N,progression_objective_covered,placed_in_guide,partial,Windhelm Follow-Up And Eastmarch Roads,[CHECKLIST: Crafting System - Altar of the Revenant used]; [CHECKLIST: Crafting System - Bone Forge unlocked],none,
progression_objective,OBJ-000712,OBJ-000712,,Myrwatch Crafting Station Access,,crafting_unlock,ae_home_crafting_system,,,main_route,ae_creation,1,practical-crafting-system-catalog.csv,Staff Enchanting,Y,objective,1,N,Y,N,Y,N,Y,N,Y,N,progression_objective_covered,retrospectively_moved_earlier,complete,High Hrothgar Ustengrav Morthal And The Embassy,[CHECKLIST: Crafting System - Myrwatch staff enchanter and All Forge accessible],none,
progression_objective,OBJ-002425,OBJ-002425,,Reach All Skills 100,,skill_perk,all_skills_100,,,main_route,base_game,0,,,Y,objective,1,N,N,N,Y,Y,N,N,N,N,progression_objective_covered,final_skill_recovery_gate,complete_after_final_recovery,All-Perks Loop,Restore all 18 skills to 100,none,
progression_objective,OBJ-002426,OBJ-002426,,Alteration,,skill_perk,skill_100,,,main_route,base_game,1,skill-perk-catalog.csv,Alteration,Y,objective,1,N,N,N,Y,Y,Y,N,N,N,progression_objective_covered,final_skill_100_required,complete_after_final_skill_recovery,All-Perks Loop,Restore Alteration to 100,none,
progression_objective,OBJ-002427,OBJ-002427,,Conjuration,,skill_perk,skill_100,,,main_route,base_game,1,skill-perk-catalog.csv,Conjuration,Y,objective,1,N,N,N,Y,Y,Y,N,N,N,progression_objective_covered,final_skill_100_required,complete_after_final_skill_recovery,All-Perks Loop,Restore Conjuration to 100,none,
progression_objective,OBJ-002428,OBJ-002428,,Destruction,,skill_perk,skill_100,,,main_route,base_game,1,skill-perk-catalog.csv,Destruction,Y,objective,1,N,N,N,Y,Y,Y,N,N,N,progression_objective_covered,final_skill_100_required,complete_after_final_skill_recovery,All-Perks Loop,Restore Destruction to 100,none,
progression_objective,OBJ-002429,OBJ-002429,,Enchanting,,skill_perk,skill_100,,,main_route,base_game,2,practical-crafting-system-catalog.csv | skill-perk-catalog.csv,Enchanting,Y,objective,1,Y,Y,N,Y,Y,Y,N,N,N,progression_objective_covered,final_skill_100_required,complete_after_final_skill_recovery,All-Perks Loop,Restore Enchanting to 100,none,
progression_objective,OBJ-002430,OBJ-002430,,Illusion,,skill_perk,skill_100,,,main_route,base_game,1,skill-perk-catalog.csv,Illusion,Y,objective,1,N,N,N,Y,Y,Y,N,N,N,progression_objective_covered,final_skill_100_required,complete_after_final_skill_recovery,All-Perks Loop,Restore Illusion to 100,none,
progression_objective,OBJ-002431,OBJ-002431,,Restoration,,skill_perk,skill_100,,,main_route,base_game,1,skill-perk-catalog.csv,Restoration,Y,objective,1,N,N,N,Y,Y,Y,N,N,N,progression_objective_covered,final_skill_100_required,complete_after_final_skill_recovery,All-Perks Loop,Restore Restoration to 100,none,
progression_objective,OBJ-002432,OBJ-002432,,Archery,,skill_perk,skill_100,,,main_route,base_game,1,skill-perk-catalog.csv,Archery,Y,objective,1,N,N,N,Y,Y,Y,N,N,N,progression_objective_covered,final_skill_100_required,complete_after_final_skill_recovery,All-Perks Loop,Restore Archery to 100,none,
progression_objective,OBJ-002433,OBJ-002433,,Block,,skill_perk,skill_100,,,main_route,base_game,1,skill-perk-catalog.csv,Block,Y,objective,2,N,N,N,Y,Y,Y,N,N,N,progression_objective_covered,final_skill_100_required | trainer_access_staged,complete_after_final_skill_recovery | staged_for_training_plan,All-Perks Loop | Companions Entry,Njada Stonearm training later | Restore Block to 100,none,
progression_objective,OBJ-002434,OBJ-002434,,Heavy Armor,,skill_perk,skill_100,,,main_route,base_game,1,skill-perk-catalog.csv,Heavy Armor,Y,objective,2,N,N,N,Y,Y,Y,N,N,N,progression_objective_covered,final_skill_100_required | trainer_access_staged,complete_after_final_skill_recovery | staged_for_training_plan,All-Perks Loop | Companions Entry,Farkas training later | Restore Heavy Armor to 100,none,
progression_objective,OBJ-002435,OBJ-002435,,One-handed,,skill_perk,skill_100,,,main_route,base_game,1,skill-perk-catalog.csv,One-handed,Y,objective,2,N,N,N,Y,Y,Y,N,N,N,progression_objective_covered,final_skill_100_required | trainer_access_staged,complete_after_final_skill_recovery | staged_for_training_plan,All-Perks Loop | Companions Entry,Athis training later | Restore One-handed to 100,none,
progression_objective,OBJ-002436,OBJ-002436,,Smithing,,skill_perk,skill_100,,,main_route,base_game,4,practical-crafting-system-catalog.csv | skill-perk-catalog.csv,Smelting | Smithing | Tanning,Y,objective,2,N,Y,N,Y,Y,Y,N,N,N,progression_objective_covered,final_skill_100_required | trainer_service_staged,complete_after_final_skill_recovery | staged_for_training_and_skyforge_plan,All-Perks Loop | Companions Entry,Eorlund Gray-Mane service later | Restore Smithing to 100,none,
progression_objective,OBJ-002437,OBJ-002437,,Two-handed,,skill_perk,skill_100,,,main_route,base_game,1,skill-perk-catalog.csv,Two-handed,Y,objective,2,N,N,N,Y,Y,Y,N,N,N,progression_objective_covered,final_skill_100_required | trainer_access_staged,complete_after_final_skill_recovery | staged_for_training_plan,All-Perks Loop | Companions Entry,Restore Two-handed to 100 | Vilkas training later,none,
progression_objective,OBJ-002438,OBJ-002438,,Alchemy,,skill_perk,skill_100,,,main_route,base_game,2,practical-crafting-system-catalog.csv | skill-perk-catalog.csv,Alchemy,Y,objective,1,Y,N,N,Y,Y,Y,N,N,N,progression_objective_covered,final_skill_100_required,complete_after_final_skill_recovery,All-Perks Loop,Restore Alchemy to 100,none,
progression_objective,OBJ-002439,OBJ-002439,,Light Armor,,skill_perk,skill_100,,,main_route,base_game,1,skill-perk-catalog.csv,Light Armor,Y,objective,1,N,N,N,Y,Y,Y,N,N,N,progression_objective_covered,final_skill_100_required,complete_after_final_skill_recovery,All-Perks Loop,Restore Light Armor to 100,none,
progression_objective,OBJ-002440,OBJ-002440,,Lockpicking,,skill_perk,skill_100,,,main_route,base_game,1,skill-perk-catalog.csv,Lockpicking,Y,objective,1,N,N,N,Y,Y,Y,N,N,N,progression_objective_covered,final_skill_100_required,complete_after_final_skill_recovery,All-Perks Loop,Restore Lockpicking to 100,none,
progression_objective,OBJ-002441,OBJ-002441,,Pickpocket,,skill_perk,skill_100,,,main_route,base_game,1,skill-perk-catalog.csv,Pickpocket,Y,objective,1,N,N,N,Y,Y,Y,N,N,N,progression_objective_covered,final_skill_100_required,complete_after_final_skill_recovery,All-Perks Loop,Restore Pickpocket to 100,none,
progression_objective,OBJ-002442,OBJ-002442,,Sneak,,skill_perk,skill_100,,,main_route,base_game,1,skill-perk-catalog.csv,Sneak,Y,objective,1,N,N,N,Y,Y,Y,N,N,N,progression_objective_covered,final_skill_100_required,complete_after_final_skill_recovery,All-Perks Loop,Restore Sneak to 100,none,
progression_objective,OBJ-002443,OBJ-002443,,Speech,,skill_perk,skill_100,,,main_route,base_game,1,skill-perk-catalog.csv,Speech,Y,objective,1,N,N,N,Y,Y,Y,N,N,N,progression_objective_covered,final_skill_100_required,complete_after_final_skill_recovery,All-Perks Loop,Restore Speech to 100,none,
progression_objective,OBJ-002444,OBJ-002444,,Perks,,skill_perk,all_perks,,,main_route,base_game,0,,,Y,objective,1,N,N,N,Y,N,N,N,N,N,progression_objective_covered,all_perks_final_allocation,complete_after_251_ranks_assigned,All-Perks Loop,Assign all 251 normal skill perk ranks,none,
progression_objective,OBJ-002445,OBJ-002445,,Alteration,,skill_perk,perk_tree,,,main_route,base_game,15,perk-rank-catalog.csv | skill-perk-catalog.csv,Alteration,Y,objective,1,N,Y,N,Y,N,Y,N,N,N,progression_objective_covered,perk_tree_completed,complete_after_final_perk_allocation,All-Perks Loop,Assign all 14 Alteration perk ranks,none,
progression_objective,OBJ-002446,OBJ-002446,,Conjuration,,skill_perk,perk_tree,,,main_route,base_game,17,perk-rank-catalog.csv | skill-perk-catalog.csv,Conjuration,Y,objective,1,N,N,N,Y,N,Y,N,N,N,progression_objective_covered,perk_tree_completed,complete_after_final_perk_allocation,All-Perks Loop,Assign all 16 Conjuration perk ranks,none,
progression_objective,OBJ-002447,OBJ-002447,,Destruction,,skill_perk,perk_tree,,,main_route,base_game,18,perk-rank-catalog.csv | skill-perk-catalog.csv,Destruction,Y,objective,1,N,N,N,Y,N,Y,N,N,N,progression_objective_covered,perk_tree_completed,complete_after_final_perk_allocation,All-Perks Loop,Assign all 17 Destruction perk ranks,none,
progression_objective,OBJ-002448,OBJ-002448,,Enchanting,,skill_perk,perk_tree,,,main_route,base_game,15,perk-rank-catalog.csv | practical-crafting-system-catalog.csv | skill-perk-catalog.csv,Enchanting,Y,objective,1,Y,Y,N,Y,N,Y,N,N,N,progression_objective_covered,perk_tree_completed,complete_after_final_perk_allocation,All-Perks Loop,Assign all 13 Enchanting perk ranks,none,
progression_objective,OBJ-002449,OBJ-002449,,Illusion,,skill_perk,perk_tree,,,main_route,base_game,14,perk-rank-catalog.csv | skill-perk-catalog.csv,Illusion,Y,objective,1,N,N,N,Y,N,Y,N,N,N,progression_objective_covered,perk_tree_completed,complete_after_final_perk_allocation,All-Perks Loop,Assign all 13 Illusion perk ranks,none,
progression_objective,OBJ-002450,OBJ-002450,,Restoration,,skill_perk,perk_tree,,,main_route,base_game,14,perk-rank-catalog.csv | skill-perk-catalog.csv,Restoration,Y,objective,1,Y,N,N,Y,N,Y,N,N,N,progression_objective_covered,perk_tree_completed,complete_after_final_perk_allocation,All-Perks Loop,Assign all 13 Restoration perk ranks,none,
progression_objective,OBJ-002451,OBJ-002451,,Archery,,skill_perk,perk_tree,,,main_route,base_game,17,perk-rank-catalog.csv | skill-perk-catalog.csv,Archery,Y,objective,1,N,N,N,Y,N,Y,N,N,N,progression_objective_covered,perk_tree_completed,complete_after_final_perk_allocation,All-Perks Loop,Assign all 16 Archery perk ranks,none,
progression_objective,OBJ-002452,OBJ-002452,,Block,,skill_perk,perk_tree,,,main_route,base_game,14,perk-rank-catalog.csv | skill-perk-catalog.csv,Block,Y,objective,1,N,N,N,Y,N,Y,N,N,N,progression_objective_covered,perk_tree_completed,complete_after_final_perk_allocation,All-Perks Loop,Assign all 13 Block perk ranks,none,
progression_objective,OBJ-002453,OBJ-002453,,Heavy Armor,,skill_perk,perk_tree,,,main_route,base_game,13,perk-rank-catalog.csv | skill-perk-catalog.csv,Heavy Armor,Y,objective,1,N,N,N,Y,N,Y,N,N,N,progression_objective_covered,perk_tree_completed,complete_after_final_perk_allocation,All-Perks Loop,Assign all 12 Heavy Armor perk ranks,none,
progression_objective,OBJ-002454,OBJ-002454,,One-handed,,skill_perk,perk_tree,,,main_route,base_game,22,perk-rank-catalog.csv | skill-perk-catalog.csv,One-handed,Y,objective,1,N,Y,N,Y,N,Y,N,N,N,progression_objective_covered,perk_tree_completed,complete_after_final_perk_allocation,All-Perks Loop,Assign all 21 One-handed perk ranks,none,
progression_objective,OBJ-002455,OBJ-002455,,Smithing,,skill_perk,perk_tree,,,main_route,base_game,14,perk-rank-catalog.csv | practical-crafting-system-catalog.csv | skill-perk-catalog.csv,Smelting | Smithing | Tanning,Y,objective,1,N,Y,N,Y,N,Y,N,N,N,progression_objective_covered,perk_tree_completed,complete_after_final_perk_allocation,All-Perks Loop,Assign all 10 Smithing perk ranks,none,
progression_objective,OBJ-002456,OBJ-002456,,Two-handed,,skill_perk,perk_tree,,,main_route,base_game,20,perk-rank-catalog.csv | skill-perk-catalog.csv,Two-handed,Y,objective,1,Y,Y,N,Y,N,Y,N,N,N,progression_objective_covered,perk_tree_completed,complete_after_final_perk_allocation,All-Perks Loop,Assign all 19 Two-handed perk ranks,none,
progression_objective,OBJ-002457,OBJ-002457,,Alchemy,,skill_perk,perk_tree,,,main_route,base_game,17,perk-rank-catalog.csv | practical-crafting-system-catalog.csv | skill-perk-catalog.csv,Alchemy,Y,objective,1,Y,N,N,Y,N,Y,N,N,N,progression_objective_covered,perk_tree_completed,complete_after_final_perk_allocation,All-Perks Loop,Assign all 15 Alchemy perk ranks,none,
progression_objective,OBJ-002458,OBJ-002458,,Light Armor,,skill_perk,perk_tree,,,main_route,base_game,11,perk-rank-catalog.csv | skill-perk-catalog.csv,Light Armor,Y,objective,1,N,N,N,Y,N,Y,N,N,N,progression_objective_covered,perk_tree_completed,complete_after_final_perk_allocation,All-Perks Loop,Assign all 10 Light Armor perk ranks,none,
progression_objective,OBJ-002459,OBJ-002459,,Lockpicking,,skill_perk,perk_tree,,,main_route,base_game,12,perk-rank-catalog.csv | skill-perk-catalog.csv,Lockpicking,Y,objective,1,N,Y,N,Y,N,Y,N,N,N,progression_objective_covered,perk_tree_completed,complete_after_final_perk_allocation,All-Perks Loop,Assign all 11 Lockpicking perk ranks,none,
progression_objective,OBJ-002460,OBJ-002460,,Pickpocket,,skill_perk,perk_tree,,,main_route,base_game,13,perk-rank-catalog.csv | skill-perk-catalog.csv,Pickpocket,Y,objective,1,N,N,N,Y,N,Y,N,N,N,progression_objective_covered,perk_tree_completed,complete_after_final_perk_allocation,All-Perks Loop,Assign all 12 Pickpocket perk ranks,none,
progression_objective,OBJ-002461,OBJ-002461,,Sneak,,skill_perk,perk_tree,,,main_route,base_game,14,perk-rank-catalog.csv | skill-perk-catalog.csv,Sneak,Y,objective,1,N,N,N,Y,N,Y,N,N,N,progression_objective_covered,perk_tree_completed,complete_after_final_perk_allocation,All-Perks Loop,Assign all 13 Sneak perk ranks,none,
progression_objective,OBJ-002462,OBJ-002462,,Speech,,skill_perk,perk_tree,,,main_route,base_game,14,perk-rank-catalog.csv | skill-perk-catalog.csv,Speech,Y,objective,1,N,N,Y,Y,N,Y,N,N,N,progression_objective_covered,perk_tree_completed,complete_after_final_perk_allocation,All-Perks Loop,Assign all 13 Speech perk ranks,none,
progression_objective,OBJ-002463,OBJ-002463,,Reach Player Level 252 for All,,skill_perk,perk_point_target,,,main_route,base_game,0,,,Y,objective,1,N,N,N,Y,N,N,N,N,N,progression_objective_covered,level_252_gate,complete_after_sleeping_level_up,All-Perks Loop,Reach level 252 or higher,none,
progression_objective,OBJ-002464,OBJ-002464,,Use Legendary Skill Resets for Perk-Point Completion,,skill_perk,legendary_reset,,,main_route,base_game,0,,,Y,objective,1,Y,N,N,Y,N,N,N,N,N,progression_objective_covered,bounded_legendary_reset_loop,complete_after_reset_loop,All-Perks Loop,Use bounded Legendary resets,none,
progression_objective,OBJ-002465,OBJ-002465,,Skill Master,,trophy,skill_trophy,,,main_route,base_game,0,,,Y,objective,1,N,N,N,Y,N,N,N,N,N,progression_objective_covered,skill_master_observed_or_confirmed,complete_once_any_skill_hits_100,All-Perks Loop,Confirm Skill Master trophy condition,none,
progression_objective,OBJ-002466,OBJ-002466,,Learn All Non-Destructively Learnable Enchantments,,crafting_unlock,all_enchantments_non_destructive,,,main_route,multiple,1,practical-crafting-system-catalog.csv,Enchanting,Y,objective,1,Y,Y,Y,Y,Y,Y,N,Y,N,progression_objective_covered,aggregate_system_confirmed,complete_with_unique_exclusions,"Crafting, Enchanting, Alchemy, and Investments",All non-destructively learnable enchantments handled,none,
progression_objective,OBJ-002467,OBJ-002467,,Fortify Alchemy,,crafting_unlock,enchantment_learning,,,main_route,base_game,1,enchantment-learning-catalog.csv,Fortify Alchemy,Y,objective,2,Y,Y,Y,Y,Y,Y,N,N,N,progression_objective_covered,learn_or_return_staged | unique_source_preserved_not_disenchanted,complete_if_known_else_all_perks_return | staged_for_nonunique_source,"Crafting, Enchanting, Alchemy, and Investments | First Brotherhood Contracts And Muiri's Revenge",Learn enchantment: Fortify Alchemy | Muiri's Ring preserved,none,
progression_objective,OBJ-002468,OBJ-002468,,Fortify Alteration,,crafting_unlock,enchantment_learning,,,main_route,base_game,1,enchantment-learning-catalog.csv,Fortify Alteration,Y,objective,1,Y,Y,Y,Y,Y,Y,N,N,N,progression_objective_covered,learn_or_return_staged,complete_if_known_else_all_perks_return,"Crafting, Enchanting, Alchemy, and Investments",Learn enchantment: Fortify Alteration,none,
progression_objective,OBJ-002469,OBJ-002469,,Fortify Archery,,crafting_unlock,enchantment_learning,,,main_route,base_game,1,enchantment-learning-catalog.csv,Fortify Archery,Y,objective,1,Y,Y,Y,Y,Y,Y,N,N,N,progression_objective_covered,learn_or_return_staged,complete_if_known_else_all_perks_return,"Crafting, Enchanting, Alchemy, and Investments",Learn enchantment: Fortify Archery,none,
progression_objective,OBJ-002470,OBJ-002470,,Fortify Barter,,crafting_unlock,enchantment_learning,,,main_route,base_game,1,enchantment-learning-catalog.csv,Fortify Barter,Y,objective,1,Y,Y,Y,Y,Y,Y,N,N,N,progression_objective_covered,learn_or_return_staged,complete_if_known_else_all_perks_return,"Crafting, Enchanting, Alchemy, and Investments",Learn enchantment: Fortify Barter,none,
