row_kind,row_id,objective_id,checklist_id,display_name,checklist_entry,category,subcategory,checklist_tab,mapping_type,route_placement,source_content,item_member_rows,item_member_names,item_member_route_treatments,guide_name_match,coverage_source,internal_coverage_row_count,acquire_treatment,use_or_turn_in_treatment,storage_treatment,hold_or_stage_treatment,route_resolution_treatment,exclusion_treatment,branch_treatment,audit_status,coverage_statuses,completion_statuses,guide_locations,guide_cues,recommended_action,notes
collectible_objective,OBJ-001591,OBJ-001591,,Ahzidal,,unique_item,artifact_dragon_priest_mask,,,main_route,dragonborn,0,,,Y,objective,1,Y,Y,Y,Y,N,N,Y,collectible_objective_covered,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West,Ahzidal mask acquired from Ahzidal,none,
collectible_objective,OBJ-001592,OBJ-001592,,Dukaan,,unique_item,artifact_dragon_priest_mask,,,main_route,dragonborn,0,,,Y,objective,3,Y,Y,Y,Y,N,N,Y,collectible_objective_covered,held_for_later | placed_in_guide,complete | held_for_lost_knowledge | held_for_white_ridge_route,"Fahlbtharz, Deathbrand, And Karstaag | Miraak Finale, Lost Knowledge, And Last Black Books | Tel Mithryn, Nchardak, And Kagrumez",Dukaan mask acquired at White Ridge Sanctum | Dukaan not acquired | Dukaan waits for White Ridge route,none,
collectible_objective,OBJ-001593,OBJ-001593,,Hevnoraak,,unique_item,artifact_dragon_priest_mask,,,main_route,base_game,0,,,Y,objective,1,Y,Y,Y,Y,N,N,Y,collectible_objective_covered,duplicate_covered_by_existing_route,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,Hevnoraak defeated and mask preserved,none,
collectible_objective,OBJ-001594,OBJ-001594,,Konahrik,,unique_item,artifact_dragon_priest_mask,,,main_route,base_game,0,,,Y,objective,1,Y,Y,Y,Y,N,N,Y,collectible_objective_covered,placed_in_guide,complete,Collectible Reconciliation,Konahrik acquired at Bromjunaar Sanctuary,none,
collectible_objective,OBJ-001595,OBJ-001595,,Krosis,,unique_item,artifact_dragon_priest_mask,,,main_route,base_game,0,,,Y,objective,1,Y,Y,Y,Y,N,N,Y,collectible_objective_covered,duplicate_covered_by_existing_route,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,Krosis defeated and mask preserved,none,
collectible_objective,OBJ-001596,OBJ-001596,,Miraak,,unique_item,artifact_dragon_priest_mask,,,main_route,dragonborn,0,,,Y,objective,1,Y,Y,Y,Y,N,N,Y,collectible_objective_covered,placed_in_guide,complete,"Miraak Finale, Lost Knowledge, And Last Black Books",Miraak mask acquired from level 60 Miraak,none,
collectible_objective,OBJ-001597,OBJ-001597,,Morokei,,unique_item,artifact_dragon_priest_mask,,,main_route,base_game,0,,,Y,objective,1,Y,Y,Y,Y,N,N,Y,collectible_objective_covered,placed_in_guide,complete,Labyrinthian And The Eye Of Magnus,Morokei acquired,none,
collectible_objective,OBJ-001598,OBJ-001598,,Nahkriin,,unique_item,artifact_dragon_priest_mask,,,main_route,base_game,0,,,Y,objective,1,Y,Y,Y,Y,N,N,Y,collectible_objective_covered,placed_in_guide,complete,World-Eater's Eyrie and Dragonslayer,Nahkriin acquired and preserved,none,
collectible_objective,OBJ-001599,OBJ-001599,,Otar,,unique_item,artifact_dragon_priest_mask,,,main_route,base_game,0,,,Y,objective,1,Y,Y,Y,Y,N,N,Y,collectible_objective_covered,duplicate_covered_by_existing_route,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,Otar defeated and mask preserved,none,
collectible_objective,OBJ-001600,OBJ-001600,,Rahgot,,unique_item,artifact_dragon_priest_mask,,,main_route,base_game,0,,,Y,objective,1,Y,Y,Y,Y,N,N,Y,collectible_objective_covered,duplicate_covered_by_existing_route,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,Rahgot defeated and mask preserved,none,
collectible_objective,OBJ-001601,OBJ-001601,,Vokun,,unique_item,artifact_dragon_priest_mask,,,main_route,base_game,0,,,Y,objective,1,Y,Y,Y,Y,N,N,Y,collectible_objective_covered,placed_in_guide,complete,"Dawnstar, Pale Blade, And Heljarchen",[CHECKLIST: Unique Gear - Vokun acquired],none,
collectible_objective,OBJ-001602,OBJ-001602,,Volsung,,unique_item,artifact_dragon_priest_mask,,,main_route,base_game,0,,,Y,objective,1,Y,Y,Y,Y,N,N,Y,collectible_objective_covered,placed_in_guide,complete,Haafingar Caves Volskygge And Night Hunter,[CHECKLIST: Unique Gear - Volsung acquired],none,
collectible_objective,OBJ-001603,OBJ-001603,,Wooden Mask,,unique_item,artifact_dragon_priest_mask,,,main_route,base_game,0,,,Y,objective,1,Y,Y,Y,Y,N,N,Y,collectible_objective_covered,placed_in_guide,complete,Labyrinthian And The Eye Of Magnus,Wooden Mask acquired,none,
collectible_objective,OBJ-001604,OBJ-001604,,Zahkriisos,,unique_item,artifact_dragon_priest_mask,,,main_route,dragonborn,0,,,Y,objective,1,Y,Y,Y,Y,N,N,Y,collectible_objective_covered,placed_in_guide,complete,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings",Zahkriisos mask acquired and preserved,none,
collectible_objective,OBJ-001721,OBJ-001721,,Locket of Saint Jiub,,unique_item,unique_jewelry,,,main_route,dawnguard,0,,,Y,objective,1,Y,Y,Y,Y,N,N,Y,collectible_objective_covered,placed_in_guide,complete,Dawnguard Worldspaces,Locket of Saint Jiub acquired,none,
collectible_objective,OBJ-001773,OBJ-001773,,Stones of Barenziah,,collectible,stone_of_barenziah_set,,,main_route,base_game,0,,,Y,objective,5,Y,Y,N,Y,N,N,Y,collectible_objective_covered,counter_advanced | tb038r_delayed_task_closed | tracking_continued,complete_or_accounted_for | in_progress | in_progress_proudspire_gate,"Collectible Reconciliation | Companions Finale, Totems, And Beast-Blood Preservation | Fellglow Keep And Good Intentions | TB-038R order and delayed-task repair register | Windhelm Murder Investigation And White Phial",All non-Proudspire Stones acquired | Jorrvaskr Stone of Barenziah acquired | Stone of Barenziah - Fellglow Keep acquired | Stone of Barenziah Palace of the Kings acquired | TB-038R closeout: Collectible Set: Stones of Barenziah,none,
collectible_objective,OBJ-001774,OBJ-001774,,Whiterun,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,2,Y,Y,N,Y,N,N,Y,collectible_objective_covered,acquired_now | tb038r_delayed_task_closed,complete_or_accounted_for | in_progress_collectible_member,First Day In Whiterun | TB-038R order and delayed-task repair register,Collectible - Stone of Barenziah: Whiterun Hall of the Dead acquired | TB-038R closeout: Stone of Barenziah: Whiterun,none,
collectible_objective,OBJ-001775,OBJ-001775,,Whiterun,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation,Dragonsreach Stone of Barenziah acquired,none,
collectible_objective,OBJ-001776,OBJ-001776,,Whiterun,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,2,Y,Y,N,Y,N,N,N,collectible_objective_covered,Jorrvaskr_stone_held_until_prerequisite | placed_in_guide,complete | staged_for_post_glory_jorrvaskr_pass,"Companions Entry | Companions Finale, Totems, And Beast-Blood Preservation",Jorrvaskr Stone of Barenziah acquired | Jorrvaskr Stone of Barenziah later,none,
collectible_objective,OBJ-001777,OBJ-001777,,Solitude,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,1,Y,N,N,N,N,N,N,collectible_objective_covered,acquired_now,complete,Goldenglow Honningbrew Solitude And Snow Veil,Collectible - Stone of Barenziah Blue Palace acquired,none,
collectible_objective,OBJ-001778,OBJ-001778,,Solitude,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,3,Y,Y,N,Y,N,N,N,collectible_objective_covered,collectible_member_completed | dependency_unlocked_not_acquired | staged_for_later_gate,complete | staged_for_property_economy_route | staged_for_proudspire_purchase,Collectible Reconciliation | Homes Household Services Pets And Mounts | Solitude Coast Wild Horse And Wolfskull,Proudspire Stone later | Proudspire Stone of Barenziah taken,none,
collectible_objective,OBJ-001779,OBJ-001779,,Riften,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,1,Y,N,N,N,N,N,N,collectible_objective_covered,acquired_now,complete,First Riften Visit And Guild Doorway,Collectible - Stone of Barenziah Riften acquired,none,
collectible_objective,OBJ-001780,OBJ-001780,,Windhelm,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,placed_in_guide,complete,Windhelm Murder Investigation And White Phial,[CHECKLIST: Collectible - Stone of Barenziah: Palace of the Kings acquired],none,
collectible_objective,OBJ-001781,OBJ-001781,,Windhelm,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,2,Y,Y,N,Y,N,N,N,collectible_objective_covered,not_completed_here | placed_in_guide,complete | staged_for_dark_brotherhood_mourning_never_comes_bundle,First Brotherhood Contracts And Muiri's Revenge | Windhelm Murder Investigation And White Phial,House of Clan Shatter-Shield stone later | [CHECKLIST: Stone of Barenziah - House of Clan Shatter-Shield acquired],none,
collectible_objective,OBJ-001782,OBJ-001782,,Markarth,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,2,Y,Y,N,Y,N,N,N,collectible_objective_covered,acquired_now | audited_not_acquired_here,complete | staged_for_forsworn_conspiracy_thonar_visit,Markarth Nchuand-Zel And Old Hroldan | Markarth Prison Daedric Rites And Reach Redoubts,Collectible - Stone of Barenziah Markarth Treasury House acquired | Stone of Barenziah Markarth Treasury House later,none,
collectible_objective,OBJ-001783,OBJ-001783,,Markarth,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,acquired_now,complete,Markarth Nchuand-Zel And Old Hroldan,Collectible - Stone of Barenziah Markarth Dwemer Museum acquired,none,
collectible_objective,OBJ-001784,OBJ-001784,,College of Winterhold,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,placed_in_guide,complete,"Winterhold, College Entry, And Saarthal",[CHECKLIST: Stone of Barenziah - College of Winterhold acquired],none,
collectible_objective,OBJ-001785,OBJ-001785,,Dead Crone Rock,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,1,Y,N,N,N,N,N,N,collectible_objective_covered,retrospectively_confirmed_complete,complete,"Dawnstar, Vaermina, and Cold-Weather Setup",Dead Crone Rock Stone of Barenziah acquired,none,
collectible_objective,OBJ-001786,OBJ-001786,,Black-Briar Lodge,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,1,Y,N,N,N,N,N,N,collectible_objective_covered,acquired_now,complete,Riften Thaneship Frost And Rift Roads,Collectible - Stone of Barenziah: Black-Briar Lodge acquired,none,
collectible_objective,OBJ-001787,OBJ-001787,,Ansilvund,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,placed_in_guide,complete,Windhelm Follow-Up And Eastmarch Roads,[CHECKLIST: Collectible - Stone of Barenziah: Ansilvund acquired],none,
collectible_objective,OBJ-001788,OBJ-001788,,Stony Creek Cave,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,2,Y,Y,N,Y,N,N,N,collectible_objective_covered,not_routed_here | placed_in_guide,complete | staged_for_bards_and_collectible_bundle,Bards College Lost Library And Instrument Roads | Windhelm Follow-Up And Eastmarch Roads,Stony Creek Stone later | [CHECKLIST: Stone of Barenziah - Stony Creek Cave],none,
collectible_objective,OBJ-001789,OBJ-001789,,Rannveig's Fast,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,1,Y,N,N,N,N,N,N,collectible_objective_covered,retrospectively_confirmed_complete,complete,"Dawnstar, Pale Blade, and Heljarchen",Rannveig's Fast Stone of Barenziah acquired,none,
collectible_objective,OBJ-001790,OBJ-001790,,Fellglow Keep,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,placed_in_guide,complete,Fellglow Keep And Good Intentions,[CHECKLIST: Stone of Barenziah - Fellglow Keep acquired],none,
collectible_objective,OBJ-001791,OBJ-001791,,Dainty Sload,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,2,Y,Y,N,Y,N,N,N,collectible_objective_covered,not_acquired_here | placed_in_guide,complete | staged_for_dainty_sload_bundle,"Solitude Coast Wild Horse And Wolfskull | Whispers, Solitude Jobs, And The Wedding Assassination",Dainty Sload Stone later | [CHECKLIST: Stone of Barenziah - Dainty Sload acquired],none,
collectible_objective,OBJ-001792,OBJ-001792,,Sunderstone Gorge,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,retrospectively_confirmed_complete,complete,Guardian Stones Cache and Whiterun Farm Loop,Sunderstone Gorge Stone of Barenziah acquired,none,
collectible_objective,OBJ-001793,OBJ-001793,,Yngvild,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,placed_in_guide,complete,"Dawnstar, Pale Blade, And Heljarchen",[CHECKLIST: Stone of Barenziah - Yngvild acquired],none,
collectible_objective,OBJ-001794,OBJ-001794,,Hob's Fall Cave,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,placed_in_guide,complete,Bards College Lost Library And Instrument Roads,[CHECKLIST: Stone of Barenziah - Hob's Fall Cave],none,
collectible_objective,OBJ-001795,OBJ-001795,,Reeking Cave or Thalmor Embassy,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,placed_in_guide,complete,Main Quest Staging Before Sky Haven,[CHECKLIST: Collectible - Stone of Barenziah: Reeking Cave acquired],none,
collectible_objective,OBJ-001796,OBJ-001796,,Pinewatch Bandit's Sanctuary,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,2,Y,Y,N,Y,N,N,Y,collectible_objective_covered,acquired_now | tb038r_delayed_task_closed,complete_or_accounted_for | in_progress_collectible_member,Southern Warm Corridor | TB-038R order and delayed-task repair register,Collectible - Stone of Barenziah: Pinewatch acquired | TB-038R closeout: Stone of Barenziah: Pinewatch Bandit's Sanctuary,none,
collectible_objective,OBJ-001797,OBJ-001797,,Dark Brotherhood Sanctuary,,collectible,stone_of_barenziah_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,Y,N,N,N,collectible_objective_covered,placed_in_guide,complete,Cicero Aventus And The Sanctuary Door,[CHECKLIST: Stone of Barenziah - Dark Brotherhood Sanctuary acquired],none,
collectible_objective,OBJ-001798,OBJ-001798,,Crimson Nirnroot Samples,,collectible,crimson_nirnroot_count_set,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,Y,N,N,N,collectible_objective_covered,placed_in_guide,complete,Blades Research Blackreach And The Fallen,More than thirty Crimson Nirnroot samples collected,none,
collectible_objective,OBJ-001799,OBJ-001799,,Dragon Priest Masks,,collectible,dragon_priest_mask_set,,,main_route,multiple,0,,,Y,objective,2,Y,Y,Y,N,N,N,N,collectible_objective_covered,completed_in_guide | tracking_continued,complete | in_progress,Collectible Reconciliation | World-Eater's Eyrie and Dragonslayer,Konahrik and base mask set completed | Nahkriin acquired and preserved,none,
collectible_objective,OBJ-001800,OBJ-001800,,Dragon Claws,,collectible,dragon_claw_set,,,main_route,multiple,0,,,Y,objective,3,Y,Y,Y,N,N,N,N,collectible_objective_covered,completed_in_guide | progressed | tracking_continued,complete_acquisition_set | in_progress,Bleak Falls Barrow And First Dragon | Collectible Reconciliation | World-Eater's Eyrie and Dragonslayer,Collectible - Golden Claw acquired | Diamond Claw acquired and preserved | Dragon claw acquisition set confirmed,none,
collectible_objective,OBJ-001801,OBJ-001801,,"Amethyst Claw, Left Half",,collectible,dragon_claw_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,placed_in_guide,complete,"Vahlok's Tomb, Riekling Roads, And Thirsk",Amethyst Claw Left Half acquired in Vahlok's Tomb,none,
collectible_objective,OBJ-001802,OBJ-001802,,"Amethyst Claw, Right Half",,collectible,dragon_claw_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,placed_in_guide,complete,"Vahlok's Tomb, Riekling Roads, And Thirsk",Amethyst Claw Right Half acquired in Vahlok's Tomb,none,
collectible_objective,OBJ-001803,OBJ-001803,,Coral Dragon Claw,,collectible,dragon_claw_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,placed_in_guide,complete,"Winterhold, College Entry, And Saarthal",[CHECKLIST: Dragon Claw - Coral Dragon Claw acquired],none,
collectible_objective,OBJ-001804,OBJ-001804,,Diamond Claw,,collectible,dragon_claw_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,Y,N,N,N,N,collectible_objective_covered,placed_in_guide,complete,World-Eater's Eyrie and Dragonslayer,Diamond Claw acquired and preserved,none,
collectible_objective,OBJ-001805,OBJ-001805,,Ebony Claw,,collectible,dragon_claw_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,placed_in_guide,complete,Imperial Civil War,Ebony Claw acquired,none,
collectible_objective,OBJ-001806,OBJ-001806,,Emerald Dragon Claw,,collectible,dragon_claw_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,placed_in_guide,complete,Gauldur Legend Finale,Emerald Dragon Claw acquired,none,
collectible_objective,OBJ-001807,OBJ-001807,,Glass Claw,,collectible,dragon_claw_member,,,main_route,base_game,0,,,Y,objective,1,Y,N,N,N,N,N,N,collectible_objective_covered,retrospectively_confirmed_complete,complete,Collectible Reconciliation,Glass Claw acquired in Forelhost,none,
collectible_objective,OBJ-001808,OBJ-001808,,Golden Claw,,collectible,dragon_claw_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,Y,N,N,N,collectible_objective_covered,acquired_then_returned,complete_for_member_acquisition,Bleak Falls Barrow And First Dragon,Collectible - Golden Claw acquired,none,
collectible_objective,OBJ-001809,OBJ-001809,,Iron Claw,,collectible,dragon_claw_member,,,main_route,base_game,0,,,Y,objective,1,Y,N,N,Y,N,N,N,collectible_objective_covered,retrospectively_confirmed_complete,complete,Collectible Reconciliation,Iron Claw acquired in Valthume,none,
collectible_objective,OBJ-001810,OBJ-001810,,Ivory Dragon Claw,,collectible,dragon_claw_member,,,main_route,base_game,0,,,Y,objective,1,Y,N,N,N,N,N,N,collectible_objective_covered,retrospectively_moved_earlier,complete,Potema Shield Of Solitude And Bone Wolf,[CHECKLIST: Dragon Claw - Ivory Dragon Claw acquired],none,
collectible_objective,OBJ-001811,OBJ-001811,,Ruby Dragon Claw,,collectible,dragon_claw_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,placed_in_guide,complete,Bards College Lost Library And Instrument Roads,[CHECKLIST: Dragon Claw - Ruby Dragon Claw acquired],none,
collectible_objective,OBJ-001812,OBJ-001812,,Sapphire Dragon Claw,,collectible,dragon_claw_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,acquired_now,complete,Southern Warm Corridor,Collectible - Sapphire Dragon Claw acquired,none,
collectible_objective,OBJ-001813,OBJ-001813,,Treasure Maps,,collectible,treasure_map_set,,,main_route,multiple,0,,,Y,objective,3,Y,Y,N,Y,N,N,N,collectible_objective_covered,completed_in_guide | parent_progressed,complete | in_progress,"Collectible Reconciliation | Dawnstar, Pale Blade, And Heljarchen | Guardian Stones Cache And Whiterun Farm Loop",Treasure Maps tracking 1 of 13 | Treasure Maps tracking 13 of 13 | Treasure Maps tracking 5 of 13,none,
collectible_objective,OBJ-001814,OBJ-001814,,Treasure Map I,,collectible,treasure_map_member,,,main_route,base_game,0,,,Y,objective,2,Y,Y,N,Y,N,N,N,collectible_objective_covered,completed_now | held_for_early_local_cleanup,complete | staged_for_early_local_cleanup,Guardian Stones Cache And Whiterun Farm Loop | Helgen Riverwood And First Survival Loop,No player cue | Treasure Map - Treasure Map I acquired; Treasure Map - Treasure Map I cache looted,none,
collectible_objective,OBJ-001815,OBJ-001815,,Treasure Map II,,collectible,treasure_map_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,retrospectively_confirmed_complete,complete,Collectible Reconciliation,Treasure Map II acquired and cache looted,none,
collectible_objective,OBJ-001816,OBJ-001816,,Treasure Map III,,collectible,treasure_map_member,,,main_route,base_game,0,,,Y,objective,3,Y,Y,N,Y,N,N,N,collectible_objective_covered,audited_not_started_here | completed_in_guide | placed_in_guide,complete | partial | staged_for_solitude_coast_bundle,Goldenglow Honningbrew Solitude And Snow Veil | Solitude Coast Wild Horse And Wolfskull | Windhelm Follow-Up And Eastmarch Roads,Treasure Map III later | [CHECKLIST: Treasure Map - Treasure Map III acquired] | [CHECKLIST: Treasure Map - Treasure Map III cache looted],none,
collectible_objective,OBJ-001817,OBJ-001817,,Treasure Map IV,,collectible,treasure_map_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,retrospectively_confirmed_complete,complete,Collectible Reconciliation,Treasure Map IV acquired and cache looted,none,
collectible_objective,OBJ-001818,OBJ-001818,,Treasure Map V,,collectible,treasure_map_member,,,main_route,base_game,0,,,Y,objective,2,Y,Y,N,Y,N,N,N,collectible_objective_covered,audited_not_routed_here | placed_in_guide,complete | staged_for_angi_bundle,Collectible Reconciliation | Southern Warm Corridor,Treasure Map V acquired and cache looted | Treasure Map V later,none,
collectible_objective,OBJ-001819,OBJ-001819,,Treasure Map VI,,collectible,treasure_map_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,completed_in_guide,complete,"Dawnstar, Pale Blade, And Heljarchen",[CHECKLIST: Treasure Map - Treasure Map VI acquired]; [CHECKLIST: Treasure Map - Treasure Map VI cache looted],none,
collectible_objective,OBJ-001820,OBJ-001820,,Treasure Map VII,,collectible,treasure_map_member,,,main_route,base_game,0,,,Y,objective,2,Y,Y,N,Y,N,N,N,collectible_objective_covered,nearby_chest_not_routed | retrospectively_confirmed_complete,complete | staged_for_map_and_chest_pair,Beast Blood And The Silver Hand | Collectible Reconciliation,Treasure Map VII acquired and cache looted | Treasure Map VII later,none,
collectible_objective,OBJ-001821,OBJ-001821,,Treasure Map VIII,,collectible,treasure_map_member,,,main_route,base_game,0,,,Y,objective,2,Y,Y,N,Y,N,N,N,collectible_objective_covered,audited_not_routed_here | retrospectively_confirmed_complete,complete | staged_for_map_source_route,Collectible Reconciliation | Solitude Coast Dragon Bridge Wild Horse And Wolfskull,Treasure Map VIII acquired and cache looted | Treasure Map VIII later,none,
collectible_objective,OBJ-001822,OBJ-001822,,Treasure Map IX,,collectible,treasure_map_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,retrospectively_confirmed_complete,complete,Collectible Reconciliation,Treasure Map IX acquired and cache looted,none,
collectible_objective,OBJ-001823,OBJ-001823,,Treasure Map X,,collectible,treasure_map_member,,,main_route,base_game,0,,,Y,objective,2,Y,Y,N,Y,N,N,N,collectible_objective_covered,completed_in_guide | not_routed_here,complete | staged_for_bards_and_collectible_bundle,Bards College Lost Library And Instrument Roads | Windhelm Follow-Up And Eastmarch Roads,Treasure Map X later | [CHECKLIST: Treasure Map - Treasure Map X acquired]; [CHECKLIST: Treasure Map - Treasure Map X cache looted],none,
collectible_objective,OBJ-001824,OBJ-001824,,Fort Neugrad Treasure Map,,collectible,treasure_map_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,retrospectively_confirmed_complete,complete,Collectible Reconciliation,Fort Neugrad Treasure Map acquired and cache looted,none,
collectible_objective,OBJ-001825,OBJ-001825,,Velehk Sain's Treasure Map,,collectible,treasure_map_member,,,main_route,base_game,0,,,Y,objective,1,Y,Y,N,N,N,N,N,collectible_objective_covered,placed_in_guide,complete,"Winterhold, College Entry, And Saarthal",[CHECKLIST: Treasure Map - Velehk Sain's Treasure Map acquired]; [CHECKLIST: Treasure Map - Velehk Sain's cache looted],none,
