audit_area,audit_status,recommended_action,source_line,section,record_type,record_id,mapped_objective_id,name,current_location,current_status,closeout_status,notes
hard_save_register,pass_register_save_present_in_guide,none,61,,hard_save,HS-DRAGONBORN-KOLBJORN-FUND-2,,HS-DRAGONBORN-KOLBJORN-FUND-2,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,61,,hard_save,HS-DRAGONBORN-KOLBJORN-FUND-3,,HS-DRAGONBORN-KOLBJORN-FUND-3,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,61,,hard_save,HS-DRAGONBORN-KOLBJORN-FUND-4,,HS-DRAGONBORN-KOLBJORN-FUND-4,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,62,,hard_save,HS-DRAGONBORN-KOLBJORN-RETURN-1,,HS-DRAGONBORN-KOLBJORN-RETURN-1,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,62,,hard_save,HS-DRAGONBORN-KOLBJORN-RETURN-2,,HS-DRAGONBORN-KOLBJORN-RETURN-2,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,62,,hard_save,HS-DRAGONBORN-KOLBJORN-RETURN-3,,HS-DRAGONBORN-KOLBJORN-RETURN-3,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,62,,hard_save,HS-DRAGONBORN-KOLBJORN-RETURN-4,,HS-DRAGONBORN-KOLBJORN-RETURN-4,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,24,,hard_save,HS-DRAGONBORN-MIRAAK-FINALE,,HS-DRAGONBORN-MIRAAK-FINALE,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,20,,hard_save,HS-DRAGONBORN-THIRSK-CHOICE,,HS-DRAGONBORN-THIRSK-CHOICE,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,63,,hard_save,HS-DRAGONBORN-UNEARTHED-RALIS,,HS-DRAGONBORN-UNEARTHED-RALIS,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,28,,hard_save,HS-EBONY-WARRIOR-CITY,,HS-EBONY-WARRIOR-CITY,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,29,,hard_save,HS-EBONY-WARRIOR-LAST-VIGIL,,HS-EBONY-WARRIOR-LAST-VIGIL,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,42,,hard_save,HS-FALKREATH-LAND-JOB,,HS-FALKREATH-LAND-JOB,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,57,,hard_save,HS-FINAL-CLEAN-CONTINUITY,,HS-FINAL-CLEAN-CONTINUITY,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,56,,hard_save,HS-FINAL-RECONCILIATION-START,,HS-FINAL-RECONCILIATION-START,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,49,,hard_save,HS-FORGOTTEN-SEASONS-RUNOFF,,HS-FORGOTTEN-SEASONS-RUNOFF,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,53,,hard_save,HS-HELJARCHEN-GREGOR-STEWARD,,HS-HELJARCHEN-GREGOR-STEWARD,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,47,,hard_save,HS-HOMES-SERVICES-START,,HS-HOMES-SERVICES-START,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,26,,hard_save,HS-KONAHRIK-MASK-SHRINE,,HS-KONAHRIK-MASK-SHRINE,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,51,,hard_save,HS-LAKEVIEW-RAYYA-STEWARD,,HS-LAKEVIEW-RAYYA-STEWARD,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,27,,hard_save,HS-LEVEL78-LEGENDARY-DRAGON,,HS-LEVEL78-LEGENDARY-DRAGON,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,128,,hard_save,HS-MARA-RUKI-FENRIG,,HS-MARA-RUKI-FENRIG,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,19,,hard_save,HS-MQ-PAARTHURNAX,,HS-MQ-PAARTHURNAX,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,25,,hard_save,HS-MQ-SKULDAFN,,HS-MQ-SKULDAFN,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,46,,hard_save,HS-OGHMA-INFINIUM-USE,,HS-OGHMA-INFINIUM-USE,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,58,,hard_save,HS-RIFT-FROST-LETRUSH,,HS-RIFT-FROST-LETRUSH,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,44,,hard_save,HS-SKAAL-ABANDONED-LODGE,,HS-SKAAL-ABANDONED-LODGE,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,43,,hard_save,HS-SKAAL-STALHRIM-SCENE,,HS-SKAAL-STALHRIM-SCENE,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,40,,hard_save,HS-SOLITUDE-SHIELD-LEVEL40,,HS-SOLITUDE-SHIELD-LEVEL40,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,124,,hard_save,HS-TEL-MITHRYN-NCHARDAK,,HS-TEL-MITHRYN-NCHARDAK,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,59,,hard_save,HS-TEL-MITHRYN-RESEARCH-RADIANTS,,HS-TEL-MITHRYN-RESEARCH-RADIANTS,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,125,,hard_save,HS-TEL-MITHRYN-VARONA,,HS-TEL-MITHRYN-VARONA,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,39,,hard_save,HS-TG-ARTICULATION-REWARD,,HS-TG-ARTICULATION-REWARD,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,55,,hard_save,HS-TROPHY-MASTER-CRIMINAL,,HS-TROPHY-MASTER-CRIMINAL,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,54,,hard_save,HS-TUNDRA-HOUSEHOLD,,HS-TUNDRA-HOUSEHOLD,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,48,,hard_save,HS-VLINDREL-PURCHASE,,HS-VLINDREL-PURCHASE,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,41,,hard_save,HS-WINDHELM-BLOOD-ON-THE-ICE,,HS-WINDHELM-BLOOD-ON-THE-ICE,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,pass_register_save_present_in_guide,none,52,,hard_save,HS-WINDSTAD-VALDIMAR-STEWARD,,HS-WINDSTAD-VALDIMAR-STEWARD,,,,Registered hard save appears in main-guide-v1.md.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,2190,"Saints, Seducers, and Atronach Forge Tomes",hard_save,HS-AE-STAADA-HELMET,,HS-AE-STAADA-HELMET,"Saints, Seducers, and Atronach Forge Tomes",,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,2612,"Crafting, Enchanting, Alchemy, and Investments",hard_save,HS-ALCHEMY-JARRIN,,HS-ALCHEMY-JARRIN,"Crafting, Enchanting, Alchemy, and Investments",,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,1562,"Blades Research, Blackreach, and the Fallen",hard_save,HS-BLADES-RECRUITS,,HS-BLADES-RECRUITS,"Blades Research, Blackreach, and the Fallen",,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,264,Beast Blood and the Silver Hand,hard_save,HS-COMPANIONS-AELA-JOBS,,HS-COMPANIONS-AELA-JOBS,Beast Blood and the Silver Hand,,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,257,Beast Blood and the Silver Hand,hard_save,HS-COMPANIONS-BLOOD-OATH,,HS-COMPANIONS-BLOOD-OATH,Beast Blood and the Silver Hand,,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,242,Companions Entry,hard_save,HS-COMPANIONS-DUSTMANS-CAIRN,,HS-COMPANIONS-DUSTMANS-CAIRN,Companions Entry,,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,232,Companions Entry,hard_save,HS-COMPANIONS-FIRST-JOB,,HS-COMPANIONS-FIRST-JOB,Companions Entry,,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,254,Beast Blood and the Silver Hand,hard_save,HS-COMPANIONS-SECOND-JOB,,HS-COMPANIONS-SECOND-JOB,Beast Blood and the Silver Hand,,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,2416,"Crafting, Enchanting, Alchemy, and Investments",hard_save,HS-CRAFTING-RECONCILIATION,,HS-CRAFTING-RECONCILIATION,"Crafting, Enchanting, Alchemy, and Investments",,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,1267,"Dawnstar, Pale Blade, and Heljarchen",hard_save,HS-DAEDRIC-BOETHIAH,,HS-DAEDRIC-BOETHIAH,"Dawnstar, Pale Blade, and Heljarchen",,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,1028,"Whispers, Solitude Jobs, Nazir Contracts, and the Wedding Assassination",hard_save,HS-DAINTY-BALMORA-BLUE,,HS-DAINTY-BALMORA-BLUE,"Whispers, Solitude Jobs, Nazir Contracts, and the Wedding Assassination",,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,1077,"Security, Shadowmere, and the Brotherhood Endgame",hard_save,HS-DB-ASSASSIN-OLD,,HS-DB-ASSASSIN-OLD,"Security, Shadowmere, and the Brotherhood Endgame",,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,1085,"Security, Shadowmere, and the Brotherhood Endgame",hard_save,HS-DB-CICERO,,HS-DB-CICERO,"Security, Shadowmere, and the Brotherhood Endgame",,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,1071,"Security, Shadowmere, and the Brotherhood Endgame",hard_save,HS-DB-GAIUS-CITY,,HS-DB-GAIUS-CITY,"Security, Shadowmere, and the Brotherhood Endgame",,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,1091,"Security, Shadowmere, and the Brotherhood Endgame",hard_save,HS-DB-GOURMET-BODY,,HS-DB-GOURMET-BODY,"Security, Shadowmere, and the Brotherhood Endgame",,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,1082,"Security, Shadowmere, and the Brotherhood Endgame",hard_save,HS-DB-SHADOWMERE,,HS-DB-SHADOWMERE,"Security, Shadowmere, and the Brotherhood Endgame",,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,1060,"Whispers, Solitude Jobs, Nazir Contracts, and the Wedding Assassination",hard_save,HS-DB-WEDDING,,HS-DB-WEDDING,"Whispers, Solitude Jobs, Nazir Contracts, and the Wedding Assassination",,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,1860,"Solstheim Entry, Raven Rock Core, and Frostmoon Rings",hard_save,HS-DRAGONBORN-SERVED-COLD,,HS-DRAGONBORN-SERVED-COLD,"Solstheim Entry, Raven Rock Core, and Frostmoon Rings",,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,209,Goldenhills Farm and Rorikstead,hard_save,HS-GOLDENHILLS-STEWARD,,HS-GOLDENHILLS-STEWARD,Goldenhills Farm and Rorikstead,,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,589,"Markarth Prison, Daedric Rites, and Reach Redoubts",hard_save,HS-MARKARTH-CIDHNA-ARREST,,HS-MARKARTH-CIDHNA-ARREST,"Markarth Prison, Daedric Rites, and Reach Redoubts",,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,627,"Markarth Prison, Daedric Rites, and Reach Redoubts",hard_save,HS-MOLAG-LOGROLF-FREED,,HS-MOLAG-LOGROLF-FREED,"Markarth Prison, Daedric Rites, and Reach Redoubts",,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,786,Windhelm Follow-Up and Eastmarch Roads,hard_save,HS-RISE-IN-THE-EAST,,HS-RISE-IN-THE-EAST,Windhelm Follow-Up and Eastmarch Roads,,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,1614,"Blades Research, Blackreach, and the Fallen",hard_save,HS-SEPTIMUS-OGHMA,,HS-SEPTIMUS-OGHMA,"Blades Research, Blackreach, and the Fallen",,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,443,"Goldenglow, Honningbrew, Solitude, and Snow Veil",hard_save,HS-TG-GULUM-EI-CONFESSION,,HS-TG-GULUM-EI-CONFESSION,"Goldenglow, Honningbrew, Solitude, and Snow Veil",,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,1014,"Whispers, Solitude Jobs, Nazir Contracts, and the Wedding Assassination",hard_save,HS-TG-SOLITUDE-JOBS,,HS-TG-SOLITUDE-JOBS,"Whispers, Solitude Jobs, Nazir Contracts, and the Wedding Assassination",,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
hard_save_register,guide_local_hard_save_has_creation_cue,none_local_save,1026,"Whispers, Solitude Jobs, Nazir Contracts, and the Wedding Assassination",hard_save,HS-THIEVES-DAINTY-SLOAD,,HS-THIEVES-DAINTY-SLOAD,"Whispers, Solitude Jobs, Nazir Contracts, and the Wedding Assassination",,,Guide-created local hard save has an explicit creation cue; it is not part of the central constraint register.
branch_reload,pass_branch_reload_cue_found,none,632,"Markarth Prison, Daedric Rites, and Reach Redoubts",guide_line,HS-DAEDRIC-NAMIRA-FEAST,,"46. BRANCH ROUTE: from `HS-DAEDRIC-NAMIRA-FEAST`, kill Eola at the feast, save Verulus, fight the hostile guests, record the branch outcome, then reload the hard save.","Markarth Prison, Daedric Rites, and Reach Redoubts",branch marker,line 632,Branch marker has a same-section reload cue after the branch instruction.
branch_reload,pass_branch_reload_cue_found,none,1376,"College Errands, Arniel, Septimus, and Aetherium",guide_line,HS-AETHERIUM-FORGE,,"14. BRANCH ROUTE: craft the Aetherial Staff with the Aetherium Crest, two Dwarven Metal Ingots, one Gold Ingot, and two Ebony Ingots. Open your inventory and inspect the branch reward, then reload `HS-AETHERIUM-FORGE`.","College Errands, Arniel, Septimus, and Aetherium",branch marker,line 1376,Branch marker has a same-section reload cue after the branch instruction.
branch_reload,pass_branch_reload_cue_found,none,1377,"College Errands, Arniel, Septimus, and Aetherium",guide_line,HS-AETHERIUM-FORGE,,"15. BRANCH ROUTE: craft the Aetherial Shield with the Aetherium Crest, four Dwarven Metal Ingots, and two Refined Malachite. Open your inventory and inspect the branch reward, then reload `HS-AETHERIUM-FORGE`.","College Errands, Arniel, Septimus, and Aetherium",branch marker,line 1377,Branch marker has a same-section reload cue after the branch instruction.
branch_reload,pass_branch_reload_cue_found,none,1499,Civil War Stormcloak Branch,guide_line,HS-CW-BEFORE-FACTION-OATH,,"1. Travel to Windhelm with cold-weather supplies, enter the Palace of the Kings, and make `HARD SAVE: HS-CW-BEFORE-FACTION-OATH` before speaking to Ulfric or Galmar about joining the war. Everything in this section is branch continuity. After the Solitude victory, reload this save and continue the canonical route with the Imperial Legion.",Civil War Stormcloak Branch,branch marker,line 1499,Branch marker has a same-section reload cue after the branch instruction.
branch_reload,pass_branch_reload_cue_found,none,1628,Paarthurnax and Blades Branch,guide_line,HS-MQ-PAARTHURNAX,,"2. BRANCH ROUTE: travel to the Throat of the World and kill Paarthurnax. Treat any dragon soul, bones, scales, or other loot from this kill as branch-only; it will disappear when you reload.",Paarthurnax and Blades Branch,branch marker,line 1632,Branch marker has a same-section reload cue after the branch instruction.
branch_reload,pass_branch_reload_cue_found,none,1649,Dawnguard Fork and Volkihar Branch,guide_line,HS-DG-BLOODLINE,,"11. BRANCH ROUTE: accept Harkon's gift. Treat Vampire Lord, Volkihar membership, any lycanthropy cure, Volkihar services, and all vampire-side quest state as branch-only. Complete Harkon's tutorial enough to regain control and receive `The Bloodstone Chalice`.",Dawnguard Fork and Volkihar Branch,branch marker,line 1660,Branch marker has a same-section reload cue after the branch instruction.
branch_reload,pass_branch_reload_cue_found,none,1783,Volkihar Finale Branch Continuation,guide_line,HS-DG-BLOODLINE,,"2. Load `HARD SAVE: HS-DG-BLOODLINE`. BRANCH ROUTE: accept Harkon's gift, complete the Vampire Lord tutorial enough to regain control, and enter the Volkihar questline.",Volkihar Finale Branch Continuation,branch marker,line 1800,Branch marker has a same-section reload cue after the branch instruction.
branch_reload,pass_branch_reload_cue_found,none,2937,Master Criminal Trophy Branch,guide_line,HS-TROPHY-MASTER-CRIMINAL,,"2. Make `HARD SAVE: HS-TROPHY-MASTER-CRIMINAL`. This is a trophy branch only. Do not save over it, do not pay fines, do not serve jail time, do not use thane pardons, and do not carry the bounty state into final continuity.",Master Criminal Trophy Branch,branch marker,line 2955,Branch marker has a same-section reload cue after the branch instruction.
delayed_coverage,pass_closed_by_later_same_record,none,3,MR-001,objective,OBJ-000479,,Survival Mode,MR-001,installed_parent_package_confirmed_and_activation_staged / staged_for_mr002_activation,MR-002: enabled_now / complete,A later coverage row for this record closes the staged or held state.
delayed_coverage,pass_closed_elsewhere_same_record,none,4,MR-001,objective,OBJ-000480,,Arcane Accessories,MR-001,installed_parent_package_confirmed / complete_for_parent_package_installation,MR-001: installed_parent_package_confirmed / complete_for_parent_package_installation,The same record has a closure row elsewhere in the coverage ledger.
delayed_coverage,pass_closed_elsewhere_same_record,none,5,MR-001,objective,OBJ-000481,,Arcane Archer Pack,MR-001,installed_parent_package_confirmed / complete_for_parent_package_installation,MR-001: installed_parent_package_confirmed / complete_for_parent_package_installation,The same record has a closure row elsewhere in the coverage ledger.
delayed_coverage,pass_closed_elsewhere_same_record,none,6,MR-001,objective,OBJ-000482,,Chrysamere,MR-001,installed_parent_package_confirmed / complete_for_parent_package_installation,MR-001: installed_parent_package_confirmed / complete_for_parent_package_installation,The same record has a closure row elsewhere in the coverage ledger.
delayed_coverage,pass_closed_elsewhere_same_record,none,7,MR-001,objective,OBJ-000483,,Divine Crusader,MR-001,installed_parent_package_confirmed / complete_for_parent_package_installation,MR-001: installed_parent_package_confirmed / complete_for_parent_package_installation,The same record has a closure row elsewhere in the coverage ledger.
delayed_coverage,pass_closed_by_later_same_record,none,8,MR-001,objective,OBJ-000484,,Plague of the Dead,MR-001,installed_parent_package_confirmed / complete_for_parent_package_installation,MR-005A: child_content_routed / complete_child_bundle,A later coverage row for this record closes the staged or held state.
delayed_coverage,pass_closed_elsewhere_same_record,none,9,MR-001,objective,OBJ-000485,,Ruin's Edge,MR-001,installed_parent_package_confirmed / complete_for_parent_package_installation,MR-001: installed_parent_package_confirmed / complete_for_parent_package_installation,The same record has a closure row elsewhere in the coverage ledger.
delayed_coverage,pass_closed_elsewhere_same_record,none,10,MR-001,objective,OBJ-000486,,Staff of Sheogorath,MR-001,installed_parent_package_confirmed / complete_for_parent_package_installation,MR-001: installed_parent_package_confirmed / complete_for_parent_package_installation,The same record has a closure row elsewhere in the coverage ledger.
delayed_coverage,pass_closed_elsewhere_same_record,none,11,MR-001,objective,OBJ-000487,,Stendarr's Hammer,MR-001,installed_parent_package_confirmed / complete_for_parent_package_installation,MR-001: installed_parent_package_confirmed / complete_for_parent_package_installation,The same record has a closure row elsewhere in the coverage ledger.
delayed_coverage,pass_closed_by_later_same_record,none,12,MR-001,objective,OBJ-000488,,Dwarven Armored Mudcrab,MR-001,installed_parent_package_confirmed / complete_for_parent_package_installation,MR-018: child_quest_completed / complete,A later coverage row for this record closes the staged or held state.
delayed_coverage,pass_closed_by_later_same_record,none,13,MR-001,objective,OBJ-000489,,Lord's Mail,MR-001,installed_parent_package_confirmed / complete_for_parent_package_installation,MR-042: placed_in_guide / complete,A later coverage row for this record closes the staged or held state.
delayed_coverage,pass_closed_elsewhere_same_record,none,14,MR-001,objective,OBJ-000490,,Adventurer's Backpack,MR-001,installed_parent_package_confirmed / complete_for_parent_package_installation,MR-001: installed_parent_package_confirmed / complete_for_parent_package_installation,The same record has a closure row elsewhere in the coverage ledger.
delayed_coverage,pass_closed_elsewhere_same_record,none,15,MR-001,objective,OBJ-000491,,Camping,MR-001,installed_parent_package_confirmed / complete_for_parent_package_installation,MR-001: installed_parent_package_confirmed / complete_for_parent_package_installation,The same record has a closure row elsewhere in the coverage ledger.
delayed_coverage,pass_closed_elsewhere_same_record,none,16,MR-001,objective,OBJ-000492,,Nix-Hound,MR-001,installed_parent_package_confirmed / complete_for_parent_package_installation,MR-001: installed_parent_package_confirmed / complete_for_parent_package_installation,The same record has a closure row elsewhere in the coverage ledger.
delayed_coverage,pass_closed_elsewhere_same_record,none,17,MR-001,objective,OBJ-000493,,Shadowrend,MR-001,installed_parent_package_confirmed / complete_for_parent_package_installation,MR-001: installed_parent_package_confirmed / complete_for_parent_package_installation,The same record has a closure row elsewhere in the coverage ledger.
