row_kind,row_id,objective_id,checklist_id,location_name,checklist_entry,subcategory,source_content,mapping_type,route_placement,location_catalog_category,discoverable_status,clearable_status,delver_count_status,counter_treatment,route_cluster,route_corridor,coordinate_status,guide_name_match,internal_coverage_row_count,clear_treatment,discover_treatment,enter_treatment,hold_or_avoid_treatment,secondary_or_duplicate_treatment,route_resolution_treatment,exclusion_treatment,audit_status,coverage_statuses,completion_statuses,guide_locations,recommended_action,notes
location_objective,OBJ-001968,OBJ-001968,,Autumnwatch Tower,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,southern_skyrim,ivarstead_rift_pass,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
location_objective,OBJ-001969,OBJ-001969,,Avanchnzel,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,southeast_skyrim,riften_rift,exact_marker,Y,1,Y,Y,Y,N,N,N,N,location_objective_covered,conditional_completed_now,complete_if_lexicon_available,Riften Thaneship Frost And Rift Roads,none,
location_objective,OBJ-001970,OBJ-001970,,Bannermist Tower,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,southern_skyrim,falkreath_pine_forest,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,conditional_if_siddgeir_target,conditional_complete_if_assigned,Falkreath Land Lakeview Foundation And Glenmoril Coven,none,
location_objective,OBJ-001971,OBJ-001971,,Beast Stone,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,solstheim,thirsk_central,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,placed_in_guide,complete,"Temple Of Miraak, Skaal, And Stalhrim",none,
location_objective,OBJ-001972,OBJ-001972,,Benkongerike,,clearable_location,dragonborn,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,solstheim,skaal_north,exact_marker,Y,3,Y,Y,Y,Y,N,N,N,location_objective_covered,held_for_later | placed_in_guide,complete | held_for_lost_knowledge | held_for_lost_knowledge_tel_mithryn_route,"Fahlbtharz, Deathbrand, And Karstaag | Miraak Finale, Lost Knowledge, And Last Black Books | Temple Of Miraak, Skaal, And Stalhrim",none,
location_objective,OBJ-001973,OBJ-001973,,Bilegulch Mine,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,western_skyrim,old_hroldan_reach_road,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,conditional_if_siddgeir_target,conditional_complete_if_assigned,Falkreath Land Lakeview Foundation And Glenmoril Coven,none,
location_objective,OBJ-001974,OBJ-001974,,Bleak Falls Barrow,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,central_skyrim,riverwood_helgen_road,exact_marker,Y,2,Y,Y,Y,Y,N,N,N,location_objective_covered,discovered_entered_cleared | not_routed_here,complete | staged_for_mr004_completion,Bleak Falls Barrow And First Dragon | Helgen Riverwood And First Survival Loop,none,
location_objective,OBJ-001975,OBJ-001975,,Bleakcoast Cave,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,northern_skyrim,winterhold_coast,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
location_objective,OBJ-001976,OBJ-001976,,Bleakwind Basin,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,central_skyrim,whiterun_central_plains,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
location_objective,OBJ-001977,OBJ-001977,,Bleakwind Bluff,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,central_skyrim,rorikstead_western_road,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
location_objective,OBJ-001978,OBJ-001978,,Blind Cliff Cave,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,western_skyrim,markarth_reach,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,cleared_now,complete,Markarth Prison Daedric Rites And Reach Redoubts,none,
location_objective,OBJ-001979,OBJ-001979,,Blizzard Rest,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,northern_skyrim,nightgate_pale_pass,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,placed_in_guide,complete,"Dawnstar, Pale Blade, And Heljarchen",none,
location_objective,OBJ-001980,OBJ-001980,,Bloated Man's Grotto,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,southern_skyrim,falkreath_pine_forest,exact_marker,Y,2,Y,Y,N,Y,N,N,N,location_objective_covered,completed_now | held_for_next_section,complete | staged_for_mr013_hircine_bundle,Hircine And Bloated Man's Grotto | Southern Warm Corridor,none,
location_objective,OBJ-001981,OBJ-001981,,Bloodlet Throne,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,southern_skyrim,falkreath_pine_forest,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,completed_now,complete,Southern Warm Corridor,none,
location_objective,OBJ-001982,OBJ-001982,,Bloodskal Barrow,,clearable_location,dragonborn,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,solstheim,raven_rock_west,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,placed_in_guide,complete,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
location_objective,OBJ-001983,OBJ-001983,,Bonechill Passage,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,southern_skyrim,falkreath_pine_forest,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
location_objective,OBJ-001984,OBJ-001984,,Bonestrewn Crest,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,eastern_skyrim,kynesgrove_eastmarch_road,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
location_objective,OBJ-001985,OBJ-001985,,Boulderfall Cave,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,southeast_skyrim,riften_rift,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,completed_now,complete,Riften Thaneship Frost And Rift Roads,none,
location_objective,OBJ-001986,OBJ-001986,,Bristleback Cave,,clearable_location,dragonborn,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,solstheim,raven_rock_west,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,placed_in_guide,complete,"Vahlok's Tomb, Riekling Roads, And Thirsk",none,
location_objective,OBJ-001987,OBJ-001987,,Brittleshin Pass,,clearable_location,base_game,,main_route,clearable_location,source_lists_not_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,central_skyrim,riverwood_helgen_road,multi_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,placed_in_guide,complete,Whiterun Property Western Caves Gray-Mane Rescue And Onmund,none,
location_objective,OBJ-001988,OBJ-001988,,Brodir Grove,,clearable_location,dragonborn,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,solstheim,raven_rock_west,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West,none,
location_objective,OBJ-001989,OBJ-001989,,Broken Fang Cave,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,central_skyrim,rorikstead_western_road,exact_marker,Y,2,Y,Y,N,N,N,N,N,location_objective_covered,placed_in_guide | redistributed_or_gated,complete,High-Risk AE Routes and Separate Worldspaces | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
location_objective,OBJ-001990,OBJ-001990,,Broken Helm Hollow,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,southeast_skyrim,riften_rift,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,completed_now,complete,Riften Thaneship Frost And Rift Roads,none,
location_objective,OBJ-001991,OBJ-001991,,Broken Limb Camp,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,eastern_skyrim,kynesgrove_eastmarch_road,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
location_objective,OBJ-001992,OBJ-001992,,Broken Oar Grotto,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,northwest_skyrim,solitude_haafingar,exact_marker,Y,3,Y,Y,Y,Y,N,N,N,location_objective_covered,audited_not_routed_here | not_entered_here | redistributed_or_gated,complete | staged_for_broken_oar_ahtar_kharjo_bundle,Haafingar Caves Volskygge And Night Hunter | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Solitude Coast Wild Horse And Wolfskull,none,
location_objective,OBJ-001993,OBJ-001993,,Broken Tower Redoubt,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,central_skyrim,rorikstead_western_road,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,cleared_now,complete,Markarth Prison Daedric Rites And Reach Redoubts,none,
location_objective,OBJ-001994,OBJ-001994,,Broken Tusk Mine,,clearable_location,dragonborn,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,solstheim,raven_rock_west,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,placed_in_guide,complete,"Vahlok's Tomb, Riekling Roads, And Thirsk",none,
location_objective,OBJ-001995,OBJ-001995,,Bronze Water Cave,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,northern_skyrim,nightgate_pale_pass,exact_marker,Y,2,Y,Y,N,Y,N,N,N,location_objective_covered,audited_exit_only | redistributed_or_gated,complete | staged_for_fishing_clear_route,Nightingale Rewards And The Skeleton Key | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
location_objective,OBJ-001996,OBJ-001996,,Brood Cavern,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,northwest_skyrim,morthal_marsh,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
location_objective,OBJ-001997,OBJ-001997,,Bruca's Leap Redoubt,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,northwest_skyrim,dragon_bridge_haafingar_road,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,conditional_cleared_if_actual_target,conditional_complete,Markarth Prison Daedric Rites And Reach Redoubts,none,
location_objective,OBJ-001998,OBJ-001998,,Bthardamz,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,western_skyrim,markarth_reach,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,placed_in_guide,completed_now_orchendor_boundary,Peryite's Shrine And Bthardamz,none,
location_objective,OBJ-001999,OBJ-001999,,Castle Karstaag Caverns,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,solstheim,skaal_north,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag",none,
location_objective,OBJ-002000,OBJ-002000,,Castle Karstaag Ruins,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,solstheim,skaal_north,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag",none,
location_objective,OBJ-002001,OBJ-002001,,Chillwind Depths,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,northwest_skyrim,dragon_bridge_haafingar_road,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
location_objective,OBJ-002002,OBJ-002002,,Clearpine Pond,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,northwest_skyrim,dragon_bridge_haafingar_road,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,placed_in_guide,complete,Haafingar Caves Volskygge And Night Hunter,none,
location_objective,OBJ-002003,OBJ-002003,,Clearspring Tarn,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,southern_skyrim,ivarstead_rift_pass,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,completed_now,complete,Riften Thaneship Frost And Rift Roads,none,
location_objective,OBJ-002004,OBJ-002004,,Cold Rock Pass,,clearable_location,base_game,,main_route,clearable_location,source_lists_not_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,northwest_skyrim,morthal_marsh,multi_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
location_objective,OBJ-002005,OBJ-002005,,Coldcinder Cave,,clearable_location,base_game,,main_route,clearable_location,source_lists_not_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,solstheim,raven_rock_west,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West,none,
location_objective,OBJ-002006,OBJ-002006,,Cracked Tusk Keep,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,southern_skyrim,falkreath_pine_forest,exact_marker,Y,2,Y,Y,N,Y,N,N,N,location_objective_covered,parked_if_siddgeir_target | redistributed_or_gated,complete | staged_for_level_20_mehrunes_route,Falkreath Land Lakeview Foundation And Glenmoril Coven | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
location_objective,OBJ-002007,OBJ-002007,,Cradle Stone Tower,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,western_skyrim,old_hroldan_reach_road,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
location_objective,OBJ-002008,OBJ-002008,,Cradlecrush Rock,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,eastern_skyrim,kynesgrove_eastmarch_road,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
location_objective,OBJ-002009,OBJ-002009,,Cragslane Cavern,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,eastern_skyrim,kynesgrove_eastmarch_road,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,completed_now,complete,Riften Thaneship Frost And Rift Roads,none,
location_objective,OBJ-002010,OBJ-002010,,Cragwallow Slope,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,eastern_skyrim,kynesgrove_eastmarch_road,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
location_objective,OBJ-002011,OBJ-002011,,Cronvangr Cave,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,eastern_skyrim,kynesgrove_eastmarch_road,exact_marker,Y,2,Y,Y,N,Y,N,N,N,location_objective_covered,not_routed_here | placed_in_guide,complete | staged_for_cronvangr_the_contest_bundle,Windhelm Follow-Up And Eastmarch Roads | Windhelm Murder Investigation And White Phial,none,
location_objective,OBJ-002012,OBJ-002012,,Crystaldrift Cave,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,southeast_skyrim,riften_rift,exact_marker,Y,2,Y,Y,N,Y,N,N,N,location_objective_covered,audited_not_started_here | redistributed_or_gated,complete | staged_for_gadnors_staff_bundle,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Riften Thaneship Frost And Rift Roads,none,
location_objective,OBJ-002013,OBJ-002013,,Dainty Sload,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,northwest_skyrim,solitude_haafingar,exact_marker,Y,3,Y,Y,Y,Y,N,N,N,location_objective_covered,audited_not_routed_here | not_entered_here | placed_in_guide,complete | staged_for_dainty_sload_bundle,"Haafingar Caves Volskygge And Night Hunter | Solitude Coast Wild Horse And Wolfskull | Whispers, Solitude Jobs, And The Wedding Assassination",none,
location_objective,OBJ-002014,OBJ-002014,,Damphall Mine,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,solstheim,raven_rock_west,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West,none,
location_objective,OBJ-002015,OBJ-002015,,Darklight Tower,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,southeast_skyrim,riften_rift,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,completed_now,complete,Riften Thaneship Frost And Rift Roads,none,
location_objective,OBJ-002016,OBJ-002016,,Darkshade,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,northern_skyrim,nightgate_pale_pass,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
location_objective,OBJ-002017,OBJ-002017,,Darkwater Pass,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,southern_skyrim,ivarstead_rift_pass,exact_marker,Y,2,Y,Y,N,N,N,N,N,location_objective_covered,conditional_completed_now | conditional_in_guide,complete_if_level_18_plus | complete_if_not_done_prior,Riften Thaneship Frost And Rift Roads | Windhelm Follow-Up And Eastmarch Roads,none,
location_objective,OBJ-002018,OBJ-002018,,Dead Crone Rock,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,western_skyrim,markarth_reach,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
location_objective,OBJ-002019,OBJ-002019,,Dead Men's Respite,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,northwest_skyrim,morthal_marsh,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,placed_in_guide,complete,Bards College Lost Library And Instrument Roads,none,
location_objective,OBJ-002020,OBJ-002020,,Deepwood Redoubt,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,northwest_skyrim,dragon_bridge_haafingar_road,exact_marker,Y,2,Y,Y,N,N,N,N,N,location_objective_covered,conditional_cleared_if_actual_target | placed_or_already_cleared,conditional_complete,"Markarth Prison Daedric Rites And Reach Redoubts | Security, Shadowmere, And The Brotherhood Endgame",none,
location_objective,OBJ-002021,OBJ-002021,,Dimhollow Crypt,,clearable_location,dawnguard,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,northwest_skyrim,morthal_marsh,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,placed_in_guide,complete,Dawnguard Fork And Volkihar Branch,none,
location_objective,OBJ-002022,OBJ-002022,,Dragon Bridge Overlook,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,northwest_skyrim,dragon_bridge_haafingar_road,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,conditional_cleared_if_actual_target,conditional_complete,Markarth Prison Daedric Rites And Reach Redoubts,none,
location_objective,OBJ-002023,OBJ-002023,,Dragontooth Crater,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,northwest_skyrim,dragon_bridge_haafingar_road,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,redistributed_or_gated,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
location_objective,OBJ-002024,OBJ-002024,,Drelas' Cottage,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,northwest_skyrim,morthal_marsh,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,placed_in_guide,complete,Blades Research Blackreach And The Fallen,none,
location_objective,OBJ-002025,OBJ-002025,,Driftshade Refuge,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,northern_skyrim,dawnstar_pale_coast,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,placed_in_guide,complete,"Companions Finale, Totems, And Beast-Blood Preservation",none,
location_objective,OBJ-002026,OBJ-002026,,Druadach Redoubt,,clearable_location,base_game,,main_route,clearable_location,source_lists_discoverable,source_lists_clearable,counts,delver_candidate_counts_when_cleared,northwest_skyrim,dragon_bridge_haafingar_road,exact_marker,Y,1,Y,Y,N,N,N,N,N,location_objective_covered,conditional_cleared_if_actual_target,conditional_complete,Markarth Prison Daedric Rites And Reach Redoubts,none,
