row_kind,row_id,objective_id,checklist_id,display_name,checklist_entry,category,subcategory,checklist_tab,mapping_type,route_placement,source_content,book_category,support_table_rows,representative_sources,selection_type,selection_status,selected_source,source_location,route_timing,guide_name_match,coverage_source,internal_coverage_row_count,acquire_treatment,read_or_learn_treatment,storage_treatment,hold_or_stage_treatment,duplicate_or_covered_treatment,master_gate_treatment,route_resolution_treatment,exclusion_treatment,branch_treatment,audit_status,coverage_statuses,completion_statuses,guide_locations,recommended_action,notes
book_document_objective,OBJ-000799,OBJ-000799,,The Sallow Regent,,spell_power,black_book_power_set,,,main_route,dragonborn,,0,,,,,,,Y,objective,2,Y,N,N,Y,N,N,N,N,N,book_document_objective_covered,placed_in_guide,default_selected | standing_default_reconfirmed,"Black Book Defaults and Progression Switches | Miraak Finale, Lost Knowledge, And Last Black Books",none,
book_document_objective,OBJ-000800,OBJ-000800,,Untold Legends,,spell_power,black_book_power_set,,,main_route,dragonborn,,0,,,,,,,Y,objective,2,Y,N,N,N,N,N,N,N,N,book_document_objective_covered,placed_in_guide,default_reconfirmed | default_selected,"Black Book Defaults and Progression Switches | Miraak Finale, Lost Knowledge, And Last Black Books",none,
book_document_objective,OBJ-000801,OBJ-000801,,The Winds of Change,,spell_power,black_book_power_set,,,main_route,dragonborn,,0,,,,,,,Y,objective,3,N,Y,N,Y,N,N,N,N,N,book_document_objective_covered,final_default_selected | placed_in_guide,complete | scholars_insight_retained,"Black Book Defaults and Progression Switches | Books, Spells, and Documents | Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
book_document_objective,OBJ-000819,OBJ-000819,,A Game at Dinner,,book_document,skill_book_title,,,main_route,base_game,skill_book,6,"Dead Crone Rock: Dead Crone Rock (The Reach), by a lever opening the way to the rooftop",skill_book_copy,selected_default_copy_pending_route_validation,Dead Crone Rock,Dead Crone Rock,Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,Y,objective,5,Y,Y,N,Y,Y,N,N,N,N,book_document_objective_covered,read_in_guide | redistributed_or_gated | same_location_left_unopened,complete | staged_for_scholars_insight_window,"Books, Spells, and Documents | Goldenglow Honningbrew Solitude And Snow Veil | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Whiterun Property Western Caves Gray-Mane Rescue And Onmund | Windhelm Murder Investigation And White Phial",none,
book_document_objective,OBJ-000820,OBJ-000820,,De Rerum Dirennis,,book_document,skill_book_title,,,main_route,base_game,skill_book,6,240 ft N of Evergreen Grove: 240 ft N of Evergreen Grove (Falkreath Hold),skill_book_copy,selected_default_copy_pending_route_validation,240 ft N of Evergreen Grove,240 ft N of Evergreen Grove,Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,Y,objective,4,Y,Y,N,Y,Y,N,N,N,N,book_document_objective_covered,audited_not_read_here | read_in_guide | redistributed_or_gated | same_location_left_unopened,complete | staged_for_scholars_insight_window,"Blades Research Blackreach And The Fallen | Books, Spells, and Documents | Haafingar Caves Volskygge And Night Hunter | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump",none,
book_document_objective,OBJ-000821,OBJ-000821,,Herbalist's Guide to Skyrim,,book_document,skill_book_title,,,main_route,base_game,skill_book,4,Arcadia's Cauldron: Arcadia's Cauldron (Whiterun),skill_book_copy,selected_default_copy_pending_route_validation,Arcadia's Cauldron,Arcadia's Cauldron,Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,Y,objective,2,Y,Y,N,Y,Y,N,N,N,N,book_document_objective_covered,read_in_guide | same_location_left_unopened,complete | staged_for_scholars_insight_window,"Books, Spells, and Documents | Riften Thaneship Frost And Rift Roads",none,
book_document_objective,OBJ-000822,OBJ-000822,,"Mannimarco, King of Worms",,book_document,skill_book_title,,,main_route,base_game,skill_book,5,"Evergreen Grove: Evergreen Grove (Falkreath Hold), on an altar",skill_book_copy,selected_default_copy_pending_route_validation,Evergreen Grove,Evergreen Grove,Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,Y,objective,3,Y,Y,N,Y,Y,N,N,N,N,book_document_objective_covered,read_in_guide | redistributed_or_gated | same_location_left_unopened,complete | staged_for_scholars_insight_window,"Books, Spells, and Documents | Dawnstar, Vaermina, And Cold-Weather Setup | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump",none,
book_document_objective,OBJ-000823,OBJ-000823,,Song of the Alchemists,,book_document,skill_book_title,,,main_route,base_game,skill_book,4,"Anise's Cabin: Anise's Cabin (Falkreath Hold), on a table at the foot of the bed",skill_book_copy,selected_apocrypha_scholar_insight_copy,Apocrypha,Waking Dreams Chapter III,Read during the level-60 Miraak finale after Scholar's Insight is active.,Y,objective,4,Y,Y,N,Y,N,N,N,N,N,book_document_objective_covered,not_routed_here | placed_in_guide | retrospectively_confirmed_read_after_scholars_insight | same_room_left_unopened,complete | staged_for_anise_cabin_or_scholars_insight_window | staged_for_selected_copy_later,"Books, Spells, and Documents | Goldenhills Farm And Rorikstead | Helgen Riverwood And First Survival Loop | Miraak Finale, Lost Knowledge, And Last Black Books",none,
book_document_objective,OBJ-000824,OBJ-000824,,Breathing Water,,book_document,skill_book_title,,,main_route,base_game,skill_book,6,"Ilinalta's Deep: Ilinalta's Deep (Falkreath Hold), underwater room, next to a submerged chest",skill_book_copy,selected_apocrypha_scholar_insight_copy,Apocrypha,The Hidden Twilight Chapter V,Read during the Tel Mithryn/Nchardak section after Scholar's Insight is active.,Y,objective,3,Y,Y,N,Y,N,N,N,N,N,book_document_objective_covered,placed_in_guide | retrospectively_confirmed_read_after_scholars_insight | same_location_left_unopened,complete | staged_for_scholars_insight_window,"Books, Spells, and Documents | Riften Thaneship Frost And Rift Roads | Tel Mithryn, Nchardak, And Kagrumez",none,
book_document_objective,OBJ-000825,OBJ-000825,,Daughter of the Niben,,book_document,skill_book_title,,,main_route,base_game,skill_book,5,"Brandy-Mug Farm: Brandy-Mug Farm (Eastmarch), on top of the fireplace",skill_book_copy,selected_default_copy_pending_route_validation,Brandy-Mug Farm,Brandy-Mug Farm,Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,Y,objective,3,Y,Y,N,Y,Y,N,N,N,N,book_document_objective_covered,nearby_candidate_not_routed | read_in_guide | reward_copy_acquired_unread,complete | staged_for_scholars_insight_read | staged_for_scholars_insight_window,"Books, Spells, and Documents | Fellglow Keep And Good Intentions | Windhelm Murder Investigation And White Phial",none,
book_document_objective,OBJ-000826,OBJ-000826,,Reality & Other Falsehoods,,book_document,skill_book_title,,,main_route,base_game,skill_book,6,Bthardamz Arcanex: Bthardamz Arcanex (The Reach) carried by Orchendor (only as part of quest The Only Cure),skill_book_copy,selected_default_copy_pending_route_validation,Snow-Shod Farm,Snow-Shod Farm,Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,Y,objective,4,Y,Y,N,Y,Y,N,N,N,Y,book_document_objective_covered,audited_not_routed_here | conditional_not_read_if_red_eagle | read_in_guide | same_location_left_unopened,complete | staged_for_scholar_insight | staged_for_scholars_insight_window | staged_with_reason,"Books, Spells, and Documents | Dawnstar, Pale Blade, And Heljarchen | Markarth Prison Daedric Rites And Reach Redoubts | Peryite's Shrine And Bthardamz",none,
book_document_objective,OBJ-000827,OBJ-000827,,Sithis,,book_document,skill_book_title,,,main_route,base_game,skill_book,5,Cradle Stone Tower: Cradle Stone Tower,skill_book_copy,selected_default_copy_pending_route_validation,Cradle Stone Tower,Cradle Stone Tower,Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,Y,objective,4,Y,Y,N,Y,Y,N,N,N,N,book_document_objective_covered,read_in_guide | redistributed_or_gated | same_location_left_unopened,complete | staged_for_scholars_insight_window,"Books, Spells, and Documents | Cicero Aventus And The Sanctuary Door | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Security, Shadowmere, And The Brotherhood Endgame",none,
book_document_objective,OBJ-000828,OBJ-000828,,The Lunar Lorkhan,,book_document,skill_book_title,,,main_route,base_game,skill_book,5,"Cragwallow Slope: Cragwallow Slope (Eastmarch), central chamber",skill_book_copy,selected_default_copy_pending_route_validation,Cragwallow Slope,Cragwallow Slope,Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,Y,objective,5,Y,Y,N,Y,Y,N,N,N,N,book_document_objective_covered,audited_not_read_here | read_in_guide | redistributed_or_gated | same_location_left_unopened | same_location_not_entered,complete | staged_for_scholars_insight_window | staged_for_selected_copy_or_late_reading_window | staged_for_skill_book_window_or_mzulft_bundle,"Arkngthamz And The First Aetherium Shards | Books, Spells, and Documents | Mzulft And The Winterhold Crisis | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Solitude Coast Wild Horse And Wolfskull",none,
book_document_objective,OBJ-000829,OBJ-000829,,Father Of The Niben,,book_document,skill_book_title,,,main_route,base_game,skill_book,5,"Hunter's Rest: Hunter's Rest (Falkreath Hold), between two bedrolls",skill_book_copy,selected_default_copy_pending_route_validation,Hunter's Rest,Hunter's Rest,Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,Y,objective,3,Y,Y,N,Y,Y,N,N,N,N,book_document_objective_covered,read_in_guide | redistributed_or_gated | same_location_left_unopened,complete | staged_for_scholars_insight_window,"Books, Spells, and Documents | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Riften Thaneship Frost And Rift Roads",none,
book_document_objective,OBJ-000830,OBJ-000830,,"The Black Arrow, v2",,book_document,skill_book_title,,,main_route,base_game,skill_book,5,"Brood Cavern: Brood Cavern (Hjaalmarch), on the body of a dead hunter",skill_book_copy,selected_scholar_insight_route_copy,Robber's Gorge,Robber's Gorge,Read during the Vampire Lord cure closeout after Scholar's Insight is active.,Y,objective,2,Y,Y,N,Y,N,N,N,N,N,book_document_objective_covered,placed_in_guide | retrospectively_confirmed_read_after_scholars_insight,complete,"Books, Spells, and Documents | Vampire Lord Mastery and Rising at Dawn Closeout",none,
book_document_objective,OBJ-000831,OBJ-000831,,The Gold Ribbon of Merit,,book_document,skill_book_title,,,main_route,base_game,skill_book,6,"Angi's Camp: Angi's Camp (Falkreath Hold), inside the shack, on the end table by the bed",skill_book_copy,selected_apocrypha_scholar_insight_copy,Apocrypha,Untold Legends Chapter IV,Read during the Benkongerike/Untold Legends Lost Knowledge route after Scholar's Insight is active.,Y,objective,4,Y,Y,N,Y,N,N,N,N,N,book_document_objective_covered,audited_not_read_here | placed_in_guide | retrospectively_confirmed_read_after_scholars_insight | same_location_left_unopened,complete | staged_for_scholars_insight_window,"Books, Spells, and Documents | Imperial Civil War | Miraak Finale, Lost Knowledge, And Last Black Books | Riften Thaneship Frost And Rift Roads",none,
book_document_objective,OBJ-000832,OBJ-000832,,The Marksmanship Lesson,,book_document,skill_book_title,,,main_route,base_game,skill_book,5,"Cliffside Retreat: Cliffside Retreat (The Reach), on a table",skill_book_copy,selected_default_copy_pending_route_validation,Cliffside Retreat,Cliffside Retreat,Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,Y,objective,4,Y,Y,N,Y,Y,N,N,N,N,book_document_objective_covered,read_in_guide | redistributed_or_gated | same_location_left_unopened,complete | staged_for_scholars_insight_window | staged_for_selected_copy_later,"Books, Spells, and Documents | Companions Entry | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Security, Shadowmere, And The Brotherhood Endgame",none,
book_document_objective,OBJ-000833,OBJ-000833,,Vernaccus and Bourlor,,book_document,skill_book_title,,,main_route,base_game,skill_book,5,Clearspring Cave: Clearspring Cave (The Rift),skill_book_copy,selected_scholar_insight_route_copy,Graywinter Watch,Graywinter Watch,Leave the Graywinter Watch copy closed during the Rift/Kyne's Sacred Trials route; return and read it during the post-Scholar's Insight skill-book reconciliation.,Y,objective,4,Y,Y,N,Y,N,N,N,N,N,book_document_objective_covered,knifepoint_copy_held | not_read_here | read_in_guide | redistributed_or_gated,complete | staged_for_scholar_insight | staged_for_scholars_insight_window,"Books, Spells, and Documents | Falkreath Land Lakeview Foundation And Glenmoril Coven | Markarth Prison Daedric Rites And Reach Redoubts | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump",none,
book_document_objective,OBJ-000834,OBJ-000834,,"A Dance in Fire, v2",,book_document,skill_book_title,,,main_route,base_game,skill_book,5,"Fort Snowhawk: Fort Snowhawk (Hjaalmarch), on a table in the room west of the back entrance in the main keep",skill_book_copy,selected_default_copy_pending_route_validation,Fort Snowhawk,Fort Snowhawk,Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,Y,objective,3,Y,Y,N,Y,Y,N,N,N,N,book_document_objective_covered,audited_not_read_here | read_in_guide | redistributed_or_gated,complete | staged_for_scholars_insight_skill_book_window,"Books, Spells, and Documents | Karthspire Sky Haven And Dragonbane | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump",none,
book_document_objective,OBJ-000835,OBJ-000835,,Battle of Red Mountain,,book_document,skill_book_title,,,main_route,base_game,skill_book,5,Largashbur Cellar: Largashbur Cellar (The Rift),skill_book_copy,selected_default_copy_pending_route_validation,Largashbur Cellar,Largashbur Cellar,Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,Y,objective,2,Y,Y,N,Y,Y,N,N,N,N,book_document_objective_covered,read_in_guide | redistributed_or_gated,complete,"Books, Spells, and Documents | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump",none,
book_document_objective,OBJ-000836,OBJ-000836,,Death Blow of Abernanit,,book_document,skill_book_title,,,main_route,base_game,skill_book,6,430 ft W of Dawnstar: 430 ft W of Dawnstar,skill_book_copy,selected_apocrypha_scholar_insight_copy,Apocrypha,Epistolary Acumen Chapter III,Read during the Tel Mithryn/Nchardak section after Scholar's Insight is active.,Y,objective,7,Y,Y,N,Y,Y,N,N,N,N,book_document_objective_covered,audited_not_routed_here | nearby_candidate_not_routed | placed_in_guide | retrospectively_confirmed_read_after_scholars_insight | same_location_left_unopened | same_room_left_unopened,complete | staged_for_scholars_insight_window | staged_for_selected_copy_or_late_reading_window | staged_for_selected_dawnstar_copy | staged_with_reason,"Books, Spells, and Documents | Dawnstar, Pale Blade, And Heljarchen | First Day In Whiterun | Gauldur Legend Finale | Peryite's Shrine And Bthardamz | Riften Thaneship Frost And Rift Roads | ... (7 total)",none,
book_document_objective,OBJ-000837,OBJ-000837,,The Mirror,,book_document,skill_book_title,,,main_route,base_game,skill_book,4,"Broken Tower Redoubt: Broken Tower Redoubt (The Reach), on bookshelf in the sleeping area",skill_book_copy,selected_default_copy_pending_route_validation,Broken Tower Redoubt,Broken Tower Redoubt,Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,Y,objective,4,Y,Y,N,Y,Y,N,N,N,N,book_document_objective_covered,not_read_here | read_in_guide | same_location_left_unopened,complete | staged_for_scholar_insight_or_captain_aldis | staged_for_scholars_insight_or_aldis_favor | staged_for_scholars_insight_window,"Books, Spells, and Documents | Markarth Prison Daedric Rites And Reach Redoubts | Solitude Coast Wild Horse And Wolfskull | Windhelm Murder Investigation And White Phial",none,
book_document_objective,OBJ-000838,OBJ-000838,,Warrior,,book_document,skill_book_title,,,main_route,base_game,skill_book,5,"Driftshade Refuge: Driftshade Refuge (Winterhold), near the fireplace in the boss's chamber",skill_book_copy,selected_default_copy_pending_route_validation,Driftshade Refuge,Driftshade Refuge,Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,Y,objective,5,Y,Y,N,Y,Y,N,N,N,N,book_document_objective_covered,audited_not_read_here | read_in_guide | redistributed_or_gated | selected_source_left_unopened,complete | staged_for_scholars_insight_window,"Blades Research Blackreach And The Fallen | Books, Spells, and Documents | Companions Finale, Totems, And Beast-Blood Preservation | Imperial Civil War | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump",none,
book_document_objective,OBJ-000839,OBJ-000839,,"2920, Frostfall, v10",,book_document,skill_book_title,,,main_route,base_game,skill_book,5,"Belyn Hlaalu's House: Belyn Hlaalu's House (Windhelm), upstairs behind the dresser",skill_book_copy,selected_default_copy_pending_route_validation,Belyn Hlaalu's House,Belyn Hlaalu's House,Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,Y,objective,2,Y,Y,N,Y,Y,N,N,N,N,book_document_objective_covered,audited_not_routed_here | read_in_guide,complete | staged_for_selected_copy_or_late_reading_window,"Books, Spells, and Documents | Gauldur Legend Finale",none,
