item_member_id,parent_objective_id,parent_objective_name,source_creation,item_name,item_category,source_content,source_page,source_id,source_section,existing_objective_id,source_table_detail,route_treatment,citations,notes
ITEM-000014,OBJ-000693,Arcane Accessories Spell Tome and Robe Set,Arcane Accessories,Spell Tome: Elemental Blast,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Arcane_Accessories_Items,SRC-000102,Spell Tomes,OBJ-001008,"650 | An elemental explosion for 40 points of fire damage, 40 points of shock damage, and half as much damage to stamina.",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000015,OBJ-000693,Arcane Accessories Spell Tome and Robe Set,Arcane Accessories,Spell Tome: Elemental Bolt,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Arcane_Accessories_Items,SRC-000102,Spell Tomes,OBJ-000991,"95 | An elemental explosion for 20 points of fire damage, 20 points of shock damage, and half as much damage to stamina.",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000016,OBJ-000693,Arcane Accessories Spell Tome and Robe Set,Arcane Accessories,Spell Tome: Elemental Burst,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Arcane_Accessories_Items,SRC-000102,Spell Tomes,OBJ-001000,"350 | An elemental explosion for 30 points of fire damage, 30 points of shock damage, and half as much damage to stamina.",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000017,OBJ-000693,Arcane Accessories Spell Tome and Robe Set,Arcane Accessories,Spell Tome: Elemental Flare,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Arcane_Accessories_Items,SRC-000102,Spell Tomes,OBJ-000987,"65 | An elemental explosion for 15 points of fire damage, 15 points of shock damage, and half as much damage to stamina.",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000018,OBJ-000693,Arcane Accessories Spell Tome and Robe Set,Arcane Accessories,Spell Tome: Fenrik's Welcome,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Arcane_Accessories_Items,SRC-000102,Spell Tomes,OBJ-001033,350 | Caster becomes invisible and can open locks with level Expert and below for 5 seconds. Activating an object or attacking will break the spell.,already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000019,OBJ-000693,Arcane Accessories Spell Tome and Robe Set,Arcane Accessories,Spell Tome: Hangman's Noose,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Arcane_Accessories_Items,SRC-000102,Spell Tomes,OBJ-001004,"350 | Absorb 26 points of health per second from target, for 3 seconds.",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000020,OBJ-000693,Arcane Accessories Spell Tome and Robe Set,Arcane Accessories,Spell Tome: Mara's Wrath,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Arcane_Accessories_Items,SRC-000102,Spell Tomes,OBJ-001011,"650 | For 30 seconds, opponents in melee range take 16 points fire damage per second. Undead up to level 26 flee for 30 seconds. Swim unharmed in freezing cold water.",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000021,OBJ-000693,Arcane Accessories Spell Tome and Robe Set,Arcane Accessories,Spell Tome: Orum's Aquatic Escape,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Arcane_Accessories_Items,SRC-000102,Spell Tomes,OBJ-001031,350 | Caster is invisible for 15 seconds. Activating an object or attacking will break the spell. Can breathe water for 15 seconds. Improved night vision for 15 seconds.,already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000022,OBJ-000693,Arcane Accessories Spell Tome and Robe Set,Arcane Accessories,Spell Tome: Paralysis Rune,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Arcane_Accessories_Items,SRC-000102,Spell Tomes,OBJ-000920,"120 | Cast on a nearby surface, it explodes when enemies are nearby, immobilizing them for 8 seconds.",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000023,OBJ-000693,Arcane Accessories Spell Tome and Robe Set,Arcane Accessories,Spell Tome: Pride of Hirstaang,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Arcane_Accessories_Items,SRC-000102,Spell Tomes,OBJ-000978,690 | Summons a Bear for 60 seconds wherever the caster is pointing. Resist 50% of frost damage for 60 seconds. Health regenerates 50% faster for 60 seconds.,already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000024,OBJ-000693,Arcane Accessories Spell Tome and Robe Set,Arcane Accessories,Spell Tome: Strangulation,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Arcane_Accessories_Items,SRC-000102,Spell Tomes,OBJ-000998,"95 | Absorb 16 points of health per second from target, for 3 seconds.",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000025,OBJ-000693,Arcane Accessories Spell Tome and Robe Set,Arcane Accessories,Spell Tome: Touch of Death,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Arcane_Accessories_Items,SRC-000102,Spell Tomes,OBJ-001013,"650 | Absorb 40 points of health per second from target, for 4 seconds.",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000026,OBJ-000693,Arcane Accessories Spell Tome and Robe Set,Arcane Accessories,Spell Tome: Unbounded Flames,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Arcane_Accessories_Items,SRC-000102,Spell Tomes,OBJ-001014,950 | Casts a stream of long-distance fireballs in an arc. Impact creates a wall of fire that does 50 points of fire damage per second.,already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000027,OBJ-000693,Arcane Accessories Spell Tome and Robe Set,Arcane Accessories,Spell Tome: Unbounded Freezing,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Arcane_Accessories_Items,SRC-000102,Spell Tomes,OBJ-001015,"950 | A freezing wind envelops the caster, knocking down nearby enemies and freezing them for 50 points of damage per second to Health and Stamina.",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000028,OBJ-000693,Arcane Accessories Spell Tome and Robe Set,Arcane Accessories,Spell Tome: Unbounded Storms,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Arcane_Accessories_Items,SRC-000102,Spell Tomes,OBJ-001016,"950 | Targets in melee range take 40 points of shock damage per second to Health, and half that to Magicka. Random lightning strikes deal an additional 30 damage.",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000029,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Masked Necromancer Hood,apparel,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Apparel,,1 | 15 | 18 | Yngvild Throne Room,source_listed_member,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000030,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Necromancer Hood,apparel,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Apparel,,1 | 10 | 18 | Fellglow Keep,source_listed_member,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000031,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Necromancer Robes,apparel,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Apparel,,1 | 10 | 27 | Fellglow Keep,source_listed_member,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000032,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Runic Necromancer Robes,apparel,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Apparel,,1 | 25 | 27 | Yngvild Throne Room,source_listed_member,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000033,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Ascendant Necromancer Hood,apparel,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Magic Apparel,,1 | 1124 | 18 | Increases your Magicka by 100 points. Health regeneration decreased by 30%. Note: magicka effect applies only at night (7pm-5am),source_listed_member,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000034,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Ascendant Necromancer Robes,apparel,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Magic Apparel,,1 | 1124 | 27 | Conjuration spells last 25% longer. Increases summon limit by 1 for lesser conjured or reanimated undead.,source_listed_member,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000035,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Elite Necromancer Hood,apparel,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Magic Apparel,,"1 | 943 | 18 | Increases your Magicka by 85 points. Health regeneration decreased by 30%. Note: magicka effect applies only at night (7pm-5am) | Sunderstone Gorge . If you are above level 46, there is an Arch Necromancer standing outside the cave who may carry this item.",source_listed_member,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000036,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Elite Necromancer Robes,apparel,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Magic Apparel,,"1 | 943 | 27 | Conjuration spells last 20% longer. Increases summon limit by 1 for lesser conjured or reanimated undead. | Sunderstone Gorge. If you are above level 46, there is an Arch Necromancer standing outside the cave who may carry this item.",source_listed_member,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000037,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Necromancer Hood of Eminent Magicka,apparel,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Magic Apparel,,1 | 528 | 18 | Increases your Magicka by 50 points.,source_listed_member,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000038,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Necromancer Hood of Extreme Magicka,apparel,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Magic Apparel,,1 | 643 | 18 | Increases your Magicka by 60 points.,source_listed_member,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000039,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Necromancer Hood of Magicka,apparel,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Magic Apparel,,1 | 305 | 18 | Increases your Magicka by 30 points.,source_listed_member,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000040,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Necromancer Hood of Major Magicka,apparel,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Magic Apparel,,1 | 415 | 27 | Increases your Magicka by 40 points.,source_listed_member,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000041,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Necromancer Robes of Quickening,apparel,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Magic Apparel,,1 | 60 | 27 | Magicka regenerates 75% faster.,source_listed_member,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000042,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Necromancer Robes of Recharging,apparel,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Magic Apparel,,1 | 85 | 27 | Magicka regenerates 100% faster.,source_listed_member,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000043,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Necromancer Robes of Replenishing,apparel,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Magic Apparel,,1 | 110 | 27 | Magicka regenerates 125% faster.,source_listed_member,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000044,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Necromancer Robes of Resurgence,apparel,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Magic Apparel,,1 | 160 | 27 | Magicka regenerates 150% faster.,source_listed_member,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000045,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Spell Tome: Banish Undead,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Spell Tomes,OBJ-000951,"1 | 325 | Summoned or raised undead up to level 15 are sent back to the grave. Banish Undead , 15 pts Banish/Command Undead Push , 100 pts Banish - Damage Health , 20 pts for 1 sec Banish - Damage Health , 1000000 pts for 1 sec",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000046,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Spell Tome: Conjure Ancient Deathpriest,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Spell Tomes,OBJ-000979,"1 | 1150 | Summons an Ancient Deathpriest for 60 seconds. Conjure Ancient Deathpriest , for 60 secs",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000047,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Spell Tome: Conjure Bone Colossus,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Spell Tomes,OBJ-000980,"1 | 1150 | Summons a Bone Colossus for 60 seconds. While active, conjured skeletons regenerate health and you can summon 2 additional skeletons. Only 1 colossus can be summoned at a time. Conjure Bone Colossus , for 60 secs",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000048,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Spell Tome: Conjure Cursed Spectre,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Spell Tomes,OBJ-000970,"1 | 650 | Summons a Cursed Spectre for 60 seconds that drains health and magicka from enemies. Conjure Cursed Spectre , for 60 secs",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000049,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Spell Tome: Conjure Haunting Spirit,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Spell Tomes,OBJ-000943,"1 | 100 | Summons a Haunting Spirit for 60 seconds. When killed, the spirit steals 10 points from the skills of its killer and transfers them to the caster for a short time. Conjure Haunting Spirit , for 60 secs",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000050,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Spell Tome: Conjure Skeleton Champion,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Spell Tomes,OBJ-000963,"1 | 345 | Summons a Skeleton Champion that gains +10% attack damage for each nearby enemy (up to 5) for 60 seconds. Conjure Skeleton Champion , for 60 secs",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000051,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Spell Tome: Conjure Skeleton Marksman,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Spell Tomes,OBJ-000944,"1 | 100 | Summons a Skeleton Marksman whose arrows weaken foes for 60 seconds. Conjure Skeleton Marksman , for 60 secs",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000052,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Spell Tome: Conjure Skeleton Minion,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Spell Tomes,OBJ-000935,"1 | 50 | Summons a weak Skeleton warrior for 60 seconds. Conjure Skeleton Minion , for 60 secs",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000053,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Spell Tome: Conjure Skeleton Warlock,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Spell Tomes,OBJ-000973,"1 | 650 | Summons a Skeleton Warlock that wields powerful shock magic for 60 seconds. Conjure Skeleton Warlock , for 60 secs",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000054,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Spell Tome: Conjure Tomb Guardian,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Spell Tomes,OBJ-000964,"1 | 345 | Summons a Tomb Guardian for 60 seconds that conjures a Shade when it kills an enemy. Conjure Tomb Guardian , for 60 secs",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
ITEM-000055,OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,Necromantic Grimoire,Spell Tome: Conjure Undying Ghost,spell_tome,ae_creation,https://en.uesp.net/wiki/Skyrim:Necromantic_Grimoire_Items,SRC-000103,Spell Tomes,OBJ-000936,"1 | 50 | Consumes all magicka and summons an Undying Ghost for 60 seconds. The ghost's attributes are equal to twice the amount of magicka consumed (up to 600). Conjure Undying Ghost , for 60 secs",already_tracked_in_spell_tome_table,SN-000069-ae-magic-staff-and-station-member-expansion.md,Member/acquisition detail captured for parent-set expansion; exact route selection and checklist mapping deferred.
