enchantment_record_id,objective_id,enchantment_name,enchantment_type,effect_group,source_content,source_page,source_id,base_magnitude,base_cost,enchantable_item_slots,disenchant_sources,learning_policy,preservation_conflict_item,route_treatment,citations,notes
ENCH-000011,OBJ-002477,Fortify Lockpicking,apparel,Fortify Skill,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+13%,168,head | neck | hands | finger,All varieties of Bracers/Gauntlets and Necklaces of Lockpicking Includes the enchantments of [Minor/Major/Eminent/Extreme/Peerless] Lockpicking,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000012,OBJ-002478,Fortify One-Handed,apparel,Fortify Skill,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+13% damage,369,neck | hands | finger | feet,"All varieties of Bracers/Gauntlets, Necklaces, and Rings of Wielding Includes the enchantments of [Minor/Major/Eminent/Extreme/Peerless] Wielding",main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000013,OBJ-002479,Fortify Pickpocket,apparel,Fortify Skill,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+13% multiplier to success chance,184,neck | hands | finger | feet,All varieties of Bracers/Gauntlets and Rings of Deft Hands Includes the enchantments of [Minor/Major/Eminent/Extreme/Peerless] Deft Hands,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000014,OBJ-002480,Fortify Restoration,apparel,Fortify Skill,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,-8% casting cost,231,head | neck | chest | finger,"All varieties of Armor, Circlets, Helmets, and Rings of Restoration Includes the enchantments of [Minor/Major/Eminent/Extreme/Peerless] Restoration",main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000015,OBJ-002481,Fortify Smithing,apparel,Fortify Skill,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+8% tempering strength,236,neck | chest | hands | finger,"All varieties of Bracers/Gauntlets, Necklaces, and Rings of Smithing Includes the enchantments of [Minor/Major/Eminent/Extreme/Peerless] Smithing Silver-Blood Family Ring The Forgemaster's Fingers",main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000016,OBJ-002482,Fortify Sneak,apparel,Fortify Skill,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+13%,672,neck | hands | finger | feet,"All varieties of Boots, Necklaces, and Rings of Sneaking Includes the enchantments of [Minor/Major/Eminent/Extreme/Peerless] Sneaking",main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000017,OBJ-002483,Fortify Two-Handed,apparel,Fortify Skill,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+13% damage,369,neck | hands | finger | feet,"All varieties of Bracers/Gauntlets, Necklaces, and Rings of Sure Grip Includes the enchantments of [Minor/Major/Eminent/Extreme/Peerless] Sure Grip Ironhand Gauntlets Ring of Minor Striking",main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000018,OBJ-002484,Fortify Healing Rate,apparel,Fortify Attribute,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+10%,251,neck | chest | finger,"All varieties of Armor, Necklaces, and Rings of Mending All varieties of Armor, Necklaces, and Rings of Revival All varieties of Armor, Necklaces, and Rings of Regeneration All varieties of Armor, Necklaces, and Rings of Remedy",main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000019,OBJ-002485,Fortify Health,apparel,Fortify Attribute,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+20,202,neck | chest | finger | shield,All varieties of Armor of Health Includes the enchantments of [Minor/Major/Eminent/Extreme/Peerless] Health Enchanted Ring,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000020,OBJ-002486,Fortify Magicka,apparel,Fortify Attribute,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+20,188,head | neck | hands | finger,"All varieties of Circlets, Helmets, and Rings of Magicka Includes the enchantments of [Minor/Major/Eminent/Extreme/Peerless] Magicka Adept Hood Amulet of Julianos Apprentice Hood Black Mage Hood Executioner's Hood Mage's Circlet Novice Hood Savos Aren's Amulet",main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000021,OBJ-002487,Fortify Magicka Regen,apparel,Fortify Attribute,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+20%,53,head | chest | finger,"All varieties of Helmets, Rings, and Robes of Recovery items All varieties of Armor, Helmets, Rings, and Robes of Replenishing All varieties of Helmets, Rings, and Robes of Resurgence Adept Robes Apprentice Robes Black Mage Robes Blue Mage Robes Expert Robes Hooded Black Mage Robes Hooded Necromancer Robes Master Robes Mythic Dawn Robes Necromancer Robes Novice Robes",main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000022,OBJ-002488,Fortify Stamina,apparel,Fortify Attribute,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+20,161,neck | chest | finger | feet,"All varieties of Armor, Boots, Necklaces, and Rings of Stamina Includes the enchantments of [Minor/Major/Eminent/Extreme/Peerless] Stamina",main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000023,OBJ-002489,Fortify Stamina Regen,apparel,Fortify Attribute,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+10%,125,neck | chest | finger | feet,"All varieties of Armor, Necklaces and Rings of Invigoration All varieties of Armor, Necklaces and Rings of Recuperation All varieties of Armor, Necklaces and Rings of Rejuvenation All varieties of Armor, Necklaces and Rings of Renewal",main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000024,OBJ-002490,Fortify Carry Weight,apparel,Fortify Other,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+15,393,neck | hands | finger | feet,Charmed Necklace All varieties of Boots of Brawn All varieties of Boots of Hauling All varieties of Boots of Lifting All varieties of Boots of the Mammoth All varieties of Boots of the Ox All varieties of Boots of Strength,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000025,OBJ-002491,Fortify Alteration and Magicka Regen,apparel,Fortify Other,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,-5% casting cost +10% Magicka Regen,176,chest,All varieties of Robes of Alteration Includes the enchantments of [Minor/Major/Eminent/Extreme/Peerless] Alteration,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000026,OBJ-002492,Fortify Conjuration and Magicka Regen,apparel,Fortify Other,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,-5% casting cost +10% Magicka Regen,199,chest,All varieties of Robes and Vampire Armor DG of Conjuration Includes the enchantments of [Minor/Major/Eminent/Extreme/Peerless] Conjuration,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000027,OBJ-002493,Fortify Destruction and Magicka Regen,apparel,Fortify Other,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,-5% casting cost +10% Magicka Regen,205,chest,All varieties of Robes and Vampire Armor DG of Destruction Includes the enchantments of [Minor/Major/Eminent/Extreme/Peerless] Destruction,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000028,OBJ-002494,Fortify Illusion and Magicka Regen,apparel,Fortify Other,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,-5% casting cost +10% Magicka Regen,182,chest,All varieties of Robes of Illusion Includes the enchantments of [Minor/Major/Eminent/Extreme/Peerless] Illusion,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000029,OBJ-002495,Dark Moon,apparel,Fortify Other,ae_creation,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+40 Magicka -30% Health Regen,404,head | neck | hands | finger,Elite and Ascendant Necromancer Hoods CC,main_route_ae_creation_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000030,OBJ-002496,Empower Necromancy,apparel,Fortify Other,ae_creation,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,Conjuration spell duration +5% Lesser undead summon limit +1,199,chest,Elite and Ascendant Necromancer Robes CC,main_route_ae_creation_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000031,OBJ-002497,Fortify Restoration and Magicka Regen,apparel,Fortify Other,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,-5% casting cost +10% Magicka Regen,193,chest,All varieties of Robes of Restoration Includes the enchantments of [Minor/Major/Eminent/Extreme/Peerless] Restoration,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000032,OBJ-002498,Fortify Unarmed,apparel,Fortify Other,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+5 damage,88,hands | finger,Gloves of the Pugilist,excluded_unique_preservation,Gloves of the Pugilist,excluded_unique_preservation,SN-000083-enchantment-learning-scope.md,Excluded from main-route learning under preservation or availability policy; kept for audit.
ENCH-000033,OBJ-002499,Resist Disease,apparel,Resist,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+25%,55,neck | chest | finger | shield,Necklace of Disease Immunity Necklace of Disease Resistance,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000034,OBJ-002500,Resist Fire,apparel,Resist,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+15%,176,neck | finger | feet | shield,"All varieties of Boots, Necklaces, and Shields of Dwindling Flames All varieties of Boots, Necklaces, and Shields of Fire Abatement All varieties of Boots, Necklaces, and Shields of Fire Suppression All varieties of Boots, Necklaces, and Shields of Flame Suppression All varieties of Boots, Necklaces, and Shields of the Firewalker All varieties of Boots, Necklaces, and Shields of Resist Fire All varieties of Boots, Necklaces, and Shields of Waning Fire Ancient Helmet of the Unburned Steel Shield of Fire Resist",main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000035,OBJ-002501,Resist Frost,apparel,Resist,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+15%,186,neck | finger | feet | shield,"All varieties of Armor, Boots, Necklaces, and Shields of Dwindling Frost All varieties of Armor, Boots, Necklaces, and Shields of Frost Abatement All varieties of Armor, Boots, Necklaces, and Shields of Frost Suppression All varieties of Armor, Boots, Necklaces, and Shields of Resist Frost All varieties of Armor, Boots, Necklaces, and Shields of Waning Frost All varieties of Armor, Boots, Necklaces, and Shields of Warmth Helm of Yngol Herebane's Fortress Necklace of Frost Resist",main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000036,OBJ-002502,Resist Magic,apparel,Resist,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+8%,187,neck | finger | shield,"All varieties of Necklaces, Rings, and Shields of Dwindling Magic, of Resist Magic, of Waning Magic, of Magic Abatement, of Magic Suppression, and of Nullification A second version of the effect is available from one item: Shield of Solitude",main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000037,OBJ-002503,Resist Poison,apparel,Resist,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+15%,39,neck | chest | finger | shield,Necklace of Poison Immunity Necklace of Poison Resistance,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000038,OBJ-002504,Resist Shock,apparel,Resist,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+15%,196,neck | finger | feet | shield,"All varieties of Boots, Necklaces, and Shields of Dwindling Shock All varieties of Boots, Necklaces, and Shields of Grounding All varieties of Boots, Necklaces, and Shields of Resist Shock All varieties of Boots, Necklaces, and Shields of Shock Abatement All varieties of Boots, Necklaces, and Shields of Shock Suppression All varieties of Boots, Necklaces, and Shields of Waning Shock",main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000039,OBJ-002505,Muffle,apparel,Other,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,n/a,105,feet,All varieties of Boots of Muffling,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000040,OBJ-002506,Waterbreathing,apparel,Other,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,n/a,100,head | neck | finger,"All varieties of Circlets, Helmets, and Necklaces of Waterbreathing",main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000041,OBJ-002507,Absorb Health,weapon,Absorb,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,8,31,weapon,All weapons of Absorption All weapons of Consuming All weapons of Devouring All weapons of Leeching All weapons of the Vampire Blade of Woe Drainblood Battleaxe Gauldur Blackblade,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000042,OBJ-002508,Absorb Magicka,weapon,Absorb,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,10,21,weapon,All weapons of the Sorcerer All weapons of Evoking All weapons of Harrowing All weapons of Siphoning All weapons of Winnowing Gauldur Blackbow Drainspell Bow - has unique version of effect,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000043,OBJ-002509,Absorb Stamina,weapon,Absorb,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,10,22,weapon,All weapons of Subsuming All weapons of Garnering All weapons of Gleaning All weapons of Harvesting All weapons of Reaping Drainheart Sword - has unique version of effect,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000044,OBJ-002510,Chaos Damage,weapon,Damage,dragonborn,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,10,19,weapon,All weapons of Chaos All weapons of Extreme Chaos All weapons of High Chaos All weapons of Ultimate Chaos Champion's Cudgel,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000045,OBJ-002511,Fire Damage,weapon,Damage,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,10,11,weapon,All weapons of Burning All weapons of Scorching All weapons of Embers All weapons of Fire All weapons of Flames All weapons of the Blaze All weapons of the Inferno Herebane's Courage,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000046,OBJ-002512,Frost Damage,weapon,Damage,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,10 50% slow for 2 seconds,13,weapon,All weapons of Chills All weapons of Blizzards All weapons of Cold All weapons of Freezing All weapons of Frost All weapons of Ice All weapons of Winter Aegisbane Eduj Firiniel's End Grimsever Okin,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000047,OBJ-002513,Magicka Damage,weapon,Damage,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,15,15,weapon,All weapons of Depleting All weapons of Diminishing All weapons of Draining All weapons of Enervating All weapons of Nullifying All weapons of Sapping,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000048,OBJ-002514,Shock Damage,weapon,Damage,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,10,14,weapon,All weapons of Sparks All weapons of Arcing All weapons of Shocks All weapons of Thunderbolts All weapons of Lightning All weapons of Storms,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000049,OBJ-002515,Stamina Damage,weapon,Damage,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,15,29,weapon,All weapons of Debilitation All weapons of Exhaustion All weapons of Fatigue All weapons of Lethargy All weapons of Torpor All weapons of Weariness Froki's Bow,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000050,OBJ-002516,Banish,weapon,Repel,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,Level 10,113,weapon,All weapons of Annihilating All weapons of Banishing All weapons of Expelling,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000051,OBJ-002517,Fear,weapon,Repel,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,"Level 10, for 30 seconds",16,weapon,All weapons of Cowardice All weapons of Despair All weapons of Dismay All weapons of Dread All weapons of Fear All weapons of Terror,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000052,OBJ-002518,Turn Undead,weapon,Repel,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,"Level 10, for 30 seconds",29,weapon,All varieties of Blessed weapons All varieties of Hallowed weapons All varieties of Holy weapons All varieties of Reverent weapons All varieties of Sanctified weapons All varieties of Virtuous weapons,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000053,OBJ-002519,Paralyze,weapon,Apply Effect,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,26% chance for 2 seconds,34,weapon,All weapons of Immobilizing All weapons of Petrifying All weapons of Stunning,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000054,OBJ-002520,Soul Trap,weapon,Apply Effect,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,4 seconds,9,weapon,All weapons of Animus All weapons of Binding All weapons of Damnation All weapons of Malediction All weapons of Soul Snares All weapons of Souls,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000055,OBJ-002521,Briarheart Geis,weapon,Special,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+5 damage vs. Nords,0,weapon,Briarheart Geis,excluded_unobtainable,Briarheart Geis,excluded_unobtainable,SN-000083-enchantment-learning-scope.md,Excluded from main-route learning under preservation or availability policy; kept for audit.
ENCH-000056,OBJ-002522,Fiery Soul Trap,weapon,Special,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,5 seconds 10 fire damage,11,weapon,Steel Battleaxe of Fiery Souls,excluded_unique_preservation,Steel Battleaxe of Fiery Souls,excluded_unique_preservation,SN-000083-enchantment-learning-scope.md,Excluded from main-route learning under preservation or availability policy; kept for audit.
ENCH-000057,OBJ-002523,Huntsman's Prowess,weapon,Special,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+3 damage vs. Animals,3,weapon,Poacher's Axe,excluded_unique_preservation,Poacher's Axe,excluded_unique_preservation,SN-000083-enchantment-learning-scope.md,Excluded from main-route learning under preservation or availability policy; kept for audit.
ENCH-000058,OBJ-002524,Silent Moons Enchant,weapon,Special,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,+10 damage between 9pm and 5am,5,weapon,Lunar Iron Mace Lunar Iron Sword Lunar Iron War Axe Lunar Steel Mace Lunar Steel Sword Lunar Steel War Axe,main_route_nonunique_source,,source_listed_enchantment_learning,SN-000083-enchantment-learning-scope.md,Source-listed enchantment; final source item and timing selection deferred.
ENCH-000059,OBJ-002525,Smithing Expertise,weapon,Special,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting_Effects,SRC-000287,5 shock damage +5 Smithing,11,weapon,Notched Pickaxe,excluded_unique_preservation,Notched Pickaxe,excluded_unique_preservation,SN-000083-enchantment-learning-scope.md,Excluded from main-route learning under preservation or availability policy; kept for audit.
