perk_rank_record_id,perk_node_record_id,skill_record_id,skill_name,specialization,perk_node_name,perk_rank,perk_max_ranks,skill_requirement_level,skill_requirement_text,prerequisite_perks,description,form_id,parent_perk_tree_objective_id,source_content,source_page,source_id,citations,route_treatment,notes
PERKRANK-000011,PERKNODE-000009,SKILL-000001,Alteration,magic,Stability,1,1,70,70 Alteration,Adept Alteration,Alteration spells have 50% greater duration.,000581fc,OBJ-002445,base_game,https://en.uesp.net/wiki/Skyrim:Alteration,SRC-000269,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000012,PERKNODE-000010,SKILL-000001,Alteration,magic,Mage Armor,1,3,30,30 Alteration,Apprentice Alteration,Protection spells like Stoneflesh are twice as strong if not wearing armor.,000d7999,OBJ-002445,base_game,https://en.uesp.net/wiki/Skyrim:Alteration,SRC-000269,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000013,PERKNODE-000010,SKILL-000001,Alteration,magic,Mage Armor,2,3,50,50 Alteration,Apprentice Alteration,Protection spells like Stoneflesh are 2.5 times as strong if not wearing armor.,000d799a,OBJ-002445,base_game,https://en.uesp.net/wiki/Skyrim:Alteration,SRC-000269,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000014,PERKNODE-000010,SKILL-000001,Alteration,magic,Mage Armor,3,3,70,70 Alteration,Apprentice Alteration,Protection spells like Stoneflesh are three times as strong if not wearing armor.,000d799b,OBJ-002445,base_game,https://en.uesp.net/wiki/Skyrim:Alteration,SRC-000269,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000015,PERKNODE-000011,SKILL-000002,Conjuration,magic,Novice Conjuration,1,1,0,none,none,Cast Novice level Conjuration spells for half magicka.,000f2ca7,OBJ-002446,base_game,https://en.uesp.net/wiki/Skyrim:Conjuration,SRC-000270,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000016,PERKNODE-000012,SKILL-000002,Conjuration,magic,Apprentice Conjuration,1,1,25,25 Conjuration,Novice Conjuration,Cast Apprentice level Conjuration spells for half magicka.,000c44bb,OBJ-002446,base_game,https://en.uesp.net/wiki/Skyrim:Conjuration,SRC-000270,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000017,PERKNODE-000013,SKILL-000002,Conjuration,magic,Adept Conjuration,1,1,50,50 Conjuration,Apprentice Conjuration,Cast Adept level Conjuration spells for half magicka.,000c44bc,OBJ-002446,base_game,https://en.uesp.net/wiki/Skyrim:Conjuration,SRC-000270,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000018,PERKNODE-000014,SKILL-000002,Conjuration,magic,Expert Conjuration,1,1,75,75 Conjuration,Adept Conjuration,Cast Expert level Conjuration spells for half magicka.,000c44bd,OBJ-002446,base_game,https://en.uesp.net/wiki/Skyrim:Conjuration,SRC-000270,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000019,PERKNODE-000015,SKILL-000002,Conjuration,magic,Master Conjuration,1,1,100,100 Conjuration,Expert Conjuration,Cast Master level Conjuration spells for half magicka.,000c44be,OBJ-002446,base_game,https://en.uesp.net/wiki/Skyrim:Conjuration,SRC-000270,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000020,PERKNODE-000016,SKILL-000002,Conjuration,magic,Conjuration Dual Casting,1,1,20,20 Conjuration,Novice Conjuration,"Dual casting a Conjuration spell overcharges the spell, allowing it to last longer.",000153ce,OBJ-002446,base_game,https://en.uesp.net/wiki/Skyrim:Conjuration,SRC-000270,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000021,PERKNODE-000017,SKILL-000002,Conjuration,magic,Mystic Binding,1,1,20,20 Conjuration,Novice Conjuration,Bound weapons do more damage.,000640b3,OBJ-002446,base_game,https://en.uesp.net/wiki/Skyrim:Conjuration,SRC-000270,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000022,PERKNODE-000018,SKILL-000002,Conjuration,magic,Soul Stealer,1,1,30,30 Conjuration,Mystic Binding,Bound weapons cast Soul Trap on targets.,000d799e,OBJ-002446,base_game,https://en.uesp.net/wiki/Skyrim:Conjuration,SRC-000270,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000023,PERKNODE-000019,SKILL-000002,Conjuration,magic,Oblivion Binding,1,1,50,50 Conjuration,Soul Stealer,Bound weapons will banish summoned creatures and turn raised ones.,000d799c,OBJ-002446,base_game,https://en.uesp.net/wiki/Skyrim:Conjuration,SRC-000270,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000024,PERKNODE-000020,SKILL-000002,Conjuration,magic,Necromancy,1,1,40,40 Conjuration,Novice Conjuration,Greater duration for reanimated undead.,000581dd,OBJ-002446,base_game,https://en.uesp.net/wiki/Skyrim:Conjuration,SRC-000270,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000025,PERKNODE-000021,SKILL-000002,Conjuration,magic,Dark Souls,1,1,70,70 Conjuration,Necromancy,Reanimated undead have 100 points more health.,000581de,OBJ-002446,base_game,https://en.uesp.net/wiki/Skyrim:Conjuration,SRC-000270,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000026,PERKNODE-000022,SKILL-000002,Conjuration,magic,Summoner,1,2,30,30 Conjuration,Novice Conjuration,Can summon atronachs or raise undead twice as far away.,00105f30,OBJ-002446,base_game,https://en.uesp.net/wiki/Skyrim:Conjuration,SRC-000270,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000027,PERKNODE-000022,SKILL-000002,Conjuration,magic,Summoner,2,2,70,70 Conjuration,none,Can summon atronachs or raise undead three times as far away.,00105f31,OBJ-002446,base_game,https://en.uesp.net/wiki/Skyrim:Conjuration,SRC-000270,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000028,PERKNODE-000023,SKILL-000002,Conjuration,magic,Atromancy,1,1,40,40 Conjuration,Summoner,Double duration for conjured Atronachs.,000cb419,OBJ-002446,base_game,https://en.uesp.net/wiki/Skyrim:Conjuration,SRC-000270,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000029,PERKNODE-000024,SKILL-000002,Conjuration,magic,Elemental Potency,1,1,80,80 Conjuration,Atromancy,Conjured Atronachs are 50% more powerful.,000cb41a,OBJ-002446,base_game,https://en.uesp.net/wiki/Skyrim:Conjuration,SRC-000270,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000030,PERKNODE-000025,SKILL-000002,Conjuration,magic,Twin Souls,1,1,100,100 Conjuration,Dark Souls or Elemental Potency,You can have two atronachs or reanimated zombies.,000d5f1c,OBJ-002446,base_game,https://en.uesp.net/wiki/Skyrim:Conjuration,SRC-000270,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000031,PERKNODE-000026,SKILL-000003,Destruction,magic,Novice Destruction,1,1,0,none,none,Cast Novice level Destruction spells for half magicka.,000f2ca8,OBJ-002447,base_game,https://en.uesp.net/wiki/Skyrim:Destruction,SRC-000271,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000032,PERKNODE-000027,SKILL-000003,Destruction,magic,Apprentice Destruction,1,1,25,25 Destruction,Novice Destruction,Cast Apprentice level Destruction spells for half magicka.,000c44bf,OBJ-002447,base_game,https://en.uesp.net/wiki/Skyrim:Destruction,SRC-000271,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000033,PERKNODE-000028,SKILL-000003,Destruction,magic,Adept Destruction,1,1,50,50 Destruction,Apprentice Destruction,Cast Adept level Destruction spells for half magicka.,000c44c0,OBJ-002447,base_game,https://en.uesp.net/wiki/Skyrim:Destruction,SRC-000271,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000034,PERKNODE-000029,SKILL-000003,Destruction,magic,Expert Destruction,1,1,75,75 Destruction,Adept Destruction,Cast Expert level Destruction spells for half magicka.,000c44c1,OBJ-002447,base_game,https://en.uesp.net/wiki/Skyrim:Destruction,SRC-000271,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000035,PERKNODE-000030,SKILL-000003,Destruction,magic,Master Destruction,1,1,100,100 Destruction,Expert Destruction,Cast Master level Destruction spells for half magicka.,000c44c2,OBJ-002447,base_game,https://en.uesp.net/wiki/Skyrim:Destruction,SRC-000271,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000036,PERKNODE-000031,SKILL-000003,Destruction,magic,Rune Master,1,1,40,40 Destruction,Apprentice Destruction,Can place runes five times farther away.,00105f32,OBJ-002447,base_game,https://en.uesp.net/wiki/Skyrim:Destruction,SRC-000271,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000037,PERKNODE-000032,SKILL-000003,Destruction,magic,Augmented Flames,1,2,30,30 Destruction,Novice Destruction,Fire spells do 25% more damage.,000581e7,OBJ-002447,base_game,https://en.uesp.net/wiki/Skyrim:Destruction,SRC-000271,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000038,PERKNODE-000032,SKILL-000003,Destruction,magic,Augmented Flames,2,2,60,60 Destruction,Augmented Flames Level 1,Fire spells do 50% more damage.,0010fcf8,OBJ-002447,base_game,https://en.uesp.net/wiki/Skyrim:Destruction,SRC-000271,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000039,PERKNODE-000033,SKILL-000003,Destruction,magic,Intense Flames,1,1,50,50 Destruction,Augmented Flames,Fire damage causes targets to flee if their health is low (under 20%).,000f392e,OBJ-002447,base_game,https://en.uesp.net/wiki/Skyrim:Destruction,SRC-000271,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000040,PERKNODE-000034,SKILL-000003,Destruction,magic,Augmented Frost,1,2,30,30 Destruction,Novice Destruction,Frost spells do 25% more damage.,000581ea,OBJ-002447,base_game,https://en.uesp.net/wiki/Skyrim:Destruction,SRC-000271,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000041,PERKNODE-000034,SKILL-000003,Destruction,magic,Augmented Frost,2,2,60,60 Destruction,Augmented Frost Level 1,Frost spells do 50% more damage.,0010fcf9,OBJ-002447,base_game,https://en.uesp.net/wiki/Skyrim:Destruction,SRC-000271,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000042,PERKNODE-000035,SKILL-000003,Destruction,magic,Deep Freeze,1,1,60,60 Destruction,Augmented Frost,Frost damage paralyzes targets if their health is low (under 20%).,000f3933,OBJ-002447,base_game,https://en.uesp.net/wiki/Skyrim:Destruction,SRC-000271,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000043,PERKNODE-000036,SKILL-000003,Destruction,magic,Augmented Shock,1,2,30,30 Destruction,Novice Destruction,Shock spells do 25% more damage.,00058200,OBJ-002447,base_game,https://en.uesp.net/wiki/Skyrim:Destruction,SRC-000271,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000044,PERKNODE-000036,SKILL-000003,Destruction,magic,Augmented Shock,2,2,60,60 Destruction,Augmented Shock Level 1,Shock spells do 50% more damage.,0010fcfa,OBJ-002447,base_game,https://en.uesp.net/wiki/Skyrim:Destruction,SRC-000271,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000045,PERKNODE-000037,SKILL-000003,Destruction,magic,Disintegrate,1,1,70,70 Destruction,Augmented Shock,Shock spells disintegrate targets if their health is low (under 15%).,000f3f0e,OBJ-002447,base_game,https://en.uesp.net/wiki/Skyrim:Destruction,SRC-000271,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000046,PERKNODE-000038,SKILL-000003,Destruction,magic,Destruction Dual Casting,1,1,20,20 Destruction,Novice Destruction,Dual casting a Destruction spell overcharges the effects into an even more powerful version.,000153cf,OBJ-002447,base_game,https://en.uesp.net/wiki/Skyrim:Destruction,SRC-000271,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000047,PERKNODE-000039,SKILL-000003,Destruction,magic,Impact,1,1,40,40 Destruction,Destruction Dual Casting,Most destruction spells will stagger an opponent when dual cast.,000153d2,OBJ-002447,base_game,https://en.uesp.net/wiki/Skyrim:Destruction,SRC-000271,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000048,PERKNODE-000040,SKILL-000004,Enchanting,magic,Enchanter,1,5,0,none,none,New enchantments are 20% stronger.,000bee97,OBJ-002448,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting,SRC-000272,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000049,PERKNODE-000040,SKILL-000004,Enchanting,magic,Enchanter,2,5,20,20 Enchanting,none,New enchantments are 40% stronger.,000c367c,OBJ-002448,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting,SRC-000272,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000050,PERKNODE-000040,SKILL-000004,Enchanting,magic,Enchanter,3,5,40,40 Enchanting,none,New enchantments are 60% stronger.,000c367d,OBJ-002448,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting,SRC-000272,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000051,PERKNODE-000040,SKILL-000004,Enchanting,magic,Enchanter,4,5,60,60 Enchanting,none,New enchantments are 80% stronger.,000c367e,OBJ-002448,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting,SRC-000272,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000052,PERKNODE-000040,SKILL-000004,Enchanting,magic,Enchanter,5,5,80,80 Enchanting,none,New enchantments are 100% stronger.,000c367f,OBJ-002448,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting,SRC-000272,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000053,PERKNODE-000041,SKILL-000004,Enchanting,magic,Fire Enchanter,1,1,30,30 Enchanting,Enchanter,Fire enchantments on weapons and armor are 25% stronger.,00058f80,OBJ-002448,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting,SRC-000272,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000054,PERKNODE-000042,SKILL-000004,Enchanting,magic,Frost Enchanter,1,1,40,40 Enchanting,Fire Enchanter,Frost enchantments on weapons and armor are 25% stronger.,00058f81,OBJ-002448,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting,SRC-000272,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000055,PERKNODE-000043,SKILL-000004,Enchanting,magic,Storm Enchanter,1,1,50,50 Enchanting,Frost Enchanter,Shock enchantments on weapons and armor are 25% stronger.,00058f82,OBJ-002448,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting,SRC-000272,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000056,PERKNODE-000044,SKILL-000004,Enchanting,magic,Insightful Enchanter,1,1,50,50 Enchanting,Enchanter,Skill enchantments on armor are 25% stronger.,00058f7e,OBJ-002448,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting,SRC-000272,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000057,PERKNODE-000045,SKILL-000004,Enchanting,magic,Corpus Enchanter,1,1,70,70 Enchanting,Insightful Enchanter,"Health, magicka, and stamina enchantments on armor are 25% stronger.",00058f7d,OBJ-002448,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting,SRC-000272,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000058,PERKNODE-000046,SKILL-000004,Enchanting,magic,Extra Effect,1,1,100,100 Enchanting,Corpus Enchanter or Storm Enchanter,Can put two enchantments on the same item.,00058f7f,OBJ-002448,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting,SRC-000272,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000059,PERKNODE-000047,SKILL-000004,Enchanting,magic,Soul Squeezer,1,1,20,20 Enchanting,Enchanter,Soul gems provide extra magicka for recharging.,00058f7c,OBJ-002448,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting,SRC-000272,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000060,PERKNODE-000048,SKILL-000004,Enchanting,magic,Soul Siphon,1,1,40,40 Enchanting,Soul Squeezer,"Death blows to creatures, but not people, trap 5% of the victim's soul, recharging the weapon.",00108a44,OBJ-002448,base_game,https://en.uesp.net/wiki/Skyrim:Enchanting,SRC-000272,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000061,PERKNODE-000049,SKILL-000005,Illusion,magic,Novice Illusion,1,1,0,none,none,Cast Novice level Illusion spells for half magicka.,000f2ca9,OBJ-002449,base_game,https://en.uesp.net/wiki/Skyrim:Illusion,SRC-000273,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000062,PERKNODE-000050,SKILL-000005,Illusion,magic,Animage,1,1,20,20 Illusion,Novice Illusion,Illusion spells now work on higher level animals. Notes: Adds +8 levels to the spell maximum.,000581e1,OBJ-002449,base_game,https://en.uesp.net/wiki/Skyrim:Illusion,SRC-000273,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000063,PERKNODE-000051,SKILL-000005,Illusion,magic,Kindred Mage,1,1,40,40 Illusion,Animage,All Illusion spells work on higher level people. Notes: Adds +10 levels to the spell maximum.,000581e2,OBJ-002449,base_game,https://en.uesp.net/wiki/Skyrim:Illusion,SRC-000273,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000064,PERKNODE-000052,SKILL-000005,Illusion,magic,Quiet Casting,1,1,50,50 Illusion,Kindred Mage,All spells you cast from any school of magic are silent to others. Notes: All shouts are also silent.,000581fd,OBJ-002449,base_game,https://en.uesp.net/wiki/Skyrim:Illusion,SRC-000273,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000065,PERKNODE-000053,SKILL-000005,Illusion,magic,Apprentice Illusion,1,1,25,25 Illusion,Novice Illusion,Cast Apprentice level Illusion spells for half magicka.,000c44c3,OBJ-002449,base_game,https://en.uesp.net/wiki/Skyrim:Illusion,SRC-000273,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000066,PERKNODE-000054,SKILL-000005,Illusion,magic,Adept Illusion,1,1,50,50 Illusion,Apprentice Illusion,Cast Adept level Illusion spells for half magicka.,000c44c4,OBJ-002449,base_game,https://en.uesp.net/wiki/Skyrim:Illusion,SRC-000273,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000067,PERKNODE-000055,SKILL-000005,Illusion,magic,Expert Illusion,1,1,75,75 Illusion,Adept Illusion,Cast Expert level Illusion spells for half magicka.,000c44c5,OBJ-002449,base_game,https://en.uesp.net/wiki/Skyrim:Illusion,SRC-000273,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000068,PERKNODE-000056,SKILL-000005,Illusion,magic,Master Illusion,1,1,100,100 Illusion,Expert Illusion,Cast Master level Illusion spells for half magicka.,000c44c6,OBJ-002449,base_game,https://en.uesp.net/wiki/Skyrim:Illusion,SRC-000273,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
PERKRANK-000069,PERKNODE-000057,SKILL-000005,Illusion,magic,Hypnotic Gaze,1,1,30,30 Illusion,Novice Illusion,Calm spells now work on higher level opponents. Cumulative with Kindred Mage and Animage. Notes: Adds +8 levels to the spell maximum. Applies to Pacify and Harmony as well as Calm.,00059b77,OBJ-002449,base_game,https://en.uesp.net/wiki/Skyrim:Illusion,SRC-000273,SN-000082-individual-perk-rank-catalog.md,source_listed_perk_rank,Source-listed perk-rank row; allocation timing and route order deferred to TB-020.
