objective_id,objective_name,category,subcategory,source_content,route_placement,routing_rigidity,research_status,validation_status,objective_worldspace,objective_region,objective_hold,objective_location,location_record_ids,coordinate_record_ids,geography_record_ids,primary_coordinate_worldspace,primary_route_cluster,primary_route_corridor,primary_nearest_corridor_hub,primary_nearest_major_carriage_origin,primary_nearest_ferry_terminal,primary_nearest_inn_or_rest,primary_nearest_candidate_base,primary_worldspace_access_model,primary_transport_access_flags,primary_cold_risk,primary_barrier_flags,primary_geography_confidence,support_table_refs,support_record_count,support_location_count,support_worldspaces,support_regions,support_holds,support_locations,support_route_treatments,constraint_count,constraint_types,constraint_source_files,constraint_severities,hard_level_gate,leveled_reward_threshold,cell_entry_lock_risk,missability,bug_risk,has_quest_conflict,has_npc_dependency,has_trophy_relevance,survival_mode_relevance,candidate_status,route_index_status,notes
OBJ-000025,Glory of the Dead,quest,companions,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1,trophy_dependency,data/constraints/trophy-dependencies.md,hard_gate,,,unknown,unknown,unknown,no,no,yes,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000026,Companions Required Radiant Gates,radiant,companions_required_gate,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1,radiant_boundary,data/constraints/radiant-boundaries.md,planning,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000027,College Objective Quest,quest,college_of_winterhold,base_game,main_route,dependency_flexible,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,ready_for_route_pass,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000028,First Lessons,quest,college_of_winterhold,base_game,main_route,dependency_flexible,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1,trophy_dependency,data/constraints/trophy-dependencies.md,hard_gate,,,unknown,unknown,unknown,no,no,yes,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000029,Under Saarthal,quest,college_of_winterhold,base_game,main_route,fixed_late,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,ready_for_route_pass,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000030,Hitting the Books,quest,college_of_winterhold,base_game,main_route,fixed_late,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,ready_for_route_pass,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000031,Good Intentions,quest,college_of_winterhold,base_game,main_route,fixed_late,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,ready_for_route_pass,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000032,Revealing the Unseen,quest,college_of_winterhold,base_game,main_route,fixed_late,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1,trophy_dependency,data/constraints/trophy-dependencies.md,hard_gate,,,unknown,unknown,unknown,no,no,yes,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000033,Containment,quest,college_of_winterhold,base_game,main_route,fixed_late,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,ready_for_route_pass,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000034,The Staff of Magnus,quest,college_of_winterhold,base_game,main_route,fixed_late,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,ready_for_route_pass,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000035,The Eye of Magnus,quest,college_of_winterhold,base_game,main_route,fixed_late,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1,trophy_dependency,data/constraints/trophy-dependencies.md,hard_gate,,,unknown,unknown,unknown,no,no,yes,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000036,A Chance Arrangement,quest,thieves_guild,base_game,main_route,dependency_flexible,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,ready_for_route_pass,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000037,Taking Care of Business,quest,thieves_guild,base_game,main_route,dependency_flexible,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1,trophy_dependency,data/constraints/trophy-dependencies.md,hard_gate,,,unknown,unknown,unknown,no,no,yes,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000038,Loud and Clear,quest,thieves_guild,base_game,main_route,dependency_flexible,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,ready_for_route_pass,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000039,Dampened Spirits,quest,thieves_guild,base_game,main_route,dependency_flexible,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,ready_for_route_pass,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000040,Scoundrel's Folly,quest,thieves_guild,base_game,main_route,dependency_flexible,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,ready_for_route_pass,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000041,Speaking With Silence,quest,thieves_guild,base_game,main_route,dependency_flexible,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,ready_for_route_pass,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000042,Hard Answers,quest,thieves_guild,base_game,main_route,fixed_late,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,ready_for_route_pass,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000043,The Pursuit,quest,thieves_guild,base_game,main_route,fixed_late,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,ready_for_route_pass,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000044,Trinity Restored,quest,thieves_guild,base_game,main_route,fixed_late,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,ready_for_route_pass,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000045,Blindsighted,quest,thieves_guild,base_game,main_route,fixed_late,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,ready_for_route_pass,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000046,Darkness Returns,quest,thieves_guild,base_game,main_route,fixed_late,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1,trophy_dependency,data/constraints/trophy-dependencies.md,hard_gate,,,unknown,unknown,unknown,no,no,yes,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000047,Under New Management,quest,thieves_guild,base_game,main_route,dependency_flexible,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,3,bug_mitigation | npc_dependency | trophy_dependency,data/constraints/bug-prone-quests.md | data/constraints/npc-dependencies.md | data/constraints/trophy-dependencies.md,branch_or_hard_save | hard_gate | warning,,,unknown,unknown,unknown,no,no,yes,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000048,Thieves Guild City Influence and Side Job Counter,radiant,thieves_guild_restoration,base_game,main_route,dependency_flexible,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,2,radiant_boundary,data/constraints/radiant-boundaries.md,planning | warning,,,unknown,unknown,unknown,no,no,yes,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000049,Silver Lining,quest,thieves_guild_reputation,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,ready_for_route_pass,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000050,The Dainty Sload,quest,thieves_guild_reputation,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,2,bug_mitigation | npc_dependency,data/constraints/bug-prone-quests.md | data/constraints/npc-dependencies.md,branch_or_hard_save | warning,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000051,Imitation Amnesty,quest,thieves_guild_reputation,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,ready_for_route_pass,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000052,Summerset Shadows,quest,thieves_guild_reputation,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,ready_for_route_pass,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000053,Delayed Burial,quest,dark_brotherhood,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,2,quest_conflict_or_branch,data/constraints/quest-conflicts-hard-saves.md,branch_or_hard_save,,,unknown,unknown,unknown,no,no,yes,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000054,Innocence Lost,quest,dark_brotherhood,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1,quest_conflict_or_branch,data/constraints/quest-conflicts-hard-saves.md,branch_or_hard_save,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000055,With Friends Like These...,quest,dark_brotherhood,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,2,quest_conflict_or_branch | trophy_dependency,data/constraints/quest-conflicts-hard-saves.md | data/constraints/trophy-dependencies.md,branch_or_hard_save,,,unknown,unknown,unknown,no,no,yes,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000056,Sanctuary,quest,dark_brotherhood,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1,quest_conflict_or_branch,data/constraints/quest-conflicts-hard-saves.md,branch_or_hard_save,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000057,Mourning Never Comes,quest,dark_brotherhood,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1,quest_conflict_or_branch,data/constraints/quest-conflicts-hard-saves.md,branch_or_hard_save,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000058,Whispers in the Dark,quest,dark_brotherhood,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1,quest_conflict_or_branch,data/constraints/quest-conflicts-hard-saves.md,branch_or_hard_save,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000059,The Silence Has Been Broken,quest,dark_brotherhood,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1,quest_conflict_or_branch,data/constraints/quest-conflicts-hard-saves.md,branch_or_hard_save,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000060,Bound Until Death,quest,dark_brotherhood,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,5,bug_mitigation | npc_dependency | quest_conflict_or_branch | trophy_dependency,data/constraints/bug-prone-quests.md | data/constraints/npc-dependencies.md | data/constraints/quest-conflicts-hard-saves.md | data/constraints/trophy-dependencies.md,branch_or_hard_save | warning,,,unknown,unknown,unknown,no,no,yes,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000061,Breaching Security,quest,dark_brotherhood,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1,quest_conflict_or_branch,data/constraints/quest-conflicts-hard-saves.md,branch_or_hard_save,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000062,The Cure for Madness,quest,dark_brotherhood,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1,quest_conflict_or_branch,data/constraints/quest-conflicts-hard-saves.md,branch_or_hard_save,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000063,Recipe for Disaster,quest,dark_brotherhood,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1,quest_conflict_or_branch,data/constraints/quest-conflicts-hard-saves.md,branch_or_hard_save,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000064,To Kill an Empire,quest,dark_brotherhood,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1,quest_conflict_or_branch,data/constraints/quest-conflicts-hard-saves.md,branch_or_hard_save,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000065,Death Incarnate,quest,dark_brotherhood,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1,quest_conflict_or_branch,data/constraints/quest-conflicts-hard-saves.md,branch_or_hard_save,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000066,Hail Sithis!,quest,dark_brotherhood,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,2,quest_conflict_or_branch | trophy_dependency,data/constraints/quest-conflicts-hard-saves.md | data/constraints/trophy-dependencies.md,branch_or_hard_save,,,unknown,unknown,unknown,no,no,yes,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000067,Destroy the Dark Brotherhood!,quest,dark_brotherhood_branch,base_game,branch_route,branch_only,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1,quest_conflict_or_branch,data/constraints/quest-conflicts-hard-saves.md,branch_or_hard_save,,,unknown,unknown,unknown,yes,no,yes,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000068,Where You Hang Your Enemy's Head...,quest,dark_brotherhood,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1,quest_conflict_or_branch,data/constraints/quest-conflicts-hard-saves.md,branch_or_hard_save,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000069,Imperial Introductions,quest,civil_war_imperial,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,ready_for_route_pass,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000070,Joining the Legion,quest,civil_war_imperial,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1,trophy_dependency,data/constraints/trophy-dependencies.md,branch_or_hard_save,,,unknown,unknown,unknown,no,no,yes,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000071,Get Outfitted,quest,civil_war_imperial,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,unknown,unknown,unknown,no,no,no,,no_route_candidate_data,ready_for_route_pass,Generated routing workbench row; source CSVs and constraint tables remain canonical.
OBJ-000072,The Jagged Crown (Imperial),quest,civil_war_imperial,base_game,main_route,windowed,needs_review,not_started,Skyrim,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,2,quest_conflict_or_branch,data/constraints/quest-conflicts-hard-saves.md,branch_or_hard_save,,,unknown,unknown,unknown,yes,no,no,,no_route_candidate_data,constraint_backed_needs_review,Generated routing workbench row; source CSVs and constraint tables remain canonical.
